seed,run,chi2_total,max_abs_norm_pull,max_norm_pull_dataset,best_epoch,epochs_run,best_objective,restored_best,chi2_E288_200,ratio_E288_200,chi2_E288_300,ratio_E288_300,chi2_E288_400,ratio_E288_400,chi2_E605,ratio_E605,chi2_E772,ratio_E772
1031,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1031,2.0541678503695096,1.3614526987075806,E605,300,300,2.0697966392617673,True,1.5360333397200794,0.984147317141568,1.8804967472402692,0.9577594353441408,1.9751048718458857,1.004449323572625,2.3299567132568524,0.9787430070279168,2.4631338003857026,0.9723726500627599
1032,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1032,2.1866746953618357,1.859249234199524,E288_300,300,300,2.215985788963735,True,1.4391085619486377,0.9722411790499892,2.9440342251755656,0.9533814622612009,1.3571850403791315,0.9771615155815995,1.6669236642320426,0.9930217325709114,3.5596560455916815,0.9542556764245136
1033,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1033,1.88700456484927,2.555239200592041,E288_300,300,300,1.9164766101166606,True,1.72642184523912,0.9669830618064597,1.3244021096302654,0.9621418282640496,1.9768504332596528,1.0015508963529838,2.291659403782336,0.9663477839082326,2.0615844414142104,0.97279658185587
1034,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1034,2.0168686869770327,2.0245845317840576,E288_400,300,300,2.0397571137873456,True,1.1126598714788947,1.011565393876773,1.3938311730157236,0.9753964260521593,2.3954230000340577,1.0076466276476146,1.6123952414892082,0.9951780054104262,3.10729124903957,0.9497544405715954
1035,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1035,1.7787139270880965,1.9636026620864868,E605,300,300,1.7931057462701574,True,1.6136507084704088,0.9555678548490414,1.5443721567397297,0.9705842458131781,1.6717145678964258,0.9855827902977929,2.125570289174474,0.9619120260558248,1.9595753571302603,0.9907326265211502
1036,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1036,1.7911596406941355,0.9078772664070129,E772,300,300,1.7959293741732836,True,1.3137452700471495,0.9920049130043009,1.9754402468237913,0.9752110857291449,1.6778045160510322,1.0072712568323983,1.6215416953501944,0.9798548323982195,2.2644116897878934,0.9782702252448608
1037,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1037,1.963279460396278,1.8975542783737183,E605,300,300,1.9835777848493308,True,1.463692669103693,0.9688383882416352,1.4413627898771686,0.9659562909386024,2.2902061450373243,1.0083452576347054,1.8706831472723815,0.9982640221589113,2.464846128108742,0.9764573515597891
1038,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1038,1.6515648568135546,1.4104822874069214,E288_300,300,300,1.6602270253933966,True,1.022463206700842,0.9934687739624544,1.3306617093919697,0.9564895452349941,1.879369075995802,1.0100975551939098,1.5935316851987094,0.9702594144677854,2.1629135388002787,0.9602162671974483
1039,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1039,1.8984870893146442,0.8277133703231812,E288_300,300,300,1.9044142088387161,True,1.6039132834664134,0.9710929855703481,1.690820918265549,0.9517791136660605,1.9036752832239265,1.0055767582697122,1.6954980504846666,0.9785505700403001,2.47206111483055,0.9624626584290492
1040,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1040,1.9630331087606474,1.9899041652679443,E288_400,300,300,1.9770291513996199,True,1.6928272221999,0.969257427876852,1.6207658873341593,0.9639534120908915,2.6033851126367082,0.991128206254754,2.2208561317421656,0.9860017648679437,1.4255144227305292,0.990623430991963
1041,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1041,2.0689830829457434,1.0511723756790161,E772,300,300,2.0757605652324855,True,1.6114181557974971,1.0008953456583694,1.8551822739775254,0.9570263237491147,1.9688173123924495,1.004645542813597,1.9932834209952184,0.9923088214330102,2.7966696014722525,0.9586129895217201
1042,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1042,1.53053257240582,2.5654807090759277,E288_300,300,300,1.5745145031251013,True,1.629312169371726,0.9956680631346928,0.8591234731156572,0.9671791278647077,1.4888430851193564,0.9952831899018414,1.963752606305327,0.97764396606256,1.7609172079483704,0.974161718102631
1043,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1043,1.806378201248072,1.7444828748703003,E605,300,300,1.817745774751529,True,1.6974828415802519,0.9772520294729687,1.750895309713681,0.9618797936893949,1.6862145054119506,0.9963860398110596,1.5200761679941868,0.9731142048178562,2.3370998383947508,0.9840314591855147
1044,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1044,1.7656852821144389,1.4437953233718872,E288_300,300,300,1.773152541834861,True,1.3918199457186915,1.0051152572767608,1.2171058811610156,0.9303897564446317,1.7581011175694963,0.9819058109171332,2.4125264562934867,0.9544834808906082,2.004817435102148,0.9413379692962456
1045,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1045,1.9477001549754036,1.2153855562210083,E288_300,300,300,1.9610877934610471,True,1.3331985462184492,0.9810984531679929,1.3151540327426745,0.9932120478041808,2.16962058195107,0.9930757732444812,2.6858699417873053,0.9811195947256623,2.065288893673477,0.9676377700810191
1046,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1046,1.7800251568534533,1.1622587442398071,E605,300,300,1.7875529867596924,True,1.3050271420136919,0.9862943161480926,2.046460983312797,0.9642131423904327,1.590559964339401,0.994977444457295,2.145442690215055,0.9686480568806382,1.819722583500885,0.9695294033619191
1047,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1047,1.8953351578762472,1.1973730325698853,E288_400,300,300,1.9045387877849862,True,1.3727299966889264,0.9942031643416003,1.8800105224281716,0.9473035306939244,1.910549784559583,0.9928043887423285,2.126317605940432,0.9841957619806982,2.0776425967253043,0.9737837197453413
1048,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1048,1.7369429816800144,2.194976806640625,E605,300,300,1.756785268895328,True,1.3936887614397726,1.0029683385491197,1.1739582207112544,0.9710927325374168,2.020377088532999,0.9900792717445785,1.8436008626400404,0.9912401674871223,2.0482799208460736,0.9492808997094454
1049,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1049,1.8999290140453782,1.3264703750610352,E772,300,300,1.906570493709296,True,1.225525317795719,0.9833150566727016,1.892717531516648,0.9615045408154732,1.7527895176823973,1.0094003494943606,1.8520054565653383,0.9552209313014305,2.6345481118018887,0.9516241888237807
1050,replica_pilot_v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda/outputs/v23a_lambda3_normpriors15_p2p5_E772_E288400_cached_cuda_s1050,1.884903241163132,2.9194767475128174,E288_200,300,300,1.9125431558350101,True,1.7596762731780573,0.9785108539230531,2.064181826376914,0.9757829106083364,1.5189379571621093,1.0035145682499187,1.9525234814341916,0.9668112574250722,2.2299885106573774,0.9910342696481087
