dataset,row_id,qT,qT_low,qT_high,qT_over_Q,data_pb_per_GeV,data_bin_pb,dyturbo_raw_fb_bin,dyturbo_raw_unc_fb_bin,dyturbo_pb_bin,dyturbo_pb_bin_unc,dyturbo_pb_per_GeV,dyturbo_pb_per_GeV_unc,card,log,txt,true_nlo_vj,mu_r,mu_f,scale_tag,ratio_to_data
LHCb_7,LHCb_7:10,21.75,19.0,24.5,0.2416666666666666,1.003090909,5.516999999499999,3102.612792940374,0.9042755444257962,3.1026127929403744,0.0009042755444257,0.5641114168982498,0.0001644137353501,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/cards/LHCb_7_10_dyturbo_vj_true_nlo_fid.in,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/logs/LHCb_7_10_dyturbo_vj_true_nlo_fid.log,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/tables/LHCb_7_10_dyturbo_vj_true_nlo_fid.txt,True,1.0,1.0,central,0.562373172597709
LHCb_7,LHCb_7:11,29.25,24.5,34.0,0.325,0.575263158,5.465000001000001,2987.984554377994,0.8982687523056521,2.9879845543779937,0.0008982687523056,0.3145246899345256,9.455460550585812e-05,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/cards/LHCb_7_11_dyturbo_vj_true_nlo_fid.in,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/logs/LHCb_7_11_dyturbo_vj_true_nlo_fid.log,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/tables/LHCb_7_11_dyturbo_vj_true_nlo_fid.txt,True,1.0,1.0,central,0.546749232174061
LHCb_7,LHCb_7:12,48.5,34.0,63.0,0.5388888888888889,0.19962069,5.78900001,3014.138887214193,1.000915296381479,3.0141388872141928,0.0010009152963814,0.1039358236970411,3.4514320564878585e-05,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/cards/LHCb_7_12_dyturbo_vj_true_nlo_fid.in,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/logs/LHCb_7_12_dyturbo_vj_true_nlo_fid.log,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/tables/LHCb_7_12_dyturbo_vj_true_nlo_fid.txt,True,1.0,1.0,central,0.5206665887040122
LHCb_7,LHCb_7:13,166.5,63.0,270.0,1.85,0.007323671,1.5159998970000002,884.1268042904956,0.3587661899972838,0.8841268042904955,0.0003587661899972,0.0042711439820796,1.7331699999868784e-06,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/cards/LHCb_7_13_dyturbo_vj_true_nlo_fid.in,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/logs/LHCb_7_13_dyturbo_vj_true_nlo_fid.log,/home/dustin/work/project/bT-TMD/systematics/finite_y_completion_2026/reports/lhcb7_external_true_nlo/tables/LHCb_7_13_dyturbo_vj_true_nlo_fid.txt,True,1.0,1.0,central,0.5831971400790122
LHCb_7,LHCb_7:10,21.75,19.0,24.5,0.2416666666666666,1.003090909,5.516999999499999,3352.222726407102,0.9736171917858084,3.3522227264071023,0.0009736171917858,0.6094950411649277,0.0001770213075974,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/cards/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/logs/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/tables/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.txt,True,0.5,0.5,mur0p5_muf0p5,0.6076169524580226
LHCb_7,LHCb_7:11,29.25,24.5,34.0,0.325,0.575263158,5.465000001000001,3249.217438708225,0.973784039361206,3.249217438708225,0.0009737840393612,0.3420228882850763,0.0001025035830906,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/cards/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/logs/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/tables/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.txt,True,0.5,0.5,mur0p5_muf0p5,0.5945503088954573
LHCb_7,LHCb_7:12,48.5,34.0,63.0,0.5388888888888889,0.19962069,5.78900001,3324.102772065335,1.100328098979232,3.324102772065335,0.0011003280989792,0.1146242335194943,3.794234824066317e-05,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/cards/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/logs/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/tables/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.txt,True,0.5,0.5,mur0p5_muf0p5,0.5742101859255887
LHCb_7,LHCb_7:13,166.5,63.0,270.0,1.85,0.007323671,1.5159998970000002,1009.894615295792,0.4084298374216487,1.009894615295792,0.0004084298374216,0.0048787179482888,1.97309100203695e-06,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/cards/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/logs/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf0p5/tables/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf0p5.txt,True,0.5,0.5,mur0p5_muf0p5,0.6661574432123999
LHCb_7,LHCb_7:10,21.75,19.0,24.5,0.2416666666666666,1.003090909,5.516999999499999,3466.602433244081,1.010577386044639,3.466602433244081,0.0010105773860446,0.6302913514989238,0.0001837413429172,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/cards/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf1.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/logs/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf1.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/tables/LHCb_7_10_dyturbo_vj_true_nlo_fid_mur0p5_muf1.txt,True,0.5,1.0,mur0p5_muf1,0.6283491813591183
LHCb_7,LHCb_7:11,29.25,24.5,34.0,0.325,0.575263158,5.465000001000001,3338.385588210898,1.003800018679601,3.338385588210898,0.0010038000186796,0.3514090092853577,0.000105663159861,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/cards/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf1.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/logs/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf1.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/tables/LHCb_7_11_dyturbo_vj_true_nlo_fid_mur0p5_muf1.txt,True,0.5,1.0,mur0p5_muf1,0.6108665302104357
LHCb_7,LHCb_7:12,48.5,34.0,63.0,0.5388888888888889,0.19962069,5.78900001,3367.449163728547,1.118353759803158,3.367449163728547,0.0011183537598031,0.1161189366802947,3.856392275183304e-05,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/cards/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf1.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/logs/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf1.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/tables/LHCb_7_12_dyturbo_vj_true_nlo_fid_mur0p5_muf1.txt,True,0.5,1.0,mur0p5_muf1,0.581697902558571
LHCb_7,LHCb_7:13,166.5,63.0,270.0,1.85,0.007323671,1.5159998970000002,987.6935242784828,0.4008161846954617,0.9876935242784828,0.0004008161846954,0.0047714663008622,1.9363100709925688e-06,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/cards/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf1.in,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/logs/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf1.log,reports/lhcb7_external_true_nlo_scale_mur0p5_muf1/tables/LHCb_7_13_dyturbo_vj_true_nlo_fid_mur0p5_muf1.txt,True,0.5,1.0,mur0p5_muf1,0.6515129230767193
