row_id,data_pb_per_GeV,FO_NNLO_central_pb_per_GeV,FO_NNLO_scale_high_pb_per_GeV,W_endpoint_min_pb_per_GeV,W_endpoint_max_pb_per_GeV,profiled_lambda1_max_pb_per_GeV,optimistic_convex_hull_upper_bound_pb_per_GeV,upper_bound_over_data,remaining_fraction_below_data,all_W_and_FO_below_data
LHCb_7:10,1.003090909,0.8272693821276851,0.8520413243866883,0.7740185856819153,0.7885406017303467,0.8143163250062423,0.8520413243866883,0.8494158572687138,0.15058414273128617,True
LHCb_7:11,0.575263158,0.4711770335688618,0.5127315357805123,0.4441624879837036,0.4495570659637451,0.4711753292382331,0.5127315357805123,0.8912991013766821,0.10870089862331789,True
LHCb_7:12,0.19962069,0.1543864557409395,0.1697409153582317,0.1599459648132324,0.1609585285186767,0.1543864557409395,0.1697409153582317,0.8503172459639915,0.1496827540360085,True
LHCb_7:13,0.007323671,0.0065046602082933,0.0070856938657602,-2.4033124446868896,-2.354839324951172,0.0065046602082933,0.0070856938657602,0.9675057584864476,0.0324942415135524,True
