flavor,kT,q16,central,q84
d,2.04,0.0420473603110446,0.0451663767070716,0.0482300215412688
d,2.05,0.0400678903121139,0.0431527466913048,0.0462334547036928
d,2.06,0.0381232536156048,0.0411685216747761,0.0442560598969186
d,2.07,0.0362232862027806,0.0392153465439067,0.0423109988599328
d,2.08,0.0343525452367727,0.0372841921035463,0.0403928758350426
d,2.09,0.0325179376429327,0.0353812859265389,0.0385020927770916
d,2.1,0.0306942602087307,0.0335057214316266,0.0366281126676813
d,2.11,0.0289082887920521,0.0316565757342856,0.0347721945874597
d,2.12,0.0271529677717192,0.0298347386280458,0.0329510483503128
d,2.13,0.0254235427440805,0.0280391894255822,0.0311545644810825
d,2.14,0.0237239047059006,0.0262683642578304,0.0293768237030601
d,2.15,0.0220524086740333,0.0245296179159465,0.0276349685716644
d,2.16,0.0203955993881939,0.022824959072333,0.0259229534258491
d,2.17,0.0187630395272268,0.0211431967848542,0.0242343154854445
d,2.18,0.0171627084783036,0.0194902047503585,0.0225725351331697
d,2.19,0.0155958806113619,0.0178733218175727,0.0209387403093131
d,2.2,0.0140590070730443,0.016280999318774,0.0193265116281148
d,2.21,0.0125290202766004,0.0147244480480947,0.0177577851441863
d,2.22,0.0110312813086592,0.0132004616600871,0.0162194061952288
d,2.23,0.0095650873189698,0.0117091150021547,0.01470551699031
d,2.24,0.0081279866043101,0.0102506272791595,0.0132246109586598
d,2.25,0.0067214400211785,0.008830842666947,0.0117725122850819
