flavor,kT,q16,central,q84
u,0.54,1.6327751229886336,1.6577692210668649,1.6850695287901838
u,0.55,1.5899308207746312,1.6124941158370194,1.6367595724894397
u,0.56,1.5477681735128446,1.567930256793548,1.5891449908870607
u,0.5700000000000001,1.5060024004690369,1.524384283528248,1.5426645284718763
u,0.58,1.4653053674829044,1.4811382549048782,1.4967208378183785
u,0.59,1.425440653334154,1.4387280867994088,1.4527356098111306
u,0.6,1.38686221368806,1.3971451749005814,1.409774605869125
u,0.61,1.3486757584654403,1.3570422003211222,1.3680118141206297
u,0.62,1.3098177144401757,1.318717273733795,1.3277209457486856
u,0.63,1.2709649189111107,1.2809729078775258,1.289377584483257
u,0.64,1.2334569531357087,1.2434844995993082,1.2526767498370022
u,0.65,1.1975064327672431,1.206975362419223,1.2154571306163602
u,0.66,1.1622595272904366,1.1710551956811968,1.179734558415891
u,0.67,1.1273368872265443,1.136197306575981,1.1448853100688177
u,0.68,1.0929574594118818,1.1026516338884966,1.1115439402388316
u,0.6900000000000001,1.0581812588479045,1.0702263718713438,1.079519995035161
u,0.7000000000000001,1.0242052270762971,1.0386081160467693,1.0485981915256186
u,0.71,0.9917750526252204,1.0075473973053564,1.0189435981163548
u,0.72,0.9600510350472768,0.977361540539972,0.9899412783298416
u,0.73,0.9295860520254798,0.9482284888909877,0.9615048419251534
u,0.74,0.9009874597868756,0.920260462848884,0.9342308893588696
u,0.75,0.873260069444486,0.8932360346901471,0.9077994787461406
u,0.76,0.8462597407502278,0.8670265557702148,0.8822526734722147
u,0.77,0.820311250742378,0.8418744934601508,0.8575982241439747
u,0.78,0.7951622775733775,0.8175533385049949,0.8338226012264781
u,0.79,0.7709441212466336,0.7942315850536571,0.8112195495848515
u,0.8,0.7477633265210227,0.771605076322406,0.7892702441740906
u,0.81,0.7255949794374893,0.7500899409222703,0.7680931555947613
u,0.8200000000000001,0.7042482880592996,0.7291397837159229,0.7475706646467694
u,0.8300000000000001,0.6837796351765063,0.7090981773169189,0.7278643639355122
u,0.84,0.6639191307350402,0.6897624157337497,0.7089673050409583
u,0.85,0.6448967204721808,0.6714567365582098,0.6908397485401876
u,0.86,0.6268504047007135,0.6536817303012492,0.6734855807693494
u,0.87,0.6093712772996855,0.6368929763369756,0.6567676069063977
u,0.88,0.5926216854693978,0.6207916671702698,0.6409162383473797
u,0.89,0.5764854140164041,0.6052748791867233,0.6257455391965625
u,0.9,0.5611319299487384,0.590307697522984,0.6110137510801422
u,0.91,0.5466272232921696,0.5760188616742506,0.5970129735517805
u,0.92,0.5330294954505972,0.562561587046563,0.5834890005369533
u,0.93,0.5200041806133184,0.5497067601177863,0.5707173120468573
u,0.94,0.5073375329887208,0.537342771174824,0.5584438229314569
u,0.95,0.4952822108692818,0.5255693887416282,0.5467285371034989
u,0.96,0.4838000477939039,0.5143907320148076,0.5354470555812753
u,0.97,0.4731047847759991,0.5037129869095287,0.5246034517827937
u,0.98,0.462932542765375,0.4934682570932718,0.5142418570454738
u,0.99,0.4531219705575059,0.4837057038625884,0.5043547990064243
u,1.0,0.4438946037464713,0.4743625417804405,0.4949869286171122
u,1.01,0.4350671675388531,0.4654430015619691,0.4860877906715579
u,1.02,0.4265325880035069,0.4569795364105278,0.4776110731321701
u,1.03,0.4184413508364195,0.4489369173556851,0.4693983862799755
u,1.04,0.4110071952251394,0.4412476309193207,0.4615974089635203
u,1.05,0.404059111848548,0.4339638483659544,0.4540079569661926
u,1.06,0.3975303164751269,0.4269907714958754,0.4468920248747626
u,1.07,0.3911302598890478,0.4204327981448224,0.4400537621898747
u,1.08,0.3850805265443194,0.4141970768948,0.4334616952287026
u,1.09,0.3794018809547403,0.4082248586519917,0.4271128279651249
u,1.1,0.3737449100186006,0.4024004780560202,0.4210252929143155
u,1.11,0.3685185404846201,0.3968732853587755,0.4151851759736323
u,1.12,0.3635096003560739,0.3916007229663285,0.4095910188216166
u,1.13,0.3587995096658778,0.3865601512539394,0.40425226050549
u,1.14,0.3541868246478022,0.3815628922293599,0.3991067508071717
u,1.15,0.3500298402487598,0.3768900250777451,0.3941457693104758
u,1.16,0.3458846010604938,0.3723727028536265,0.3893565285797283
u,1.17,0.3418190081190579,0.3679869358721072,0.3847115283130218
u,1.18,0.3379424180270695,0.3637709261054572,0.3801885199984882
u,1.19,0.3344132070314997,0.3596016537939267,0.3758542427248927
u,1.2,0.3309189748462158,0.3557480152609008,0.3715971858820739
u,1.21,0.3276167522911026,0.3519430518650228,0.3674552009944732
u,1.22,0.3244953787685523,0.34823937557237,0.3634636364013898
u,1.23,0.3212980186594705,0.3445908438156582,0.3595027927394945
u,1.24,0.3182315227331978,0.3410297256514037,0.3555683632924701
u,1.25,0.3152310487041276,0.3375327241883219,0.3517058346045498
u,1.26,0.3122437766155856,0.3342046862900322,0.347980733651074
u,1.27,0.3093240911931179,0.3309308011207433,0.3443427224275734
u,1.28,0.3065309242719143,0.3276852598957976,0.3407452902386655
u,1.29,0.3038938561831802,0.3244409878158258,0.3372187121460815
u,1.3,0.3012370993223412,0.3213179713884317,0.3336910485910844
u,1.31,0.2985635120388983,0.3182073909802908,0.3301545650979607
u,1.32,0.2960314969155236,0.3151661769192416,0.3267132219323218
u,1.33,0.2934573879448839,0.3120882217399975,0.3233611161487558
u,1.34,0.2908970841825511,0.3090409494290999,0.3200001301059975
u,1.35,0.2883750852120265,0.3060123485659621,0.3166930231763991
u,1.36,0.2859602426039259,0.3029403651279915,0.3133583477470598
u,1.37,0.2833980181035502,0.2998775037082887,0.310070665911963
u,1.38,0.2810085581888615,0.2968759498809587,0.3067830708167215
u,1.39,0.2787139412789494,0.2939165362945317,0.3035657004182093
u,1.4,0.276370943952542,0.2908816252299886,0.300223095500887
u,1.41,0.2740265784112952,0.2878482847085323,0.297059003112986
u,1.42,0.2716187302326056,0.2847586129499755,0.2936790602230854
u,1.43,0.2692195717738734,0.281809880913784,0.2904974341593076
u,1.44,0.2668021375561642,0.2788167756106832,0.2871045466965317
u,1.45,0.2644614883245166,0.2757553988320488,0.283818561805118
u,1.46,0.2620342596307027,0.2726072712253465,0.2805058248646024
u,1.47,0.2595311513091524,0.2695436969287176,0.2772188472528066
u,1.48,0.2569458218405022,0.2664309598944661,0.2739136546778956
u,1.49,0.2543599821453691,0.2631516802070407,0.2705832600069752
u,1.5,0.2518454661262911,0.2600445627612348,0.2672436204558947
u,1.51,0.2490545733925652,0.2568280010790185,0.2638528645890647
u,1.52,0.2463812088300483,0.2536743294365835,0.2604324565120278
u,1.53,0.2435359168236604,0.2505272083636911,0.2570018550670384
u,1.54,0.2407825044517306,0.2473166420937823,0.2534678625537391
u,1.55,0.2378168055745032,0.2441173863463347,0.2499356883619196
u,1.56,0.2349876996196563,0.2408669269086981,0.2463916265167753
u,1.57,0.2320349448216718,0.2376796055702593,0.2428424055003361
u,1.58,0.2290426127462347,0.234427961193029,0.2391717974020821
u,1.59,0.2261038513744282,0.2312014753438256,0.2355444798288429
u,1.6,0.2230181420591953,0.2279196730933713,0.2319074250580625
u,1.61,0.2198609919248745,0.22458449667921,0.2282579067202344
u,1.62,0.2166702913938872,0.2211925955787419,0.2245345388484246
u,1.63,0.213482019490058,0.2177889761278097,0.2209009061799121
u,1.64,0.2102589581052271,0.2142301249268818,0.2173289345390629
u,1.65,0.2069195340024993,0.2106860823123701,0.2137858351990167
u,1.66,0.2034242807499056,0.2070441895580743,0.2103087230719299
u,1.67,0.1999062421611949,0.2034358370034603,0.2068517749242032
u,1.68,0.1962520577640376,0.1999181505017662,0.2034568094434113
u,1.69,0.1925362894170753,0.1964059269132674,0.199913900931871
u,1.7,0.1887339877921346,0.1929261421945581,0.1964083138447146
u,1.71,0.1848674119025762,0.1893787846597055,0.1929158473367096
u,1.72,0.1810864160536976,0.185863432468798,0.1894759499833552
u,1.73,0.1774356183248523,0.1822982869236381,0.1859659577440845
u,1.74,0.1738255655036777,0.178787786072881,0.1825853049990734
u,1.75,0.1702649670629763,0.1753343139127588,0.1790948644613269
u,1.76,0.1666766916920528,0.1717569960231691,0.1756401145669536
u,1.77,0.163127885364907,0.1682221103726357,0.1721912528379878
u,1.78,0.1595611762424516,0.1647294907481064,0.1686147462050825
u,1.79,0.1560184311477875,0.161157759061846,0.1651836450122825
u,1.8,0.1524523724922839,0.1576483337228092,0.1617108758005715
u,1.81,0.1488776381656462,0.1540989461246788,0.1582153552651658
u,1.82,0.1453338643497548,0.1505552103623957,0.1546803856790176
u,1.83,0.1418318002126736,0.1469935647556574,0.1511578423418874
u,1.84,0.1382809276951491,0.143398504983233,0.1475894539384243
u,1.85,0.1347502450744812,0.1398460080951525,0.1441364043738306
u,1.86,0.1312079431591235,0.1363222331760314,0.1406502071705189
u,1.87,0.1276993263771552,0.1328032164699261,0.1371888605825469
u,1.88,0.1242374029024303,0.1293025869375777,0.1337298345291061
u,1.89,0.1207944447788844,0.1258254399674596,0.1302793955049678
u,1.9,0.117340539860058,0.1223916678043152,0.1268609570740401
u,1.91,0.1139061003522903,0.1189535279961836,0.123398969502638
u,1.92,0.1104940074389706,0.1155634340733856,0.1200088297182545
u,1.93,0.1071417435396221,0.1121695794320542,0.1165947696678387
u,1.94,0.1037906812140553,0.1088170907959304,0.1132408460633015
u,1.95,0.1004646268334488,0.1055065839422182,0.1098610090576006
u,1.96,0.0971451315323138,0.1021675339290105,0.1065390081665653
u,1.97,0.0939058780659024,0.098892963625579,0.1032655015575735
u,1.98,0.0907040517634081,0.0956173462352021,0.0999991836772409
u,1.99,0.0875259257536552,0.0923940054264297,0.0967663765849723
u,2.0,0.084383575215692,0.0891720052230539,0.0935782285778986
u,2.01,0.0812458287354263,0.0859970726346626,0.0904115772443625
u,2.02,0.0781052333672614,0.0828576233808815,0.0872792155697253
u,2.03,0.075026957031559,0.0797579711693641,0.0842019056103159
u,2.04,0.0720134297990311,0.0766848575541123,0.0811650830324933
u,2.05,0.0690447537762371,0.0736412315878827,0.0781422581286821
u,2.06,0.0660951181731703,0.0706175807485749,0.0751394999260334
u,2.07,0.0632049005165194,0.0676396607635909,0.0721838124585963
u,2.08,0.0603622787770636,0.0647073999240951,0.0692692306796507
u,2.09,0.0575593870001361,0.0618115021683654,0.0663920828479975
u,2.1,0.0548116622172319,0.0589633400375398,0.063544086471845
u,2.11,0.0520765992088959,0.0561501582010589,0.0607264237964593
u,2.12,0.0494018398518321,0.0533778427380796,0.0579523429858877
u,2.13,0.0467674267017364,0.0506498137765573,0.0552202658533403
u,2.14,0.044175153030102,0.0479501151082493,0.0525203574084515
u,2.15,0.0416207634580432,0.0453032931533036,0.0498628543480316
u,2.16,0.0390880403443923,0.0427053075405291,0.0472465522564546
u,2.17,0.0366076171626507,0.0401523010524412,0.0446752007087461
u,2.18,0.0341633124828546,0.0376292596195146,0.0421470759128146
u,2.19,0.0317791434102581,0.035161473460253,0.039670013321661
u,2.2,0.0294273762798958,0.0327358136933898,0.037223857858321
u,2.21,0.0270957485674467,0.0303540229049762,0.0348155462898342
u,2.22,0.024802560999711,0.0280224671255776,0.0324576577381872
u,2.23,0.0225628823829819,0.0257521970983432,0.0301597838477274
u,2.24,0.0203721113793451,0.0235315127087603,0.0279095419539233
u,2.25,0.0182251155510624,0.0213579236965825,0.0256871082949207
d,0.0,2.387885003677248,2.474557746873166,2.6137788559207533
d,0.01,2.3872011755801106,2.473833756984154,2.612991122079677
d,0.02,2.385150987835571,2.4716631717835447,2.61062943581916
d,0.03,2.381738326016777,2.468050140302723,2.606698338142622
d,0.04,2.376969652538444,2.462994242265488,2.6012053814609457
d,0.05,2.370853986407912,2.4565055637744173,2.5941746226543527
d,0.06,2.363402875000225,2.448617577902727,2.5855916090075253
d,0.07,2.354630357979709,2.439330959680888,2.575361529346677
d,0.08,2.344552923524694,2.4286632869637383,2.5636050887913764
d,0.09,2.3331894570448743,2.416634692709567,2.5504647237319715
d,0.1,2.320561182612762,2.4032678023109395,2.5358671681002694
d,0.11,2.306691597361452,2.388587663402042,2.519940408372612
d,0.12,2.2916215054716296,2.3726159887702725,2.502619503759477
d,0.13,2.275392239926598,2.355346635269281,2.483936860683865
d,0.14,2.258010020499492,2.336836280029909,2.463927255162491
d,0.15,2.2394682882368664,2.317131832470723,2.442512841098638
d,0.16,2.219847037275691,2.2962693818078708,2.4197997040532737
d,0.17,2.1991759406407816,2.27436212816396,2.395600721331578
d,0.18,2.1774959001661203,2.2513604756619863,2.370360568017757
d,0.19,2.1547182448570883,2.227278569573708,2.34420092530203
d,0.2,2.1309753242495217,2.2022550408995585,2.316834891371587
d,0.21,2.106330210500325,2.1762898177380103,2.288359988238907
d,0.22,2.080828115078857,2.149478471649507,2.2592187853700065
d,0.23,2.054575894175463,2.121818377529084,2.229255210959888
d,0.24,2.0275534470941308,2.0932044105534025,2.1979137776697213
d,0.25,1.9997104279133495,2.063919999750207,2.165700304012344
d,0.26,1.9713236548793,2.033933773122465,2.133149401238702
d,0.27,1.9421765770413972,2.0032844930096503,2.100057734871688
d,0.28,1.912405018637076,1.972022158772756,2.06630811227975
d,0.29,1.8820681821338985,1.9401970961863668,2.0317669167874643
d,0.3,1.8512482086447768,1.907859825165989,1.996566196866784
d,0.31,1.8199882182090488,1.8749436211718284,1.9608628255596487
d,0.32,1.7883905837623555,1.841586015320792,1.9247631139987769
d,0.33,1.756715332395724,1.8080920677680776,1.888509366011144
d,0.34,1.7244865199544652,1.7741412377633123,1.8520240621699964
d,0.35,1.6921402917584445,1.739976611286016,1.8152790389045
d,0.36,1.6598078572529036,1.7056263937435103,1.7780652897402107
d,0.37,1.6270474324943518,1.670903341154933,1.7409277918015362
d,0.38,1.5941359023978616,1.63660444002848,1.7035085873471518
d,0.39,1.561422318373385,1.6021081960650512,1.6661640775791102
d,0.4,1.5283608058295022,1.567448003163332,1.6283247926097704
d,0.41,1.4952411193495854,1.5330030549990372,1.590652236203699
d,0.42,1.4622926549229442,1.498463353394344,1.5527118362636445
d,0.43,1.4295123645884582,1.4638188606118212,1.5148604651406168
d,0.44,1.3968080845939206,1.4293982358359487,1.4771925325682582
d,0.45,1.3641720005874949,1.3950848850775657,1.4398570507788406
d,0.46,1.3317278430707722,1.361102841201899,1.402730824622297
d,0.47,1.299677495207939,1.3276013461692695,1.3657548670166997
d,0.48,1.2678996235818762,1.2943644219388892,1.3292070494066914
d,0.49,1.236615401578101,1.261294408854487,1.2930548773228296
d,0.5,1.205407389134178,1.228566258321877,1.2576582472155182
d,0.51,1.1748662945948505,1.1961987565798884,1.2226011493054902
d,0.52,1.1446529229964904,1.1643731418921637,1.188058043927572
d,0.53,1.1147247868969168,1.1329957582081485,1.1540691809049877
d,0.54,1.0852622789548525,1.102112365346416,1.1205338343664413
d,0.55,1.0562852039064254,1.0714826404482007,1.087886113638855
d,0.56,1.0277600466413563,1.041328885186689,1.05565663650684
d,0.5700000000000001,0.9995308626083728,1.0118695527871235,1.0241485883642365
d,0.58,0.9719739360179817,0.9826241400448896,0.9930854682591148
d,0.59,0.9450378241723788,0.953937426872136,0.9633385118111196
d,0.6,0.9189516578364508,0.92584778530833,0.9342491878932316
d,0.61,0.8931274024224435,0.8987402004187198,0.9061001008864068
d,0.62,0.8668537550924065,0.8728236613628941,0.8787958624335197
d,0.63,0.8405786408144459,0.8472880744395184,0.8529571084648102
d,0.64,0.8152592639757966,0.8219427510112349,0.828132199858859
d,0.65,0.7909566231765278,0.797255718364325,0.803013165619258
d,0.66,0.7671545387746889,0.7730000649970413,0.7788394626373956
d,0.67,0.7436027300352424,0.7495216927186873,0.7553897543914282
d,0.68,0.720160696336188,0.7268088290378532,0.7328574033214477
d,0.6900000000000001,0.6966405787236574,0.704987075513665,0.7112997712611627
d,0.7000000000000001,0.6737499745248143,0.6836152856682505,0.6904467107081884
d,0.71,0.6518597157470298,0.6626018323710665,0.6703857000377633
d,0.72,0.6305031298396082,0.642274968779754,0.6508243615130364
d,0.73,0.6100627533814056,0.6226377535138047,0.6316991592402432
d,0.74,0.59081566327012,0.6038647770542638,0.6133253424547848
d,0.75,0.5720390402274133,0.5856473396646429,0.5954799183716247
d,0.76,0.5539116995119244,0.5679766798595525,0.5783022447893365
d,0.77,0.5364263400345747,0.5510266236088217,0.5617294320320092
d,0.78,0.5193593827660816,0.534639332644522,0.5457246609646844
d,0.79,0.5030959506306848,0.5189157059763341,0.5304861273539083
d,0.8,0.4876112192859251,0.5037121675081302,0.5157226085238726
d,0.81,0.4726059734509013,0.4892478128452353,0.5014736060141628
d,0.8200000000000001,0.4583274329778808,0.4751750684431577,0.4876579825042428
d,0.8300000000000001,0.444525911594699,0.4616727789836771,0.4744575944165307
d,0.84,0.4311757744238733,0.448726058787274,0.4617789970235273
d,0.85,0.4183931688339805,0.4364332068162194,0.4495710667040836
d,0.86,0.4062621156482214,0.4245126419644662,0.4379433919551529
d,0.87,0.3944912484168129,0.4132727443818119,0.4267352347148586
d,0.88,0.3832584140092944,0.4024636630084082,0.4161810286464379
d,0.89,0.3724573015469934,0.3920863003492435,0.4059887202871386
d,0.9,0.362191898353525,0.3820356492193302,0.3961417326945279
d,0.91,0.3526113963660157,0.3725024945312844,0.3867273738804394
d,0.92,0.3435237095398701,0.3635154883368042,0.3777338058325013
d,0.93,0.3347333835676182,0.3549172110688293,0.369216440811324
d,0.94,0.326239434327786,0.3466526199098979,0.3610106689346735
d,0.95,0.3182439222425355,0.3388198054592747,0.3531876301043994
d,0.96,0.310675680257686,0.3313572902959901,0.3456304087324996
d,0.97,0.303557538602393,0.3242615631222333,0.3384245054904922
d,0.98,0.2967623302502267,0.3174489291009754,0.3315554243146372
d,0.99,0.2902048925254374,0.3109495394517664,0.3249962640464746
d,1.0,0.2840774849766823,0.3047480140264524,0.3187772209195282
d,1.01,0.2781988817976004,0.2988290985295271,0.312860420922797
d,1.02,0.2725489865434874,0.2932296091902429,0.3072162518521146
d,1.03,0.2672342743686228,0.287915842083569,0.3018014914908067
d,1.04,0.2623712830235233,0.2828235214092177,0.2966159238654708
d,1.05,0.2577976544625543,0.2780132943335548,0.2916336955337351
d,1.06,0.2534344369897797,0.2734234463082956,0.2869325370179585
d,1.07,0.2492291457057963,0.2691111377742652,0.2824039994631858
d,1.08,0.2453245340782783,0.2650012209730545,0.2780561617528634
d,1.09,0.241544411993579,0.2610857172555473,0.2738886560456273
d,1.1,0.2378409707725022,0.2572737585092222,0.2699086951534681
d,1.11,0.2344413459714575,0.2536573599687003,0.2660726817815753
d,1.12,0.2311627219177295,0.2502047449925483,0.2624134745248397
d,1.13,0.2280964142949917,0.2469234570208013,0.2589180330861124
d,1.14,0.2251606355142473,0.2436728902519968,0.2555542534584802
d,1.15,0.2224639361731256,0.2406206832694192,0.2523149839806621
d,1.16,0.2197397167586717,0.2376767522516216,0.2491915286529639
d,1.17,0.2171117160993012,0.2348155707317263,0.2461605044182374
d,1.18,0.2146098852324802,0.2321018810398861,0.2432136681165511
d,1.19,0.2123445980494488,0.2293954118281879,0.2403884845948911
d,1.2,0.2100899448018711,0.226905709639543,0.2376160033066629
d,1.21,0.2079780675464457,0.2244402784732625,0.2349500516023044
d,1.22,0.2059924928318052,0.2220583901796784,0.2323598381859568
d,1.23,0.2039430126592584,0.2196981443578955,0.2297768058853597
d,1.24,0.2020169754643022,0.2174040854130519,0.227225414308905
d,1.25,0.2000788412947662,0.215148964170987,0.2247408842309504
d,1.26,0.1981728045754443,0.2130155377275926,0.222335938711608
d,1.27,0.1963126505125532,0.2109129965180558,0.2199784802877762
d,1.28,0.1945231952205553,0.2088309550626801,0.2176580073268907
d,1.29,0.1928619031295488,0.2067426391555787,0.2153814386609852
d,1.3,0.1911820740447101,0.2047378288460187,0.2131209307553128
d,1.31,0.1894717223283494,0.2027406917022824,0.2108193584708383
d,1.32,0.1878999803908765,0.2007968980549885,0.2086020672457179
d,1.33,0.1862495070603273,0.198825714099476,0.2064362211345909
d,1.34,0.184613325709763,0.1968624129880875,0.204268707672883
d,1.35,0.183029278426394,0.1949244283788152,0.2021272955079601
d,1.36,0.1814943075076236,0.1929440991169829,0.199970645246874
d,1.37,0.1798727629639993,0.1909800459161944,0.1978589954880585
d,1.38,0.1783646560177166,0.1890499218062437,0.1957305652424215
d,1.39,0.1769130694881813,0.1871512265188885,0.1936645793476278
d,1.4,0.1754264989281844,0.185206796492816,0.1914932638721868
d,1.41,0.1739447028343272,0.1832396406351052,0.189460324656896
d,1.42,0.1724206845353741,0.181257025725878,0.1872728654427747
d,1.43,0.1708929302666865,0.1793591999112638,0.1852050229257036
d,1.44,0.1693490244017677,0.1774335654150607,0.1830203964650882
d,1.45,0.1678781522394243,0.1754577653056285,0.1808924873026492
d,1.46,0.1663147771137415,0.1734319356840024,0.1787491555667328
d,1.47,0.1647247994139976,0.171448005675651,0.1766196645437062
d,1.48,0.1630597597920244,0.1694312862257151,0.1744781414915103
d,1.49,0.1614110913832241,0.1673186787779778,0.1723064192881035
d,1.5,0.1598179822880716,0.165296505932525,0.1701425783766894
d,1.51,0.1579948831559988,0.1632193430762438,0.1679398763969986
d,1.52,0.1562872644821932,0.161169396709105,0.1657165921939254
d,1.53,0.1544643583664888,0.1591482267164086,0.1634728682013471
d,1.54,0.1526611094447047,0.157070865656036,0.1611766840412356
d,1.55,0.1507462093278258,0.1549999708769245,0.15888787840294
d,1.56,0.148926093731003,0.1528678387129246,0.15653715941333
d,1.57,0.1470245563124567,0.1508072611609891,0.1542457908187101
d,1.58,0.1450835949536543,0.1487022021213002,0.1518464029592353
d,1.59,0.1431773225762169,0.1465993223475839,0.1494643451812788
d,1.6,0.1411617898824797,0.1444422752400601,0.1471197731516262
d,1.61,0.1391143131461516,0.1422701533637784,0.1446983424290919
d,1.62,0.1370394479769628,0.140032425099651,0.1422853591148773
d,1.63,0.1349633367761139,0.1378213040856427,0.13991423073919
d,1.64,0.132859890209456,0.1354982294045023,0.1375664528773611
d,1.65,0.1306624567248683,0.1331725137370545,0.1353080645641212
d,1.66,0.1283841250660238,0.130784694751364,0.1330021380865308
d,1.67,0.126052562400293,0.1284477331370757,0.1307568073360151
d,1.68,0.1236730140235484,0.1261432292945876,0.1285374807093814
d,1.69,0.1211954301253854,0.1238447952649886,0.1262079933961751
d,1.7,0.1186600880292189,0.1215385320990368,0.1239135342447464
d,1.71,0.1161709885095111,0.1192191530115127,0.121643002427174
d,1.72,0.1137025139994987,0.1169375496093289,0.1193842175353329
d,1.73,0.111311526977704,0.1146061810744888,0.1171058920855999
d,1.74,0.1089644151047899,0.1123264996126466,0.1148521335217389
d,1.75,0.106613833471077,0.1100545529544907,0.1125971218737276
d,1.76,0.1042518158273834,0.1076877271955753,0.1103192979680109
d,1.77,0.1019202753787183,0.1053819135516337,0.1080326695826607
d,1.78,0.0995962637559246,0.1030790404577566,0.1057680163275508
d,1.79,0.0972662761457214,0.1007332609782939,0.1034346009205683
d,1.8,0.0949296251912104,0.0984420136234736,0.1011976408197929
d,1.81,0.092562899945828,0.0961059303775667,0.0988914783486245
d,1.82,0.0902480450246063,0.093764956887202,0.0965652479523284
d,1.83,0.0879393203938129,0.0914132916379784,0.0942250218514194
d,1.84,0.0855947511458569,0.0890599740512916,0.0919001863646813
d,1.85,0.0832728049420539,0.0867364255195357,0.0896137012690391
d,1.86,0.0809433018699583,0.0843980163283114,0.0873433883315618
d,1.87,0.0786571669510079,0.0820882355486128,0.0850734809963891
d,1.88,0.0763825016589755,0.0797828057001203,0.0827842454785207
d,1.89,0.0740981246309899,0.0775143433723908,0.0805242414811021
d,1.9,0.0718343293029848,0.0752522563529762,0.0782476169023095
d,1.91,0.069561263883126,0.0729991460323881,0.0759923578541076
d,1.92,0.0673669943809215,0.0707494306826481,0.0737393250423389
d,1.93,0.0651378829066238,0.068534206046558,0.0715149608379833
d,1.94,0.0629266968972396,0.0663382179007017,0.0692948282208268
d,1.95,0.0607311880144483,0.0641271332027507,0.0670763887563236
d,1.96,0.0585729145703651,0.0619514128907386,0.0649070321006141
d,1.97,0.0564454764445106,0.059777669634369,0.0627344278770717
d,1.98,0.0543287819647836,0.0576345920562811,0.0606022333445891
d,1.99,0.0522451314840238,0.0554895200693485,0.0584770619628235
d,2.0,0.0501661735959585,0.0533801128995464,0.0563827703600052
d,2.01,0.0480811776760516,0.0513004314884383,0.0542911673636289
d,2.02,0.0460279742219634,0.0492341916882434,0.0522482029554447
d,2.03,0.0440087487815499,0.0471891026771172,0.0502308824723901
