flavor,bT,full_tmd,perturbative_ope_evolution,ope_boundary_nlo,evolution_half,fnp_lambda1_median,mu_b
d,0.17500000000000002,3.9491000756646537,3.9491880373970307,3.9190225149420557,1.0076972057037088,0.9999777266284755,6.460180588967651
d,0.2,3.990943329929879,3.9910680372350793,3.9399996401440007,1.0129615232881626,0.9999687534003338,5.6642824569234556
d,0.225,4.02554915794364,4.025719977877,3.9611832093025163,1.0162922958026592,0.9999575678551168,5.046584596073497
d,0.25,4.0503784780366665,4.050606831411756,3.978399110228138,1.0181499440309991,0.999943624897554,4.553632945225912
d,0.275,4.068574892554755,4.068873388468336,3.9935597493088126,1.0188587735973045,0.9999266391737756,4.151397393651719
d,0.30000000000000004,4.081896502592484,4.082280205802391,4.007528039072107,1.018652936673549,0.9999060076255024,3.817190483825507
d,0.325,4.090879027553796,4.091368829868793,4.020176728265714,1.0177086994963507,0.999880283998983,3.5353048985900597
d,0.35000000000000003,4.096263159837904,4.0968793545112,4.031716296925874,1.016162609862954,0.9998495941373969,3.2945205861790736
d,0.375,4.098600226286612,4.099370462926847,4.042283145189837,1.0141225430496974,0.9998121085549109,3.0866090480432575
d,0.4,4.098346565377057,4.09929756747116,4.0519890542775965,1.0116753803033156,0.9997680085237898,2.905398555056788
d,0.42500000000000004,4.095854914349313,4.0970267817174815,4.060919030503125,1.0088915220774257,0.9997139712697515,2.746169373718618
d,0.45,4.091443189382537,4.092882577045542,4.069161730900113,1.0058294183702012,0.9996483193358446,2.605250755573852
d,0.47500000000000003,4.085356686721795,4.087115830004599,4.07677097329558,1.002537512353964,0.9995695881017392,2.479745485815509
d,0.5,4.077827226998603,4.079965653941795,4.083815471056879,0.999057298954282,0.9994758713370233,2.367337501038177
d,0.525,4.069018957838177,4.071612329681295,4.09033237432937,0.9954233438911808,0.9993630602245177,2.2661550409902693
d,0.55,4.059104266424479,4.062238238502407,4.096377455110478,0.9916659983162733,0.9992285110094669,2.17467178355746
d,0.5750000000000001,4.048207628311867,4.051980790852584,4.101975407242647,0.9878120633532346,0.999068810358323,2.0916344533055327
d,0.6000000000000001,4.036471587608978,4.0409867792084935,4.107171886037237,0.9838854791897689,0.998882651231935,2.016009137993154
d,0.625,4.0239829620079215,4.029370749132912,4.111987381135457,0.9799083449570968,0.9986628713363868,1.9469409202324854
d,0.65,4.010834542935009,4.017251318203129,4.116449926854261,0.9759019032385173,0.9984026950868014,1.8837229682867314
d,0.675,3.9971258680286517,4.004746794980431,4.120586717519377,0.971887517365808,0.9980970265182979,1.8257722492692796
d,0.7000000000000001,3.9829303817667503,3.9919542926298517,4.124401288222838,0.9678869764755464,0.9977394754043748,1.7726097270378052
d,0.7250000000000001,3.9682951580948203,3.9789577364642486,4.127880131607179,0.9639227907800347,0.9973202584506707,1.7238434167105163
d,0.75,3.9534061492773054,3.965953268086451,4.131118431922201,0.9600192619607618,0.9968362918166205,1.67915308233317
d,0.775,3.9375904573882083,3.9523078849565585,4.133332640030142,0.9562036809424892,0.9962762446659664,1.6382757538140336
d,0.8,3.9091899363176017,3.9263604677263575,4.122147064468205,0.9525037332050874,0.9956268581171054,1.6009916474753645
d,0.8250000000000001,3.868126223589886,3.8880279229519803,4.097203636130907,0.9489467129887503,0.9948812869257935,1.5671105075286045
d,0.8500000000000001,3.818561354535074,3.8415326871694644,4.062715447003751,0.94555790019766,0.9940202688601054,1.5364588013453657
d,0.875,3.7639613276368946,3.790376582008354,4.022211284176874,0.942361381392235,0.9930309683484105,1.5088685132962256
d,0.9,3.707105862275636,3.737352118520835,3.9785530572608394,0.9393747085263036,0.991907035974665,1.484168389642396
d,0.925,3.650058468382269,3.6846093723266957,3.9339746323013105,0.9366123873989649,0.9906229126474243,1.4621783274872877
d,0.9500000000000001,3.5943243548519574,3.6337051849314395,3.8901391463858848,0.9340810310878767,0.9891623486014248,1.4427071969475582
d,0.9750000000000001,3.540892284773548,3.585693721373658,3.8482108853470196,0.9317820224008622,0.9875055037932946,1.4255538564458288
d,1.0,3.4903431990929823,3.5412092098391352,3.8089363645465446,0.9297107829893392,0.9856359769412032,1.4105106377396268
d,1.0250000000000001,3.442937424505102,3.5005560404560305,3.7727281809329063,0.9278580042282362,0.9835401532542177,1.397368287596306
d,1.05,3.3987860470987075,3.4637916072359767,3.7397453731750523,0.9262105468681173,0.9812328316745527,1.3859213187023744
d,1.075,3.3576011256735203,3.4307980159969915,3.7099653215808326,0.924752044457147,0.9786647625473224,1.3759729070077453
d,1.1,3.3188133824868413,3.401350881036399,3.683244165029752,0.9234660339192919,0.9757339064870578,1.3673387775221926
d,1.125,3.2822382652344304,3.375160668597833,3.6593646829329067,0.9223351485954414,0.9724687466798415,1.359849838529465
d,1.1500000000000001,3.247494314934855,3.351910123450593,3.638072167989503,0.9213423947285106,0.9688488638805601,1.3533535797813059
d,1.175,3.21417526011838,3.3312787524326573,3.6190998109997823,0.9204716438899169,0.9648472850767104,1.3477144123061882
s,0.0,0.8244619826240703,0.8244619826240703,0.8244619826240703,1.0,1.0,7.5
s,0.025,0.8244617362717456,0.8244619826240702,0.8244619826240702,1.0,0.999999701196259,7.5
s,0.05,0.8244609074866657,0.8244619826212161,0.8244619826212161,1.0,0.9999986959561835,7.5
s,0.07500000000000001,0.8244593614962855,0.824461980769936,0.824461980769936,1.0,0.999996823051018,7.5
s,0.1,0.8244568514318645,0.8244618000184378,0.8244618000184378,1.0,0.9999939977976261,7.4999999999999964
s,0.125,0.8244469035904333,0.8244551134349052,0.8244551109392618,1.0000000030270215,0.9999900420964851,7.499999603668515
s,0.15000000000000002,0.8248603565927345,0.8248729718386197,0.8244201422924943,1.0005492703573038,0.9999847064380627,7.427981736006327
s,0.17500000000000002,0.8320583080468246,0.8320768412034456,0.8257210960730792,1.0076972057037088,0.9999777266284755,6.460180588967651
s,0.2,0.8371177619068986,0.8371439198078239,0.8264321008861035,1.0129615232881626,0.9999687534003338,5.6642824569234556
s,0.225,0.840848856086827,0.840884536621315,0.827404222283503,1.0162922958026592,0.9999575678551168,5.046584596073497
s,0.25,0.8426314573427675,0.8426789634556614,0.8276570346007943,1.0181499440309991,0.999943624897554,4.553632945225912
s,0.275,0.8430161729161845,0.8430780218164365,0.827472897779311,1.0188587735973045,0.9999266391737756,4.151397393651719
s,0.30000000000000004,0.8423903970428133,0.8424695827593388,0.8270428056786997,1.018652936673549,0.9999060076255024,3.817190483825507
s,0.325,0.8409615823988315,0.8410622710105231,0.8264273179808256,1.0177086994963507,0.999880283998983,3.5353048985900597
s,0.35000000000000003,0.838871926538475,0.8389981167739508,0.8256534029402078,1.016162609862954,0.9998495941373969,3.2945205861790736
s,0.375,0.8362344401520865,0.8363915909767755,0.8247441068231809,1.0141225430496974,0.9998121085549109,3.0866090480432575
s,0.4,0.8331419717736726,0.8333352984597403,0.8237180766521113,1.0116753803033156,0.9997680085237898,2.905398555056788
s,0.42500000000000004,0.8296649826660248,0.8299023585838808,0.8225882965841707,1.0088915220774257,0.9997139712697515,2.746169373718618
s,0.45,0.825872284984469,0.8261628304773917,0.8213746937488339,1.0058294183702012,0.9996483193358446,2.605250755573852
s,0.47500000000000003,0.821809008687157,0.8221628773718862,0.8200819093955327,1.002537512353964,0.9995695881017392,2.479745485815509
s,0.5,0.8175260725131505,0.8179547860615443,0.8187266004839777,0.999057298954282,0.9994758713370233,2.367337501038177
s,0.525,0.8130520699430984,0.8135702652051573,0.8173108157428307,0.9954233438911808,0.9993630602245177,2.2661550409902693
s,0.55,0.8084256536767669,0.8090498267108671,0.8158491146056576,0.9916659983162733,0.9992285110094669,2.17467178355746
s,0.5750000000000001,0.803666982418952,0.8044160463088735,0.8143411850814988,0.9878120633532346,0.999068810358323,2.0916344533055327
s,0.6000000000000001,0.7988079849672198,0.7997015304871293,0.8127994033875616,0.9838854791897689,0.998882651231935,2.016009137993154
s,0.625,0.793862222822271,0.7949251400124084,0.8112239722248845,0.9799083449570968,0.9986628713363868,1.9469409202324854
s,0.65,0.7888477847240033,0.7901098310390886,0.8096201354020519,0.9759019032385173,0.9984026950868014,1.8837229682867314
s,0.675,0.7837846507593897,0.7852790159023891,0.8079937254784378,0.971887517365808,0.9980970265182979,1.8257722492692796
s,0.7000000000000001,0.7786791519825378,0.7804433634009982,0.8063372918219197,0.9678869764755464,0.9977394754043748,1.7726097270378052
s,0.7250000000000001,0.7735149689301679,0.7755933586788033,0.8046218702342024,0.9639227907800347,0.9973202584506707,1.7238434167105163
s,0.75,0.7683823079349502,0.7708209605156541,0.8029223902667478,0.9600192619607618,0.9968362918166205,1.67915308233317
s,0.775,0.7632155861016997,0.7660682367846603,0.8011559169376753,0.9562036809424892,0.9962762446659664,1.6382757538140336
s,0.8,0.7558934706946917,0.7592136195725082,0.797071542195246,0.9525037332050874,0.9956268581171054,1.6009916474753645
s,0.8250000000000001,0.7463844067558874,0.7502245911793484,0.7905866377011648,0.9489467129887503,0.9948812869257935,1.5671105075286045
s,0.8500000000000001,0.7354399183670572,0.7398641068058143,0.7824630375899272,0.94555790019766,0.9940202688601054,1.5364588013453657
s,0.875,0.7236808850853571,0.7287596340413923,0.7733335092369027,0.942361381392235,0.9930309683484105,1.5088685132962256
s,0.9,0.7116017014052062,0.7174076557547291,0.763707654935912,0.9393747085263036,0.991907035974665,1.484168389642396
s,0.925,0.6995657902173785,0.7061877746677592,0.7539808187129468,0.9366123873989649,0.9906229126474243,1.4621783274872877
s,0.9500000000000001,0.687836334487827,0.6953725396648566,0.7444456278648455,0.9340810310878767,0.9891623486014248,1.4427071969475582
s,0.9750000000000001,0.6765840378837791,0.6851445741667503,0.735305637687002,0.9317820224008622,0.9875055037932946,1.4255538564458288
s,1.0,0.6659072568508458,0.6756117597466409,0.7266902483096057,0.9297107829893392,0.9856359769412032,1.4105106377396268
s,1.0250000000000001,0.6558477681246638,0.6668235820923779,0.7186698601010845,0.9278580042282362,0.9835401532542177,1.397368287596306
s,1.05,0.6464224537429437,0.6587860015239929,0.7112702438463996,0.9262105468681173,0.9812328316745527,1.3859213187023744
s,1.075,0.6375748719381683,0.6514742293149018,0.7044853084886488,0.924752044457147,0.9786647625473224,1.3759729070077453
s,1.1,0.6291971750668559,0.6448450452359079,0.6982877783811,0.9234660339192919,0.9757339064870578,1.3673387775221926
s,1.125,0.6212558499154496,0.6388440266450855,0.6926376248567949,0.9223351485954414,0.9724687466798415,1.359849838529465
s,1.1500000000000001,0.6136806669677909,0.6334121758782859,0.6874883642632462,0.9213423947285106,0.9688488638805601,1.3533535797813059
s,1.175,0.6063970791841952,0.6284902166004265,0.6827915023481053,0.9204716438899169,0.9648472850767104,1.3477144123061882
ubar,0.0,1.013556137900759,1.013556137900759,1.013556137900759,1.0,1.0,7.5
ubar,0.025,1.0135558350463942,1.0135561379007598,1.0135561379007598,1.0,0.999999701196259,7.5
ubar,0.05,1.0135548162374992,1.0135561379591136,1.0135561379591136,1.0,0.9999986959561835,7.5
ubar,0.07500000000000001,1.0135529557911478,1.0135561758074088,1.0135561758074088,1.0,0.999996823051018,7.5
ubar,0.1,1.0135537747317838,1.0135598583231715,1.0135598583231715,1.0,0.9999939977976261,7.4999999999999964
ubar,0.125,1.013671588050257,1.013681682194643,1.0136816791262069,1.0000000030270215,0.9999900420964851,7.499999603668515
ubar,0.15000000000000002,1.0157873093342356,1.0158028445779552,1.0152452004839345,1.0005492703573038,0.9999847064380627,7.427981736006327
ubar,0.17500000000000002,1.0295120328052931,1.0295349640200442,1.021670952536864,1.0076972057037088,0.9999777266284755,6.460180588967651
ubar,0.2,1.0416159397485658,1.0416484877218546,1.0283198954493076,1.0129615232881626,0.9999687534003338,5.6642824569234556
ubar,0.225,1.052345007353537,1.05238966250417,1.0355186857664815,1.0162922958026592,0.9999575678551168,5.046584596073497
ubar,0.25,1.0600290406182977,1.0600888032331819,1.0411912404926733,1.0181499440309991,0.999943624897554,4.553632945225912
ubar,0.275,1.0657411918342696,1.0658193812246823,1.0460913807137109,1.0188587735973045,0.9999266391737756,4.151397393651719
ubar,0.30000000000000004,1.0700981592304977,1.0701987497521712,1.0506019383274416,1.018652936673549,0.9999060076255024,3.817190483825507
ubar,0.325,1.0732360976036341,1.0733645965207628,1.0546874533468718,1.0177086994963507,0.999880283998983,3.5353048985900597
ubar,0.35000000000000003,1.0753621347196314,1.075523899819534,1.0584171168870167,1.016162609862954,0.9998495941373969,3.2945205861790736
ubar,0.375,1.0766270115247072,1.0768293385452408,1.061833548544311,1.0141225430496974,0.9998121085549109,3.0866090480432575
ubar,0.4,1.0771553608340751,1.077405309682345,1.0649713639955563,1.0116753803033156,0.9997680085237898,2.905398555056788
ubar,0.42500000000000004,1.0770458371299096,1.0773539913240762,1.0678590985735297,1.0088915220774257,0.9997139712697515,2.746169373718618
ubar,0.45,1.0763876496114109,1.0767663275086092,1.0705257848327312,1.0058294183702012,0.9996483193358446,2.605250755573852
ubar,0.47500000000000003,1.0752480911205295,1.075711089972745,1.0729883687314292,1.002537512353964,0.9995695881017392,2.479745485815509
ubar,0.5,1.0736925577389376,1.0742556058933497,1.0752692633523404,0.999057298954282,0.9994758713370233,2.367337501038177
ubar,0.525,1.0717661041733153,1.0724491897194313,1.0773799874203782,0.9954233438911808,0.9993630602245177,2.2661550409902693
ubar,0.55,1.0695177337367572,1.0703434919568908,1.0793387025210124,0.9916659983162733,0.9992285110094669,2.17467178355746
ubar,0.5750000000000001,1.0669814830173863,1.0679759711793084,1.0811529953926142,0.9878120633532346,0.999068810358323,2.0916344533055327
ubar,0.6000000000000001,1.064197697644845,1.0653881077345333,1.0828375154107184,0.9838854791897689,0.998882651231935,2.016009137993154
ubar,0.625,1.0611900066291386,1.0626108540603694,1.0843982088007358,0.9799083449570968,0.9986628713363868,1.9469409202324854
ubar,0.65,1.057984081223638,1.0596767080357858,1.0858434690200551,0.9759019032385173,0.9984026950868014,1.8837229682867314
ubar,0.675,1.0546071509636181,1.0566178667443251,1.0871812301985,0.971887517365808,0.9980970265182979,1.8257722492692796
ubar,0.7000000000000001,1.0510776023605737,1.05345897227789,1.0884111449809404,0.9678869764755464,0.9977394754043748,1.7726097270378052
ubar,0.7250000000000001,1.0474049325576282,1.0502192487143134,1.0895263176259635,0.9639227907800347,0.9973202584506707,1.7238434167105163
ubar,0.75,1.043644780695152,1.0469570472732574,1.0905583760214688,0.9600192619607618,0.9968362918166205,1.67915308233317
ubar,0.775,1.0396277515301475,1.043513540643254,1.091308851284391,0.9562036809424892,0.9962762446659664,1.6382757538140336
ubar,0.8,1.0322866515125984,1.036820816048316,1.0885215248023328,0.9525037332050874,0.9956268581171054,1.6009916474753645
ubar,0.8250000000000001,1.0215915057235663,1.0268476441850747,1.0820919975063423,0.9489467129887503,0.9948812869257935,1.5671105075286045
ubar,0.8500000000000001,1.0086342812202276,1.0147019259243886,1.0731251102785717,0.94555790019766,0.9940202688601054,1.5364588013453657
ubar,0.875,0.9943251885689722,1.001303302980283,1.0625470469736014,0.942361381392235,0.9930309683484105,1.5088685132962256
ubar,0.9,0.9793951275714108,0.9873860070052232,1.0511098479053582,0.9393747085263036,0.991907035974665,1.484168389642396
ubar,0.925,0.9643875723769988,0.9735163199483121,1.0394014995379592,0.9366123873989649,0.9906229126474243,1.4621783274872877
ubar,0.9500000000000001,0.9497000055159224,0.9601052919762886,1.0278608172334929,0.9340810310878767,0.9891623486014248,1.4427071969475582
ubar,0.9750000000000001,0.9355946669167858,0.947432356906261,1.0167961327103883,0.9317820224008622,0.9875055037932946,1.4255538564458288
ubar,1.0,0.9222269322519193,0.9356668727879984,1.0064063899307572,0.9297107829893392,0.9856359769412032,1.4105106377396268
ubar,1.0250000000000001,0.9096680503171501,0.9248916247164404,0.9968029811692327,0.9278580042282362,0.9835401532542177,1.397368287596306
ubar,1.05,0.8979501559116857,0.9151244505131995,0.9880306951886865,0.9262105468681173,0.9812328316745527,1.3859213187023744
ubar,1.075,0.8870000596577936,0.9063369742148079,0.9800864779345806,0.924752044457147,0.9786647625473224,1.3759729070077453
ubar,1.1,0.8766702042050178,0.8984726249406462,0.9729352157408855,0.9234660339192919,0.9757339064870578,1.3673387775221926
ubar,1.125,0.8669145120027572,0.8914574529644651,0.966522260722691,0.9223351485954414,0.9724687466798415,1.359849838529465
ubar,1.1500000000000001,0.8576346581755357,0.8852099539451647,0.9607828305849391,0.9213423947285106,0.9688488638805601,1.3533535797813059
ubar,1.175,0.8487255088835182,0.8796475069275239,0.9556486750750192,0.9204716438899169,0.9648472850767104,1.3477144123061882
dbar,0.0,1.4285639958455842,1.4285639958455842,1.4285639958455842,1.0,1.0,7.5
dbar,0.025,1.4285635689853198,1.428563995845586,1.428563995845586,1.0,0.999999701196259,7.5
dbar,0.05,1.4285621330566751,1.4285639959667205,1.4285639959667205,1.0,0.9999986959561835,7.5
dbar,0.07500000000000001,1.4285595360592314,1.4285640745344137,1.4285640745344137,1.0,0.999996823051018,7.5
dbar,0.1,1.42856314482024,1.4285717193968055,1.4285717193968055,1.0,0.9999939977976261,7.4999999999999964
dbar,0.125,1.4288109387314876,1.4288251668346386,1.428825162509554,1.0000000030270215,0.9999900420964851,7.499999603668515
dbar,0.15000000000000002,1.4327777486266848,1.4327996612370477,1.4320130988905564,1.0005492703573038,0.9999847064380627,7.427981736006327
dbar,0.17500000000000002,1.4548091438996202,1.454841548125931,1.4437288700329045,1.0076972057037088,0.9999777266284755,6.460180588967651
dbar,0.2,1.4752105341778614,1.4752566309312132,1.4563797311297668,1.0129615232881626,0.9999687534003338,5.6642824569234556
dbar,0.225,1.4936189296795845,1.4936823098237644,1.4697369211522622,1.0162922958026592,0.9999575678551168,5.046584596073497
dbar,0.25,1.507476183374648,1.5075611722901794,1.4806867899255902,1.0181499440309991,0.999943624897554,4.553632945225912
dbar,0.275,1.5184566882949015,1.518568091704787,1.4904598468962966,1.0188587735973045,0.9999266391737756,4.151397393651719
dbar,0.30000000000000004,1.5274631247160002,1.5276067080977929,1.4996341276806724,1.018652936673549,0.9999060076255024,3.817190483825507
dbar,0.325,1.5346183169333636,1.5348020572980159,1.5080956447140201,1.0177086994963507,0.999880283998983,3.5353048985900597
dbar,0.35000000000000003,1.5402314619762487,1.5404631566661353,1.5159612661539394,1.016162609862954,0.9998495941373969,3.2945205861790736
dbar,0.375,1.5445222190152812,1.5448124760638005,1.5232996117197017,1.0141225430496974,0.9998121085549109,3.0866090480432575
dbar,0.4,1.5476728254146548,1.5480319556332627,1.5301666777431504,1.0116753803033156,0.9997680085237898,2.905398555056788
dbar,0.42500000000000004,1.5498284645695277,1.5502718868688687,1.5366090931923757,1.0088915220774257,0.9997139712697515,2.746169373718618
dbar,0.45,1.5511177528602373,1.5516634428903786,1.5426705707262183,1.0058294183702012,0.9996483193358446,2.605250755573852
dbar,0.47500000000000003,1.551641805759396,1.5523099384266832,1.5483809027572948,1.002537512353964,0.9995695881017392,2.479745485815509
dbar,0.5,1.5514948577251737,1.5523084670865552,1.553773210717107,0.999057298954282,0.9994758713370233,2.367337501038177
dbar,0.525,1.5507460211140476,1.551734382463222,1.5588687888284614,0.9954233438911808,0.9993630602245177,2.2661550409902693
dbar,0.55,1.5494657358066628,1.5506620545097545,1.5636938819547987,0.9916659983162733,0.9992285110094669,2.17467178355746
dbar,0.5750000000000001,1.54770688589231,1.5491494378022013,1.5682633319372983,0.9878120633532346,0.999068810358323,2.0916344533055327
dbar,0.6000000000000001,1.5455276368842261,1.5472564619859066,1.5725981272333387,0.9838854791897689,0.998882651231935,2.016009137993154
dbar,0.625,1.5429652673773835,1.5450311728447703,1.5767098839355391,0.9799083449570968,0.9986628713363868,1.9469409202324854
dbar,0.65,1.5400584219991806,1.5425223004484054,1.580612042388242,0.9759019032385173,0.9984026950868014,1.8837229682867314
dbar,0.675,1.5368476834898657,1.5397778398868829,1.5843169218391422,0.971887517365808,0.9980970265182979,1.8257722492692796
dbar,0.7000000000000001,1.5333650574841906,1.536839120114729,1.5878291137989673,0.9678869764755464,0.9977394754043748,1.7726097270378052
dbar,0.7250000000000001,1.5296406436750185,1.533750699149843,1.5911551358887228,0.9639227907800347,0.9973202584506707,1.7238434167105163
dbar,0.75,1.5257247318892142,1.5305669992298885,1.5943086351244964,0.9600192619607618,0.9968362918166205,1.67915308233317
dbar,0.775,1.5213306818441839,1.5270169192423722,1.5969577922323586,0.9562036809424892,0.9962762446659664,1.6382757538140336
dbar,0.8,1.5118772349388332,1.5185179292953612,1.5942382967735864,0.9525037332050874,0.9956268581171054,1.6009916474753645
dbar,0.8250000000000001,1.4973293251257813,1.5050331580288983,1.586003868740668,0.9489467129887503,0.9948812869257935,1.5671105075286045
dbar,0.8500000000000001,1.4793206966139059,1.4882198512011426,1.573906633205692,0.94555790019766,0.9940202688601054,1.5364588013453657
dbar,0.875,1.459217073877596,1.4694577715985404,1.5593357289616205,0.942361381392235,0.9930309683484105,1.5088685132962256
dbar,0.9,1.4381179609195407,1.4498515574157826,1.543421963840519,0.9393747085263036,0.991907035974665,1.484168389642396
dbar,0.925,1.4168436858695364,1.430255314893781,1.5270514613475223,0.9366123873989649,0.9906229126474243,1.4621783274872877
dbar,0.9500000000000001,1.3959958001430526,1.411290878708484,1.5108869913189706,0.9340810310878767,0.9891623486014248,1.4427071969475582
dbar,0.9750000000000001,1.3759729308533413,1.3933825437608507,1.495395393195731,0.9317820224008622,0.9875055037932946,1.4255538564458288
