flavor,bT,full_tmd,perturbative_ope_evolution,ope_boundary_nlo,evolution_half,fnp_lambda1_median,mu_b
dbar,1.0,1.3570128509865116,1.3767890810944519,1.4808788994224662,0.9297107829893392,0.9856359769412032,1.4105106377396268
dbar,1.0250000000000001,1.3392264611911366,1.361638827616816,1.467507766718449,0.9278580042282362,0.9835401532542177,1.397368287596306
dbar,1.05,1.3226646652444272,1.3479620968116137,1.4553517030977507,0.9262105468681173,0.9812328316745527,1.3859213187023744
dbar,1.075,1.3072214399412698,1.3357193289955205,1.4444080843093694,0.924752044457147,0.9786647625473224,1.3759729070077453
dbar,1.1,1.2926797341061775,1.3248281375813025,1.434625734915864,0.9234660339192919,0.9757339064870578,1.3673387775221926
dbar,1.125,1.2789711195945375,1.315179664088067,1.4259238261610876,0.9223351485954414,0.9724687466798415,1.359849838529465
dbar,1.1500000000000001,1.2659496441597882,1.3066533815080725,1.4182060751617755,0.9213423947285106,0.9688488638805601,1.3533535797813059
dbar,1.175,1.2534589902229785,1.299126825156918,1.4113708268804488,0.9204716438899169,0.9648472850767104,1.3477144123061882
sbar,0.0,0.613020582190141,0.613020582190141,0.613020582190141,1.0,1.0,7.5
sbar,0.025,0.6130203990172977,0.6130205821901409,0.6130205821901409,1.0,0.999999701196259,7.5
sbar,0.05,0.6130197827767603,0.6130205821824598,0.6130205821824598,1.0,0.9999986959561835,7.5
sbar,0.07500000000000001,0.6130186296653382,0.6130205772004368,0.6130205772004368,1.0,0.999996823051018,7.5
sbar,0.1,0.6130164124619063,0.6130200919325574,0.6130200919325574,1.0,0.9999939977976261,7.4999999999999964
sbar,0.125,0.6129973339271505,0.6130034381562419,0.6130034363006673,1.0000000030270215,0.9999900420964851,7.499999603668515
sbar,0.15000000000000002,0.6131766155895478,0.6131859933875168,0.6128493733932197,1.0005492703573038,0.9999847064380627,7.427981736006327
sbar,0.17500000000000002,0.6183228250011283,0.6183365974418904,0.6136134882006398,1.0076972057037088,0.9999777266284755,6.460180588967651
sbar,0.2,0.6217557976899503,0.6217752260515211,0.6138191942702659,1.0129615232881626,0.9999687534003338,5.6642824569234556
sbar,0.225,0.624357673792221,0.6243841677516898,0.6143745951144463,1.0162922958026592,0.9999575678551168,5.046584596073497
sbar,0.25,0.6254353244401754,0.6254705854085048,0.6143206991027064,1.0181499440309991,0.999943624897554,4.553632945225912
sbar,0.275,0.6254344483206942,0.6254803340747891,0.6139028786751215,1.0188587735973045,0.9999266391737756,4.151397393651719
sbar,0.30000000000000004,0.6246778209837525,0.6247365414547192,0.6132967559047351,1.018652936673549,0.9999060076255024,3.817190483825507
sbar,0.325,0.6233299492190555,0.6234045807224753,0.6125569930088927,1.0177086994963507,0.999880283998983,3.5353048985900597
sbar,0.35000000000000003,0.6214961929877478,0.621589683720313,0.6117029673077072,1.016162609862954,0.9998495941373969,3.2945205861790736
sbar,0.375,0.6192602529659322,0.6193766285357223,0.6107512674682447,1.0141225430496974,0.9998121085549109,3.0866090480432575
sbar,0.4,0.6166907853485288,0.6168338855522146,0.6097152283841073,1.0116753803033156,0.9997680085237898,2.905398555056788
sbar,0.42500000000000004,0.6138402979891626,0.6140159241843094,0.6086045038023302,1.0088915220774257,0.9997139712697515,2.746169373718618
sbar,0.45,0.6107606913116665,0.6109755596022501,0.6074345693648991,1.0058294183702012,0.9996483193358446,2.605250755573852
sbar,0.47500000000000003,0.6074847031167212,0.6077462843486287,0.60620802399866,1.002537512353964,0.9995695881017392,2.479745485815509
sbar,0.5,0.6040508936706543,0.6043676600842807,0.6049379357088679,0.999057298954282,0.9994758713370233,2.367337501038177
sbar,0.525,0.6004797845351366,0.6008624977595554,0.603625082179348,0.9954233438911808,0.9993630602245177,2.2661550409902693
sbar,0.55,0.5968008344911285,0.5972616152517634,0.6022810263393521,0.9916659983162733,0.9992285110094669,2.17467178355746
sbar,0.5750000000000001,0.5930281492446265,0.5935808856168104,0.6009046737107422,0.9878120633532346,0.999068810358323,2.0916344533055327
sbar,0.6000000000000001,0.5891861285237538,0.5898451913216262,0.5995059423047533,0.9838854791897689,0.998882651231935,2.016009137993154
sbar,0.625,0.58528423361634,0.586067881779891,0.598084386969427,0.9799083449570968,0.9986628713363868,1.9469409202324854
sbar,0.65,0.5813359646529765,0.582266021029155,0.5966440060183438,0.9759019032385173,0.9984026950868014,1.8837229682867314
sbar,0.675,0.5773562576681524,0.57845704608716,0.595189294801319,0.971887517365808,0.9980970265182979,1.8257722492692796
sbar,0.7000000000000001,0.5733484585105824,0.5746474632350388,0.5937133954705683,0.9678869764755464,0.9977394754043748,1.7726097270378052
sbar,0.7250000000000001,0.5692971176310629,0.5708267858866736,0.5921913988824185,0.9639227907800347,0.9973202584506707,1.7238434167105163
sbar,0.75,0.5652767929123593,0.5670708395680567,0.5906869393535503,0.9600192619607618,0.9968362918166205,1.67915308233317
sbar,0.775,0.561249456064296,0.5633472232919423,0.5891498166339153,0.9562036809424892,0.9962762446659664,1.6382757538140336
sbar,0.8,0.5556774659781567,0.5581181960368511,0.5859485654285413,0.9525037332050874,0.9956268581171054,1.6009916474753645
sbar,0.8250000000000001,0.548533573965096,0.551355806138517,0.5810187216961815,0.9489467129887503,0.9948812869257935,1.5671105075286045
sbar,0.8500000000000001,0.5403614058516805,0.5436120598137711,0.5749114461421497,0.94555790019766,0.9940202688601054,1.5364588013453657
sbar,0.875,0.5316096371641448,0.5353404416463541,0.5680840198008196,0.942361381392235,0.9930309683484105,1.5088685132962256
sbar,0.9,0.5226352403699619,0.5268994184081086,0.5609044118663908,0.9393747085263036,0.991907035974665,1.484168389642396
sbar,0.925,0.5137002526673767,0.5185628619214155,0.5536579153746826,0.9366123873989649,0.9906229126474243,1.4621783274872877
sbar,0.9500000000000001,0.5049943022438234,0.5105272182648622,0.5465555998608356,0.9340810310878767,0.9891623486014248,1.4427071969475582
sbar,0.9750000000000001,0.49664019129066195,0.5029239729631108,0.5397442329561792,0.9317820224008622,0.9875055037932946,1.4255538564458288
sbar,1.0,0.48870851480359456,0.4958306375141051,0.5333170772956289,0.9297107829893392,0.9856359769412032,1.4105106377396268
sbar,1.0250000000000001,0.4812290573020096,0.48928257347682,0.5273248398431291,0.9278580042282362,0.9835401532542177,1.397368287596306
sbar,1.05,0.47421386810290145,0.4832837353124613,0.521786042003769,0.9262105468681173,0.9812328316745527,1.3859213187023744
sbar,1.075,0.4676215767387604,0.4778158922587642,0.5166962269753664,0.924752044457147,0.9786647625473224,1.3759729070077453
sbar,1.1,0.4613733754414499,0.47284753801631835,0.5120356576727583,0.9234660339192919,0.9757339064870578,1.3673387775221926
sbar,1.125,0.4554451316886118,0.4683390939231433,0.5077753944825193,0.9223351485954414,0.9724687466798415,1.359849838529465
sbar,1.1500000000000001,0.4497858532483416,0.46424769643306435,0.5038818349066233,0.9213423947285106,0.9688488638805601,1.3533535797813059
sbar,1.175,0.44434140735646416,0.4605302976223193,0.500319918249862,0.9204716438899169,0.9648472850767104,1.3477144123061882
