dataset,QM,qT,combined_q16,combined_median,combined_q84,pdf_q16,pdf_q50,pdf_q84
E288_200,8.5,0.8757575757575757,0.0370930646316594,0.0375609313198546,0.0380170223541504,0.03039017490663456,0.03632573272111061,0.04198102814501495
E288_200,8.5,0.8919191919191919,0.0365460514519898,0.0370133916053279,0.0374675355121265,0.02992724415945702,0.035779193751686846,0.04139197105887698
E288_200,8.5,0.908080808080808,0.0359896302445835,0.0364667042226919,0.0369202225341584,0.02946459084978375,0.03522986987094401,0.04080431858486656
E288_200,8.5,0.9242424242424242,0.0353736218278596,0.0358771612716271,0.0363174247330303,0.028966946127897086,0.034638774369580266,0.040169161499925506
E288_200,8.5,0.9404040404040404,0.0347902856490928,0.0352790256503424,0.0357284170235568,0.02844543534599585,0.03403904924972012,0.03952477151821963
E288_200,8.5,0.9565656565656564,0.0341673265390405,0.0346785147185038,0.0351351203321935,0.027911927594776557,0.033436711512855925,0.038878096603845155
E288_200,8.5,0.9727272727272728,0.0335591792628928,0.0340841191449374,0.0345591762807457,0.027382675025894695,0.03283996012990815,0.038238636612446336
E288_200,8.5,0.9888888888888888,0.0329534001760664,0.033499529164644,0.0339860034327368,0.02686064367417875,0.03229419450778197,0.03761054495890251
E288_200,8.5,1.0050505050505052,0.0323792099619052,0.0329479515080688,0.0334334015359849,0.026364398851169063,0.031783380383412746,0.037019880964227196
E288_200,8.5,1.0212121212121212,0.031816704650366,0.0324028291865336,0.0329136759371733,0.02587262255647078,0.031279044555674075,0.03643684917631499
E288_200,8.5,1.0373737373737375,0.0312683142365392,0.031860017834632,0.0323764112351994,0.02538203515086869,0.030777175684704377,0.0358567766132979
E288_200,8.5,1.0535353535353535,0.0307177928039474,0.0313163571677888,0.0318511864720857,0.024890185335463968,0.03027469685572257,0.035276074284370344
E288_200,8.5,1.0696969696969698,0.0301695896312388,0.0307873848336699,0.0313366452812293,0.02440947485848575,0.029776601400872463,0.0347122060972743
E288_200,8.5,1.085858585858586,0.0296514241565627,0.0302795627333136,0.0308470386911982,0.023945031529882525,0.029263513987061465,0.034172462983778885
E288_200,8.5,1.102020202020202,0.0291441460602658,0.0297846550021118,0.0303691637352413,0.023490343897878803,0.028762792549429896,0.033650838618301024
E288_200,8.5,1.1181818181818182,0.0286223152580513,0.0292916077130144,0.029877501922646,0.02303675213676987,0.028306318453416256,0.03315426976874854
E288_200,8.5,1.1343434343434344,0.0281399984003971,0.0288158912437087,0.029420526946364,0.02259653248894748,0.027860738857331133,0.03267753245483172
E288_200,8.5,1.1505050505050507,0.0276564752339128,0.0283450349595059,0.0289660779407866,0.02215997507561111,0.027354305160810614,0.03220639182986304
E288_200,8.5,1.1666666666666667,0.0271829899552153,0.0278874734304719,0.0285148472914981,0.021733811692628963,0.02686079590982407,0.03175031334648686
E288_200,8.5,1.182828282828283,0.026724828154838,0.0274385506534173,0.0280859173378014,0.02131454377346578,0.026382764054391314,0.03130387865326624
E288_200,8.5,1.198989898989899,0.0262719937644552,0.0270027437744283,0.0276559260680743,0.020907118207822095,0.02596863157765424,0.030872041857203287
E288_200,8.5,1.215151515151515,0.0258529481063716,0.0265901248880183,0.0272563226591654,0.020571444450228443,0.025578710955988203,0.030466178288231737
E288_200,8.5,1.2313131313131314,0.0254250390748793,0.0261729755156882,0.0268612228199798,0.020243981269928185,0.02518430098944534,0.030054380019761767
E288_200,8.5,1.2474747474747476,0.0250146651007084,0.0257653701053338,0.0264611042290374,0.01992383258910688,0.024798906004682188,0.029652511506167645
E288_200,8.5,1.2636363636363637,0.0246198182208695,0.0253775075361186,0.0260764171846318,0.019618887559226403,0.02443231093046367,0.029272075089136512
E288_200,8.5,1.27979797979798,0.0242506577096719,0.0250217439283992,0.0257256931493755,0.019338706281949298,0.02409640199465495,0.028927197161383478
E288_200,8.5,1.295959595959596,0.0238976465192009,0.0246775002024102,0.0253871480027636,0.019067385035233933,0.023771329112429948,0.028593907461085706
E288_200,8.5,1.3121212121212122,0.0235615514875789,0.0243505239732638,0.0250578843756712,0.01880938459766028,0.023462614165367542,0.02819641790741651
E288_200,8.5,1.3282828282828285,0.0232336193049207,0.0240223781483517,0.0247368404891461,0.018550470899486003,0.023152446464938248,0.027790599904497188
E288_200,8.5,1.3444444444444446,0.0229238368606115,0.0237092778103665,0.024415093866046,0.018303196181981472,0.022856423052656852,0.027403337124319506
E288_200,8.5,1.3606060606060606,0.0226174454238775,0.0234047023788127,0.0241150107974749,0.018062543076648792,0.02256822829074148,0.027044529641700853
E288_200,8.5,1.3767676767676769,0.0223179112725946,0.0231033505448917,0.0238203743832909,0.017824445968414173,0.0222827170563697,0.026747178241011783
E288_200,8.5,1.392929292929293,0.0220202382018457,0.0228130271949267,0.023527935260843,0.017594956859024347,0.022031499938285678,0.026459328541651807
E288_200,8.5,1.4090909090909092,0.0217318897230103,0.0225285106239714,0.0232399279320428,0.017370071349730107,0.021785581431976078,0.02617468175645224
E288_200,8.5,1.4252525252525254,0.021444968132128,0.022253711093374,0.0229591031623459,0.017155646593050997,0.0215464019433483,0.025897553268091855
E288_200,8.5,1.4414141414141417,0.0211803423750247,0.0219863953405053,0.0226796921079169,0.016950432805755297,0.021311699524442222,0.025625186943836947
E288_200,8.5,1.4575757575757575,0.0209098193046682,0.0217215501845329,0.02239768665334,0.01674666137839568,0.02107652337247416,0.02535158360230973
E288_200,8.5,1.4737373737373738,0.020648304510488,0.0214580156654012,0.0221178621498283,0.016543458730973865,0.02083969194883791,0.025075292117626626
E288_200,8.5,1.48989898989899,0.0203876477605553,0.0211957775482453,0.0218462999811577,0.016340820406788976,0.02060116478384295,0.024796225097669312
E288_200,8.5,1.506060606060606,0.0201392490286919,0.0209360986355425,0.0215719556369467,0.01613974049734907,0.020362190399194253,0.024515875886849312
E288_200,8.5,1.5222222222222224,0.0198908236048207,0.0206856745319095,0.0213031749653755,0.015945406137778638,0.020129348771499172,0.024242156896034504
E288_200,8.5,1.5383838383838384,0.0196523440127112,0.0204322698644434,0.0210364422727363,0.01574841918973968,0.019890838303039372,0.023971110400353088
E288_200,8.5,1.554545454545455,0.0193995273047988,0.0201797382098282,0.0207639010173036,0.015551781953901129,0.019650540865755486,0.023700118311202292
E288_200,8.5,1.5707070707070707,0.0191467379708107,0.0199269712779291,0.0204919882915022,0.01535467811150217,0.019407541534790736,0.023419372941726396
E288_200,8.5,1.586868686868687,0.0189054148813317,0.0196747486662732,0.0202100941186623,0.01515775062604937,0.019162791976402395,0.02313051905216544
E288_200,8.5,1.603030303030303,0.0186539154349951,0.0194062143605798,0.0199313314552378,0.01494805684862431,0.018900094254512292,0.02281451880085132
E288_200,8.5,1.6191919191919193,0.0183963158748304,0.0191485519237888,0.0196544605272213,0.014746581622314394,0.01864615696596334,0.022504212555853154
E288_200,8.5,1.6353535353535351,0.0181395552191459,0.0188845272403101,0.0193701621402425,0.014540093736072046,0.018384438319568566,0.022180243532000144
E288_200,8.5,1.6515151515151516,0.0178748412908313,0.0186140064936043,0.0190785288643062,0.014328527155819193,0.018115054647114163,0.021845002768337677
E288_200,8.5,1.667676767676768,0.0176136786078469,0.018343747469045,0.0187859518740634,0.014117134318826725,0.017844839557618824,0.021520639104172203
E288_200,8.5,1.683838383838384,0.0173553062360509,0.0180678104945471,0.0184885665477297,0.013901374074001233,0.017568248686181794,0.02118820916971626
E288_200,8.5,1.7,0.0170814541332041,0.0177871207025433,0.0181827049522061,0.013681991966522051,0.017286416093508474,0.02084913003788457
E288_400,12.5,0.1,0.0013991037058642,0.0014155465169594,0.0014317785670584,0.0006619219398876272,0.0014639741691234683,0.002265431085961466
E288_400,12.5,0.1222222222222222,0.0017059729692053,0.0017260534485829,0.0017458691037663,0.000807141080584959,0.0017850734450976832,0.002761979695797606
E288_400,12.5,0.1444444444444444,0.002010545097335,0.0020340830167629,0.0020574841187455,0.0009512160769922414,0.002103565027214011,0.003254334764823591
E288_400,12.5,0.1666666666666666,0.0023124193837174,0.002339280680532,0.002366240869992,0.0010939830607779029,0.00241909258657638,0.003741887952745994
E288_400,12.5,0.1888888888888888,0.0026108879489938,0.0026411335970194,0.0026717374972771,0.0012352047950429884,0.0027311209312090865,0.00422377990439813
E288_400,12.5,0.2111111111111111,0.0029058453675925,0.0029392994363074,0.0029734939098411,0.001374723827856196,0.0030392909117120176,0.004699424151104514
E288_400,12.5,0.2333333333333333,0.0031966599774639,0.0032333823828043,0.0032710210643284,0.0015123568751877691,0.0033431883057347686,0.0051681480262803356
E288_400,12.5,0.2555555555555555,0.0034832992116728,0.0035230162858597,0.0035640578496484,0.0016479350217595903,0.003642429481144946,0.005629330791291634
E288_400,12.5,0.2777777777777778,0.003764827099503,0.0038075301897967,0.0038520624123063,0.0017811463932542676,0.003936316278523256,0.006081861784282749
E288_400,12.5,0.3,0.0040405717550834,0.0040871420519607,0.0041351597023337,0.001912095562248775,0.004225068823651427,0.006526056012628188
E288_400,12.5,0.3222222222222222,0.0043106610998963,0.0043606016783417,0.0044120034250247,0.002040198953024944,0.004507390624438608,0.006959879408536917
E288_400,12.5,0.3444444444444444,0.0045748980578816,0.0046280709569016,0.0046830019609038,0.0021655341586474136,0.004783445011876139,0.007383559803751069
E288_400,12.5,0.3666666666666666,0.0048334727621142,0.0048891863575206,0.0049477320882851,0.0022879333376878506,0.0050528513953243094,0.00779648573263317
E288_400,12.5,0.3888888888888888,0.0050847568062447,0.0051441738928557,0.0052050949951561,0.0024075034835272157,0.005315840078842227,0.00819898522863218
E288_400,12.5,0.4111111111111111,0.0053293691331418,0.0053917202607063,0.0054555874633123,0.0025236317312923736,0.005571049508782467,0.008588936173884976
E288_400,12.5,0.4333333333333333,0.0055664239929454,0.005631874932273,0.0056983508786435,0.0026363430347653163,0.005818527922345485,0.008966391437338546
E288_400,12.5,0.4555555555555555,0.0057960497385573,0.0058644509402303,0.0059337515662395,0.0027455497685370048,0.006058078343479727,0.009331025835878779
E288_400,12.5,0.4777777777777777,0.0060172368693013,0.0060886720243609,0.0061612911630263,0.0028508909025893128,0.006288894603226317,0.009681580655396744
E288_400,12.5,0.5,0.0062309820306732,0.0063050351296935,0.0063799977423058,0.002952599430783766,0.006511489863373029,0.010018824743950884
E288_400,12.5,0.5222222222222221,0.006436062063313,0.0065128038272115,0.0065909548843256,0.00305033194343164,0.0067250970907112295,0.010341565690134936
E288_400,12.5,0.5444444444444444,0.006632331656488,0.0067120970208926,0.0067931588636793,0.003144144296564187,0.006929840817428036,0.01064997669005454
E288_400,12.5,0.5666666666666667,0.0068198132971489,0.0069022771054528,0.006986319051915,0.0032337380057682655,0.00712505617733708,0.010943025164070927
E288_400,12.5,0.5888888888888888,0.0069986574993352,0.0070832845932903,0.0071691034942768,0.003319086941724186,0.00731068496047541,0.011220606437599045
E288_400,12.5,0.611111111111111,0.0071680607156442,0.0072550216112091,0.0073442010384461,0.0034001441501714425,0.0074866199781217155,0.011482552042646811
E288_400,12.5,0.6333333333333332,0.0073270208943285,0.007417487367173,0.0075083523639823,0.003476910144170435,0.0076528613189943955,0.011728851246528109
E288_400,12.5,0.6555555555555554,0.0074768439162927,0.0075711047381634,0.0076638892100295,0.0035495817744834804,0.007809843098501363,0.011960161968317019
E288_400,12.5,0.6777777777777777,0.0076168866586256,0.0077134731727224,0.0078095296692462,0.003617034823596172,0.007955088412673745,0.012172686718669152
E288_400,12.5,0.7,0.0077465790664644,0.0078459550190753,0.0079446016059467,0.003679906856806617,0.00809000330239611,0.012368578963416439
E288_400,12.5,0.7222222222222221,0.0078684847054647,0.0079684725360332,0.008070450088996,0.0037381599325761157,0.008214506255704215,0.012547714279094528
E288_400,12.5,0.7444444444444444,0.0079786443268806,0.0080817381256646,0.0081852820777214,0.00379212822649449,0.008329333650577217,0.012711216798942642
E288_400,12.5,0.7666666666666666,0.0080796173976937,0.0081850968819309,0.0082891023059646,0.0038415034248334757,0.008433808359203333,0.012858056936695178
E288_400,12.5,0.7888888888888888,0.0081694308382701,0.0082770333056311,0.0083832133511565,0.0038855737143271545,0.008526371898299748,0.012985866854410942
E288_400,12.5,0.811111111111111,0.008250323137252,0.0083585068396011,0.0084684079260558,0.003924786056403398,0.0086080143608003,0.013096165557836822
E288_400,12.5,0.8333333333333333,0.0083196776296935,0.0084307159996075,0.0085429218741764,0.003959703771032426,0.008679970863759752,0.013190846086839597
E288_400,12.5,0.8555555555555554,0.0083790995895437,0.0084917829331847,0.0086082158491209,0.003989440160782068,0.008740308859837091,0.013266981820177912
E288_400,12.5,0.8777777777777777,0.0084277601713032,0.0085426694385466,0.008660912468595,0.00401444796963502,0.008790025491160773,0.013326103357422889
E288_400,12.5,0.8999999999999999,0.008467427176766,0.0085817112194135,0.0087044790933178,0.004033940218226715,0.008827407826954532,0.013365641027170173
E288_400,12.5,0.922222222222222,0.0084957439742377,0.0086117605381452,0.0087389247263381,0.004049255290906967,0.00885539425490289,0.013390066306457235
E288_400,12.5,0.9444444444444444,0.0085162712824088,0.0086332820465543,0.0087628708581418,0.004060610874938667,0.00887446881621257,0.0134001288641755
E288_400,12.5,0.9666666666666666,0.0085237635411195,0.008644232396842,0.0087754274343446,0.004067042106942284,0.008876804419196402,0.013393055971237676
E288_400,12.5,0.9888888888888888,0.0085242429240137,0.0086435335725005,0.0087788590550895,0.004068038029978728,0.008861320222731738,0.013393478760299582
E288_400,12.5,1.011111111111111,0.0085154326777722,0.0086343601685519,0.0087730022323411,0.004065090526203587,0.008836523939893587,0.01338085385137522
E288_400,12.5,1.0333333333333332,0.0084974368980703,0.0086161156056127,0.0087583043829366,0.004057913721829852,0.008801819812369575,0.013354245366010962
E288_400,12.5,1.0555555555555556,0.0084700890106436,0.0085882946676332,0.0087316058076567,0.004046266856274916,0.008756720298490695,0.013312875250894148
E288_400,12.5,1.0777777777777775,0.0084328096966614,0.0085505483290326,0.00870048319756,0.004029982383383549,0.0087009015786608,0.013256199021898049
E288_400,12.5,1.1,0.0083866076689437,0.0085051792810014,0.0086545361910477,0.004010140566728739,0.00863673703050523,0.013187785261829139
E288_400,12.5,1.1222222222222222,0.0083304339307908,0.0084501208835496,0.0086033352994729,0.003985762026180845,0.008562157647426924,0.013104427355430314
E288_400,12.5,1.1444444444444444,0.0082685042097753,0.0083860266033796,0.0085439941359533,0.003957151726230958,0.008477867661955343,0.01300713869393881
E288_400,12.5,1.1666666666666663,0.008195806162849,0.0083142149232456,0.008477476938622,0.003924925912307335,0.008385235796863226,0.01289795556808083
E288_400,12.5,1.1888888888888889,0.0081151653402454,0.0082346290266112,0.0083999590133266,0.003889054324746951,0.008291817442634717,0.012776795204759266
E288_400,12.5,1.211111111111111,0.0080265331751735,0.0081481888282945,0.0083160118392217,0.003849965045396109,0.008193914823459766,0.012645075795457449
E288_400,12.5,1.2333333333333334,0.0079326283638889,0.0080517881710268,0.0082258418245959,0.0038061864861146464,0.008085761259657997,0.01249797751568222
E288_400,12.5,1.2555555555555555,0.0078323030824372,0.0079508343111687,0.0081280253015898,0.003760268119180367,0.007972812510669856,0.012343888406017717
E288_400,12.5,1.2777777777777777,0.0077241603501669,0.0078433371641619,0.0080248526079707,0.003716995745337756,0.007853090626574404,0.012179714122764924
E288_400,12.5,1.3,0.0076095895794148,0.0077291264632076,0.0079141686549178,0.0036720211642205123,0.007738999502553595,0.012005192641375211
E288_400,12.5,1.3222222222222222,0.0074899104565317,0.0076090771801273,0.0077970649533284,0.003624383911905942,0.007624126464800487,0.011821672975951698
E288_400,12.5,1.3444444444444443,0.0073639557339288,0.0074828018245541,0.0076723708979881,0.0035738774114581276,0.0074990215082170126,0.011621168769948653
E288_400,12.5,1.3666666666666667,0.0072331597253929,0.0073511049397899,0.0075419419438007,0.003520861132256183,0.007355950698786219,0.011408315834743407
E288_400,12.5,1.3888888888888888,0.0070969829095079,0.0072129939599673,0.0074064708105225,0.0034648347881699915,0.007206355872254603,0.011185468262063947
E288_400,12.5,1.411111111111111,0.0069550867299768,0.0070714118888771,0.0072668863151238,0.0034071856881749594,0.007053204985771,0.010957214028415492
E288_400,12.5,1.4333333333333331,0.006809436102005,0.0069245452309857,0.0071212499354976,0.0033470153433486885,0.006894713166069158,0.010720764383303397
E288_400,12.5,1.4555555555555555,0.0066606356648441,0.0067729239920562,0.0069737898152241,0.0032845512079499343,0.006731440729025318,0.010476966086422934
E288_400,12.5,1.4777777777777776,0.0065068786697562,0.006619752065424,0.0068217907679718,0.003221320253087308,0.0065665986725543905,0.010230794430285623
E288_400,12.5,1.5,0.0063515930830327,0.0064623040843374,0.0066643354664252,0.003155973810561884,0.006397507735235863,0.009978060735007989
E288_400,12.5,1.522222222222222,0.0061898855646078,0.0063011230990346,0.0065023523762576,0.003091719095733149,0.0062247424352891365,0.009719631865432619
E288_400,12.5,1.5444444444444445,0.0060248538318792,0.006136246694297,0.0063326891067597,0.0030271307055363596,0.006048376580144754,0.00945559182235064
E288_400,12.5,1.5666666666666669,0.0058590761290149,0.005969539862904,0.0061640806887469,0.002961492543915229,0.005870285245816663,0.009188845947679833
E288_400,12.5,1.5888888888888888,0.0056949179007725,0.0058025361194114,0.0059955641584753,0.00289552800002525,0.005706060981393321,0.008921777385952982
E288_400,12.5,1.611111111111111,0.0055269186061708,0.005633418600544,0.0058224745223023,0.0028282950769944913,0.005559463572177693,0.008651615719459464
E288_400,12.5,1.6333333333333333,0.0053578346418374,0.0054621790801872,0.0056479917236902,0.002763258457012114,0.005410526468530508,0.008363099219920818
E288_400,12.5,1.6555555555555554,0.0051880644429239,0.0052895147671723,0.0054739847734841,0.002722437795063029,0.005281522801835088,0.008038978207227552
E288_400,12.5,1.6777777777777776,0.0050187685956476,0.0051171529625865,0.0052980502373566,0.0026835274773242715,0.005157247415593813,0.00771638767316196
E288_400,12.5,1.7,0.0048468305479833,0.0049433834239968,0.0051200878229519,0.002643917135228406,0.00503062673015018,0.0073929065774360125
E288_400,12.5,1.722222222222222,0.0046748912060394,0.0047679961625176,0.0049407531304138,0.0026022168865801297,0.004901272754823073,0.007063214134682221
E288_400,12.5,1.7444444444444442,0.0045068821071449,0.0045970201550878,0.0047638071613448,0.0025615772887709162,0.00477525055509893,0.0067353737568596125
E288_400,12.5,1.7666666666666666,0.0043399786434685,0.0044264840207843,0.0045879299393482,0.00251972179769083,0.004645221573311831,0.0064102030541689885
E288_400,12.5,1.7888888888888888,0.0041742138420888,0.0042561727285397,0.0044115442371907,0.0024240684696229505,0.004490531053810652,0.006116568614210727
E288_400,12.5,1.811111111111111,0.0040103483193834,0.004087948652448,0.0042348473400467,0.002319565222204628,0.004327637097192993,0.005846592287019259
E288_400,12.5,1.8333333333333333,0.0038485637953845,0.0039219185513811,0.004060906621788,0.0022211694287011807,0.0041466663242271185,0.005580778684969321
E288_400,12.5,1.855555555555556,0.0036882507582526,0.0037572582906147,0.0038868382582971,0.0021765642962984833,0.003967365222175619,0.0053180342735170355
E288_400,12.5,1.877777777777777,0.0035306481717063,0.0035964292320048,0.0037151457876045,0.002132109894108235,0.003792348246795715,0.005048511948506102
E288_400,12.5,1.9,0.003374956802015,0.0034371622843274,0.00354602022143,0.0020863499844829196,0.003619233582065304,0.004759582881261273
E288_400,12.5,1.922222222222222,0.0032223193312916,0.0032807613218162,0.003379256334406,0.0020105676874806987,0.0034368369083503697,0.004477823200149428
E288_400,12.5,1.9444444444444444,0.0030729950944146,0.0031280826207922,0.0032166216904968,0.001918453479373442,0.0032394497329489083,0.004204569723673726
E288_400,12.5,1.9666666666666663,0.0029283674633926,0.0029802226020857,0.0030605222543334,0.0018518619191864815,0.003071510650949343,0.003964131100817268
E288_400,12.5,1.9888888888888887,0.0027875415732011,0.0028357550896485,0.0029063249297934,0.0017858870786114887,0.002889855737099644,0.003783525314771545
E288_400,12.5,2.011111111111111,0.0026520284881981,0.0026965936430794,0.002757565618673,0.0016964711060469756,0.0027156913447475496,0.003609306082285188
E288_400,12.5,2.033333333333333,0.00251892468148,0.0025601866539504,0.0026108333820254,0.0015631657179712814,0.0025660193871301683,0.003438038205430548
E288_400,12.5,2.055555555555556,0.0023902602127563,0.0024278366101568,0.0024731164628626,0.0014395636824287145,0.0024266963133579194,0.003271433241224064
E288_400,12.5,2.077777777777777,0.0022639751813969,0.002299657075131,0.0023412675395681,0.0013577691971000314,0.0023049386009341335,0.003100992918750138
E288_400,12.5,2.1,0.002140657395724,0.0021762259549546,0.0022157614019297,0.0012899612807636919,0.0021900221870689504,0.0029023816238092346
E288_400,12.5,2.1222222222222222,0.0020230173230654,0.0020586977078249,0.0020977200535842,0.001228346697312942,0.002068841414869146,0.002749640418957891
E288_400,12.5,2.1444444444444444,0.0019098301272036,0.001945225283778,0.0019853091103988,0.001168988592287423,0.0019401562067099009,0.0025904878476946426
E288_400,12.5,2.1666666666666665,0.0018028282424048,0.0018387419582558,0.0018793216742865,0.0011178137795236373,0.0018109377922413885,0.0024519157307347082
