endpoint,row_id,W_lambda1_fiducial
lambda1_start_expansion48_s344_cont120000,LHCb_7:13,-2.363637924194336
lambda1_start_expansion48_s345_cont120000,LHCb_7:13,-2.3706650733947754
lambda1_start_expansion48_s346_cont120000,LHCb_7:13,-2.3615808486938477
lambda1_start_expansion48_s347_cont120000,LHCb_7:13,-2.369201421737671
lambda1_start_expansion48_s348_cont120000,LHCb_7:13,-2.36350154876709
lambda1_start_expansion48_s349_cont160000,LHCb_7:13,-2.3668746948242188
lambda1_start_expansion48_s350_cont120000,LHCb_7:13,-2.3624367713928223
lambda1_start_expansion96_s351_cont120000,LHCb_7:13,-2.3662378787994385
lambda1_start_expansion96_s352_cont120000,LHCb_7:13,-2.3623147010803223
lambda1_start_expansion96_s353_cont120000,LHCb_7:13,-2.3676719665527344
lambda1_start_expansion96_s354_cont120000,LHCb_7:13,-2.371973991394043
lambda1_start_expansion96_s355_cont120000,LHCb_7:13,-2.3601226806640625
lambda1_start_expansion96_s356_cont120000,LHCb_7:13,-2.378509283065796
lambda1_start_expansion96_s357_cont120000,LHCb_7:13,-2.399210214614868
lambda1_start_expansion96_s358_cont120000,LHCb_7:13,-2.3659534454345703
lambda1_start_expansion96_s359_cont120000,LHCb_7:13,-2.400284767150879
lambda1_start_expansion96_s360_cont120000,LHCb_7:13,-2.3649630546569824
lambda1_start_expansion96_s361_cont120000,LHCb_7:13,-2.3552615642547607
lambda1_start_expansion96_s362_cont120000,LHCb_7:13,-2.362954616546631
lambda1_start_expansion96_s363_cont120000,LHCb_7:13,-2.3730313777923584
lambda1_start_expansion96_s364_cont120000,LHCb_7:13,-2.3682966232299805
lambda1_start_expansion96_s365_cont120000,LHCb_7:13,-2.3685224056243896
lambda1_start_expansion96_s366_cont120000,LHCb_7:13,-2.368685007095337
lambda1_start_expansion96_s367_cont120000,LHCb_7:13,-2.3642234802246094
lambda1_start_expansion96_s368_cont120000,LHCb_7:13,-2.3636977672576904
lambda1_start_expansion96_s369_cont120000,LHCb_7:13,-2.3713440895080566
lambda1_start_expansion96_s370_cont120000,LHCb_7:13,-2.3614249229431152
lambda1_start_expansion96_s371_cont120000,LHCb_7:13,-2.370023727416992
lambda1_start_expansion96_s372_cont120000,LHCb_7:13,-2.3630499839782715
lambda1_start_expansion96_s373_cont120000,LHCb_7:13,-2.37589168548584
lambda1_start_expansion96_s374_cont120000,LHCb_7:13,-2.363311529159546
lambda1_start_expansion96_s375_cont120000,LHCb_7:13,-2.3674402236938477
lambda1_start_expansion96_s376_cont120000,LHCb_7:13,-2.3624191284179688
lambda1_start_expansion96_s377_cont120000,LHCb_7:13,-2.36773681640625
lambda1_start_expansion96_s378_cont120000,LHCb_7:13,-2.3728725910186768
lambda1_start_expansion96_s379_cont120000,LHCb_7:13,-2.3599514961242676
lambda1_start_expansion96_s380_cont120000,LHCb_7:13,-2.3806698322296143
lambda1_start_expansion96_s381_cont120000,LHCb_7:13,-2.3997573852539062
lambda1_start_expansion96_s382_cont120000,LHCb_7:13,-2.3633224964141846
lambda1_start_expansion96_s383_cont120000,LHCb_7:13,-2.4004225730895996
lambda1_start_expansion96_s384_cont120000,LHCb_7:13,-2.364821434020996
lambda1_start_expansion96_s385_cont120000,LHCb_7:13,-2.355395793914795
lambda1_start_expansion96_s386_cont120000,LHCb_7:13,-2.3606228828430176
lambda1_start_expansion96_s387_cont120000,LHCb_7:13,-2.372983455657959
lambda1_start_expansion96_s388_cont120000,LHCb_7:13,-2.3659214973449707
lambda1_start_expansion96_s389_cont120000,LHCb_7:13,-2.3675551414489746
lambda1_start_expansion96_s390_cont120000,LHCb_7:13,-2.367828130722046
lambda1_start_expansion96_s391_cont120000,LHCb_7:13,-2.368290901184082
lambda1_start_expansion96_s392_cont120000,LHCb_7:13,-2.363321304321289
lambda1_start_expansion96_s393_cont120000,LHCb_7:13,-2.373591423034668
lambda1_start_expansion96_s394_cont120000,LHCb_7:13,-2.3623104095458984
lambda1_start_expansion96_s395_cont120000,LHCb_7:13,-2.3701562881469727
lambda1_start_expansion96_s396_cont120000,LHCb_7:13,-2.3643460273742676
lambda1_start_expansion96_s397_cont120000,LHCb_7:13,-2.376330614089966
lambda1_start_expansion96_s398_cont120000,LHCb_7:13,-2.3643760681152344
