endpoint,profile,optimizer_success,data_chi2,data_chi2_per_row,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nlo_scale_nuisance_sigma,max_absolute_pull,min_prediction,max_prediction,pass_diagnostic_gate
lambda1_start_expansion48_s339_cont120000,late_0p22_0p32,True,5.282640709792447,1.3206601774481117,24.219724434560895,6.054931108640224,-0.9652107163757712,4.243283162571386,1.888101336686656,0.007754047989720304,0.9994240144500603,False
lambda1_start_expansion48_s340_cont120000,early_0p18_0p28,True,5.166811932845577,1.2917029832113942,23.839242742438216,5.959810685609554,-0.6871361805064424,4.266177994297901,1.8091086390248243,0.0077728401603390125,0.9954760146851577,False
lambda1_start_expansion48_s340_cont120000,central_0p20_0p30,True,5.22754625778124,1.30688656444531,24.13583957604036,6.03395989401009,-0.9037414360162548,4.253415655104307,1.8531417908478927,0.007762364780633902,0.9977900011927555,False
lambda1_start_expansion48_s340_cont120000,late_0p22_0p32,True,5.283241641097675,1.3208104102744187,24.225711218693203,6.056427804673301,-0.9684823264510092,4.243172346363929,1.8884836793601578,0.007753957031328352,0.999401550999453,False
lambda1_start_expansion48_s341_cont120000,early_0p18_0p28,True,5.166762056703418,1.2916905141758546,23.84391541449069,5.960978853622673,-0.6897943212482248,4.2663025153124075,1.8086790114578248,0.007772942367692104,0.9954311673781577,False
lambda1_start_expansion48_s341_cont120000,central_0p20_0p30,True,5.227646980585556,1.306911745146389,24.14268201024599,6.035670502561498,-0.9073241891780851,4.253445408770726,1.8530391335144039,0.007762389202563819,0.9977576660555932,False
lambda1_start_expansion48_s341_cont120000,late_0p22_0p32,True,5.283975965135717,1.3209939912839292,24.232725114763596,6.058181278690899,-0.972312995009324,4.243036246529586,1.8889532566514213,0.007753845320033039,0.9993751304540854,False
lambda1_start_expansion48_s342_cont120000,early_0p18_0p28,True,5.16657783994787,1.2916444599869674,23.876704456364976,5.969176114091244,-0.7080839978916982,4.267170452225551,1.8056844195347055,0.007773654773826069,0.995118691870623,False
lambda1_start_expansion48_s342_cont120000,central_0p20_0p30,True,5.228163046417321,1.3070407616043302,24.191032645475165,6.047758161368791,-0.9320651550878049,4.253718860682849,1.8520956583896535,0.007762613653000931,0.997531578451868,False
lambda1_start_expansion48_s342_cont120000,late_0p22_0p32,True,5.287365217301216,1.321841304325304,24.283904341420442,6.0709760853551105,-0.9987927037708416,4.242517207862964,1.8907440653787841,0.007753419290993062,0.9991937831618034,False
lambda1_start_expansion48_s343_cont120000,early_0p18_0p28,True,5.166824502713032,1.291706125678258,23.83815186770746,5.959537966926865,-0.6865137773177132,4.266148872056318,1.8092091177901637,0.007772816256685159,0.9954864951821562,False
lambda1_start_expansion48_s343_cont120000,central_0p20_0p30,True,5.227541905982897,1.3068854764957243,24.13422454232192,6.03355613558048,-0.902904559154171,4.253404047747831,1.8531818390304573,0.007762355253268691,0.9977975621464062,False
lambda1_start_expansion48_s343_cont120000,late_0p22_0p32,True,5.283199988615146,1.3207999971537865,24.223945020983614,6.055986255245903,-0.9675873933498379,4.243173301739977,1.8884803830821077,0.007753957815504881,0.9994074750991485,False
lambda1_start_expansion48_s344_cont120000,early_0p18_0p28,True,5.1667278658869655,1.2916819664717414,23.847504439447544,5.961876109861886,-0.6918270069709772,4.2663980083890625,1.8083495372855265,0.007773020748796225,0.995396776332153,False
lambda1_start_expansion48_s344_cont120000,central_0p20_0p30,True,5.227711351333405,1.3069278378333513,24.147953820128386,6.0369884550320965,-0.9100654778122648,4.253471910673599,1.8529476955503243,0.007762410955433046,0.9977328470999502,False
lambda1_start_expansion48_s344_cont120000,late_0p22_0p32,True,5.284439822613105,1.3211099556532762,24.238218433257213,6.059554608314303,-0.9752447392466045,4.242956081462066,1.8892298454910903,0.007753779520220902,0.9993550452425277,False
