endpoint,profile,optimizer_success,data_chi2,data_chi2_per_row,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nnlo_scale_nuisance_sigma,max_whitened_pull,min_prediction,max_prediction,all_positive
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,early_0p18_0p28,True,11.331129039581356,2.832782259895339,18.237412515836642,4.5593531289591605,0.7906334308404828,2.5062286915388814,3.0087218680633843,0.007960863440432099,0.9805225397351092,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,central_0p20_0p30,True,15.503806702978883,3.8759516757447208,27.221075637148644,6.805268909287161,2.5594948786228233,2.2729397045397617,3.219288155619634,0.007825314686227266,0.9496752747214527,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,late_0p22_0p32,True,17.034637812283915,4.258659453070979,32.48837980296869,8.122094950742172,3.3326529727073004,2.0849858882472,3.2166426323380355,0.007716107192233574,0.9413253633704615,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,early_0p18_0p28,True,11.210501793182267,2.802625448295567,18.283887665813456,4.570971916453364,0.8963531309252006,2.5039842126722323,2.994451863857381,0.007959559322659003,0.9816104500484715,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,central_0p20_0p30,True,14.013680327207346,3.5034200818018366,25.805924281160536,6.451481070290134,2.545333959626667,2.305107153241346,3.138503670879544,0.007844005056713826,0.9584337253170399,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,late_0p22_0p32,True,14.934036222795456,3.733509055698864,29.854745369908798,7.4636863424771995,3.2014076503728663,2.1614111601561206,3.129364628672448,0.007760512847769551,0.9532372158773863,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,early_0p18_0p28,True,11.216283011948487,2.804070752987122,18.282472311587448,4.570618077896862,0.8920193793266382,2.504094791844885,2.9951548358926745,0.007959623572880528,0.9815568607047618,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,central_0p20_0p30,True,14.069788693242584,3.517447173310646,25.864841252987407,6.466210313246852,2.547107941977598,2.303756430627914,3.1417013975589305,0.007843220241408645,0.958075781442909,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,late_0p22_0p32,True,15.008747005188603,3.7521867512971507,29.95844037984417,7.4896100949610425,3.208166108617688,2.1580925823913137,3.1318487898407836,0.0077585846423813,0.9527676895503231,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,early_0p18_0p28,True,11.283694575744196,2.820923643936049,18.26056077053534,4.565140192633835,0.8366788470170716,2.5053611918734044,3.0032067000319036,0.007960359393925486,0.9809429998706662,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,central_0p20_0p30,True,14.822561354524176,3.705640338631044,26.60983457526069,6.652458643815173,2.5606744906202454,2.286967287440566,3.1838892056343173,0.007833465184076169,0.9535032728118897,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,late_0p22_0p32,True,16.051069858224082,4.0127674645560205,31.322406841547917,7.830601710386979,3.2836111613720296,2.118781424365634,3.1768934775212703,0.007735743536312498,0.9466350168173273,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,early_0p18_0p28,True,11.18690473127344,2.79672618281836,18.289019078063856,4.572254769515964,0.9134845403764398,2.5035295766744317,2.991561541374667,0.007959295163840745,0.9818308059551478,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,central_0p20_0p30,True,13.79629951680839,3.4490748792020973,25.572159802114637,6.393039950528659,2.5374264186911177,2.310265667631023,3.1254115169503853,0.007847002327215373,0.9598451993764643,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,late_0p22_0p32,True,14.64145187961952,3.66036296990488,29.438570293725512,7.359642573431378,3.1741212800312053,2.173033021782931,3.1151619077701516,0.007767265540579097,0.9550826365652997,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,early_0p18_0p28,True,11.241766029695555,2.8104415074238887,18.275426007582993,4.568856501895748,0.8722084741254839,2.504578278982539,2.9982293234608814,0.007959904495182203,0.9813224584368448,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,central_0p20_0p30,True,14.331148007469213,3.5827870018673034,26.132970660041522,6.5332426650103805,2.5538241578900713,2.297782588311909,3.156846251470891,0.007839749237937085,0.9564420462643307,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,late_0p22_0p32,True,15.366403360784556,3.841600840196139,30.443887157496523,7.610971789374131,3.2371229497273206,2.14441572580054,3.1484333440588377,0.00775063792832435,0.9506006920111322,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,early_0p18_0p28,True,11.294163933563453,2.8235409833908633,18.256105741798635,4.564026435449659,0.82712742134124,2.5055542375092523,3.004434195547876,0.007960471559938037,0.9808494127150498,True
