endpoint,row_id,profile,qT,W_lambda1_fiducial,FO_DYTurbo,FO_DYTurbo_unc,profile_value,matched_lambda1,CS,error
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,LHCb_7:10,central_0p20_0p30,21.75,0.7802796363830566,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.798139598282327,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,LHCb_7:10,central_0p20_0p30,21.75,0.778334379196167,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7969336985593176,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,LHCb_7:10,central_0p20_0p30,21.75,0.7799738049507141,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.797950007907319,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,LHCb_7:10,central_0p20_0p30,21.75,0.7792174816131592,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7974811495427747,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,LHCb_7:10,central_0p20_0p30,21.75,0.7826938033103943,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7996361835403563,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,LHCb_7:10,central_0p20_0p30,21.75,0.7779152393341064,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7966738662620937,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,LHCb_7:10,central_0p20_0p30,21.75,0.7780917882919312,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7967833121188026,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,LHCb_7:10,central_0p20_0p30,21.75,0.7781652212142944,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7968288345007963,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,LHCb_7:10,central_0p20_0p30,21.75,0.7785296440124512,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7970547467114373,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,LHCb_7:10,central_0p20_0p30,21.75,0.7793025970458984,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7975339141219038,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,LHCb_7:10,central_0p20_0p30,21.75,0.7740185856819153,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7942582609675805,1.003090909,0.028490973
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,LHCb_7:10,central_0p20_0p30,21.75,0.783790647983551,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.8003161371714023,1.003090909,0.028490973
lambda1_start_expansion48_s327_cont320000,LHCb_7:10,central_0p20_0p30,21.75,0.78255295753479,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7995488707248927,1.003090909,0.028490973
lambda1_start_expansion48_s328_cont240000,LHCb_7:10,central_0p20_0p30,21.75,0.7837511301040649,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.8002916393310924,1.003090909,0.028490973
lambda1_start_expansion48_s329_cont200000,LHCb_7:10,central_0p20_0p30,21.75,0.781377911567688,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7988204387130222,1.003090909,0.028490973
lambda1_start_expansion48_s330_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7799620032310486,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7979426918102128,1.003090909,0.028490973
lambda1_start_expansion48_s331_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7836982011795044,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.8002588277440709,1.003090909,0.028490973
lambda1_start_expansion48_s332_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7805873155593872,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7983303341068818,1.003090909,0.028490973
lambda1_start_expansion48_s333_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7759089469909668,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7954301297540506,1.003090909,0.028490973
lambda1_start_expansion48_s334_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7831994295120239,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7999496302663731,1.003090909,0.028490973
lambda1_start_expansion48_s335_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7755053639411926,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.7951799414030121,1.003090909,0.028490973
lambda1_start_expansion48_s336_cont120000,LHCb_7:10,central_0p20_0p30,21.75,0.7834780216217041,0.8272693821276851,0.0191403677030986,0.38008211400701114,0.8001223344980604,1.003090909,0.028490973
