dataset,row_id,qT,QM,y,xF,x1,x2,SqrtS,BeamE,CS,error,A,dA,PreFactor,sysNorm,sysP2P,target,unit,qT_over_Q,CS_from_A_over_PreFactor,error_from_dA_over_PreFactor,relerr_CS_vs_A_over_PreFactor,relerr_error_vs_dA_over_PreFactor,source_file,source_row,y_Low,y_High,QM_Low,QM_High,xF_Low,xF_High,frac_error
E772,E772:10,2.625,5.5,0.657129378,0.2,0.273475627,0.073475627,38.8,,13.26669621,3.113612376,0.147,0.0345,0.011080377,0.00%,0.00%,,,0.4772727272727273,13.26669661149616,3.1136124700450174,3.02634613965948e-08,3.020447099825531e-08,Data/E772.csv,10,0.608427374,0.713817525,5.0,6.0,0.1,0.3,0.234693878
E772,E772:12,0.125,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,14.59438813,0.778028357,2.87,0.153,0.19665093,0.00%,0.00%,,,0.019230769230769232,14.594388137396553,0.7780283571504085,5.068080027761217e-10,1.9332017027631386e-10,Data/E772.csv,12,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.053310105
E772,E772:13,0.375,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,34.78244419,1.167042535,2.28,0.0765,0.06555031,0.00%,0.00%,,,0.057692307692307696,34.78244420201826,1.167042535725613,3.4552666487124337e-10,6.217536044178626e-10,Data/E772.csv,13,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.033552632
E772,E772:14,0.625,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,52.88558766,1.589110206,2.08,0.0625,0.039330186,0.00%,0.00%,,,0.09615384615384616,52.885587675583324,1.5891102065980567,2.946610889215124e-10,3.7634690959680486e-10,Data/E772.csv,14,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.030048077
E772,E772:15,0.875,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,48.05469263,1.470117634,1.35,0.0413,0.02809299,0.00%,0.00%,,,0.1346153846153846,48.054692647525236,1.4701176343279942,3.646935852471087e-10,2.2310751924145455e-10,Data/E772.csv,15,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.030592593
E772,E772:16,1.125,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,48.05469263,1.629282912,1.05,0.0356,0.021850103,0.00%,0.00%,,,0.17307692307692307,48.05469338062159,1.6292829374763131,1.5620151587632924e-08,1.5636518663001594e-08,Data/E772.csv,16,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.033904762
E772,E772:17,1.375,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,37.42163842,1.53825868,0.669,0.0275,0.017877357,0.00%,0.00%,,,0.21153846153846154,37.42163900402056,1.53825870345376,1.5606493388127952e-08,1.524695422983191e-08,Data/E772.csv,17,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.041106129
E772,E772:18,1.625,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,26.24447288,1.341971787,0.397,0.0203,0.015126995,0.00%,0.00%,,,0.25,26.24447221672249,1.3419717531472706,2.5273036123446015e-08,2.5226111186874033e-08,Data/E772.csv,18,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.051133501
E772,E772:19,1.875,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,19.98464995,1.311969386,0.262,0.0172,0.013110062,0.00%,0.00%,,,0.28846153846153844,19.98464995817716,1.3119693865673556,4.0917205451898186e-10,4.324458510776628e-10,Data/E772.csv,19,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.065648855
E772,E772:20,2.125,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,18.41333778,1.746241423,0.213,0.0202,0.011567702,0.00%,0.00%,,,0.3269230769230769,18.413337411354476,1.7462413883068566,2.0020570273639863e-08,1.986732361986555e-08,Data/E772.csv,20,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.094835681
E772,E772:21,2.375,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,11.30429436,1.449268508,0.117,0.015,0.010350049,0.00%,0.00%,,,0.36538461538461536,11.304294308171874,1.4492685010476762,4.584817427832423e-09,4.7971261290574516e-09,Data/E772.csv,21,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.128205128
E772,E772:22,2.625,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,10.45456535,2.295946426,0.0979,0.0215,0.00936433,0.00%,0.00%,,,0.40384615384615385,10.454565355983823,2.295946426492872,5.723646092356082e-10,2.1467049917874567e-10,Data/E772.csv,22,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.219611849
E772,E772:23,2.875,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,4.39764002,1.061983281,0.0376,0.00908,0.00855004,0.00%,0.00%,,,0.4423076923076923,4.397640244957919,1.061983335750476,5.1154234186712635e-08,5.155492943026345e-08,Data/E772.csv,23,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.241489362
E772,E772:24,3.125,6.5,0.566184669,0.2,0.295102242,0.095102242,38.8,,2.911249898,1.003046362,0.0229,0.00789,0.007866037,0.00%,0.00%,,,0.4807692307692308,2.911249972508393,1.0030463879079135,2.5593265414023138e-08,2.5829227523805216e-08,Data/E772.csv,24,0.529232258,0.608427374,6.0,7.0,0.1,0.3,0.344541485
E772,E772:28,0.125,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,9.865869112,0.704704937,1.68,0.12,0.170284035,0.00%,0.00%,,,0.016666666666666666,9.865869105110177,0.7047049360792983,6.98349404838084e-10,1.306506721795117e-09,Data/E772.csv,28,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.071428571
E772,E772:29,0.375,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,20.43644316,0.898498794,1.16,0.051,0.056761345,0.00%,0.00%,,,0.05,20.436443146299652,0.8984987935011054,6.703880619472125e-10,5.552534913080431e-10,Data/E772.csv,29,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.043965517
E772,E772:30,0.625,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,28.48182452,1.062929946,0.97,0.0362,0.034056807,0.00%,0.00%,,,0.08333333333333333,28.48182449987164,1.0629299452529417,7.067089815783502e-10,7.028291901041487e-10,Data/E772.csv,30,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.037319588
E772,E772:31,0.875,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,30.00868521,1.142796505,0.73,0.0278,0.024326291,0.00%,0.00%,,,0.11666666666666667,30.008684842255647,1.1427964912530233,1.2254597285074932e-08,1.202924283367179e-08,Data/E772.csv,31,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.038082192
E772,E772:32,1.125,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,28.22343271,1.183904293,0.534,0.0224,0.018920448,0.00%,0.00%,,,0.15,28.223433187205718,1.1839043134708016,1.6908138480349416e-08,1.729092568161101e-08,Data/E772.csv,32,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.041947566
E772,E772:33,1.375,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,23.06146905,1.14338376,0.357,0.0177,0.015480367,0.00%,0.00%,,,0.18333333333333332,23.06146876233619,1.1433837453595255,1.247378510856488e-08,1.2804515091605578e-08,Data/E772.csv,33,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.049579832
E772,E772:34,1.625,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,16.94815372,1.068802487,0.222,0.014,0.013098772,0.00%,0.00%,,,0.21666666666666667,16.948153613178395,1.0688024801103493,6.302846171206727e-09,6.446140153661333e-09,Data/E772.csv,34,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.063063063
E772,E772:35,1.875,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,11.45145522,0.878238527,0.13,0.00997,0.011352269,0.00%,0.00%,,,0.25,11.451455211288598,0.8782385265888255,7.607243979631524e-10,4.68180939711044e-10,Data/E772.csv,35,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.076692308
E772,E772:36,2.125,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,8.376005425,0.89151047,0.0839,0.00893,0.010016708,0.00%,0.00%,,,0.2833333333333333,8.376005370227425,0.8915104643162206,6.539224013004403e-09,6.3754489020151675e-09,Data/E772.csv,36,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.106436234
E772,E772:37,2.375,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,5.511967112,0.791090017,0.0494,0.00709,0.008962318,0.00%,0.00%,,,0.31666666666666665,5.511966881782146,0.791089983640393,4.17669135159203e-08,4.216916704781625e-08,Data/E772.csv,37,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.143522267
E772,E772:38,2.625,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,4.192994372,0.837365641,0.034,0.00679,0.008108764,0.00%,0.00%,,,0.35,4.19299414806005,0.8373655960390511,5.340812084904471e-08,5.3693328996846125e-08,Data/E772.csv,38,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.199705882
E772,E772:39,2.875,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,3.984519162,1.283150239,0.0295,0.0095,0.007403654,0.00%,0.00%,,,0.38333333333333336,3.9845189956202707,1.2831501850302567,4.175653882955512e-08,4.206034624838848e-08,Data/E772.csv,39,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.322033898
E772,E772:40,3.125,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,1.23910618,0.465398885,0.00844,0.00317,0.006811361,0.00%,0.00%,,,0.4166666666666667,1.2391062520397904,0.4653989121997792,5.813850929790288e-08,5.844401113481019e-08,Data/E772.csv,40,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.375592417
E772,E772:41,3.375,7.5,0.496661243,0.2,0.317633847,0.117633847,38.8,,0.908540839,0.596180376,0.00573,0.00376,0.006306816,0.00%,0.00%,,,0.45,0.908540854846566,0.596180386426368,1.7441775858286464e-08,1.7488612890636606e-08,Data/E772.csv,41,0.467755333,0.529232258,7.0,8.0,0.1,0.3,0.656195462
E772,E772:42,0.125,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,5.028128137,0.500814882,0.755,0.0752,0.150155282,0.00%,0.00%,,,0.014705882352941176,5.028128148032781,0.500814883088828,2.194212356221758e-09,2.174112760037096e-09,Data/E772.csv,42,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.099602649
E772,E772:43,0.375,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,12.76678363,0.733240938,0.639,0.0367,0.050051761,0.00%,0.00%,,,0.04411764705882353,12.766783570312342,0.7332409343199734,4.675230738563579e-09,5.018850456997054e-09,Data/E772.csv,43,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.05743349
E772,E772:44,0.625,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,15.08438441,0.762543936,0.453,0.0229,0.030031056,0.00%,0.00%,,,0.07352941176470588,15.084384645015481,0.7625439478385309,1.558005091918525e-08,1.5525047252520586e-08,Data/E772.csv,44,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.050551876
E772,E772:45,0.875,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,18.04132334,0.895073406,0.387,0.0192,0.021450755,0.00%,0.00%,,,0.10294117647058823,18.041323021031197,0.8950733901906949,1.7679900699921107e-08,1.7662579383200358e-08,Data/E772.csv,45,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.049612403
E772,E772:46,1.125,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,14.32517036,0.785187162,0.239,0.0131,0.01668392,0.00%,0.00%,,,0.1323529411764706,14.32517058341205,0.7851871742372296,1.559576889142067e-08,1.5585111377925437e-08,Data/E772.csv,46,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.054811715
E772,E772:47,1.375,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,12.60028932,0.769203708,0.172,0.0105,0.01365048,0.00%,0.00%,,,0.16176470588235295,12.600289513628825,0.7692037203087365,1.536701396934752e-08,1.600192010195757e-08,Data/E772.csv,47,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.061046512
E772,E772:48,1.625,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,10.38924489,0.750622943,0.12,0.00867,0.011550406,0.00%,0.00%,,,0.19117647058823528,10.389245191900613,0.7506229651148194,2.9058955427174976e-08,2.9461954200638605e-08,Data/E772.csv,48,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.07225
E772,E772:49,1.875,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,7.422316303,0.700275064,0.0743,0.00701,0.010010352,0.00%,0.00%,,,0.22058823529411764,7.4223164180440415,0.7002750752421093,1.549974904987877e-08,1.6053847626464572e-08,Data/E772.csv,49,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.094347241
E772,E772:50,2.125,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,4.913580052,0.628349523,0.0434,0.00555,0.008832664,0.00%,0.00%,,,0.25,4.913579866731034,0.6283494990865723,3.770549465560938e-08,3.80575250034638e-08,Data/E772.csv,50,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.127880184
E772,E772:51,2.375,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,2.518059932,0.434017365,0.0199,0.00343,0.00790291,0.00%,0.00%,,,0.27941176470588236,2.51805980328765,0.4340173429787255,5.1115681749973e-08,5.0738233643246275e-08,Data/E772.csv,51,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.172361809
E772,E772:52,2.625,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,1.426523241,0.348239497,0.0102,0.00249,0.007150252,0.00%,0.00%,,,0.3088235294117647,1.4265231491141852,0.34823947463669813,6.441242041757796e-08,6.421816614613675e-08,Data/E772.csv,52,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.244117647
E772,E772:53,2.875,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,1.072223351,0.381405163,0.007,0.00249,0.006528491,0.00%,0.00%,,,0.3382352941176471,1.0722232748731675,0.381405136347741,7.099904375752235e-08,6.98791248688057e-08,Data/E772.csv,53,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.355714286
E772,E772:54,3.125,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,0.537776619,0.412905887,0.00323,0.00248,0.006006211,0.00%,0.00%,,,0.36764705882352944,0.5377766448764454,0.4129059069020386,4.811745857201412e-08,4.8199936692691574e-08,Data/E772.csv,54,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.767801858
E772,E772:55,3.375,8.5,0.441943177,0.2,0.340816556,0.140816556,38.8,,1.197560267,1.073488708,0.00666,0.00597,0.005561307,0.00%,0.00%,,,0.39705882352941174,1.197560213813048,1.073488660129714,4.4412756202290596e-08,4.4593190036079834e-08,Data/E772.csv,55,0.418764037,0.467755333,8.0,9.0,0.1,0.3,0.896396396
E772,E772:56,0.125,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,0.782986556,0.265205124,0.0868,0.0294,0.110857587,0.00%,0.00%,,,0.010869565217391304,0.7829865537304181,0.26520512303772226,2.8986217431106995e-09,3.628428225530536e-09,Data/E772.csv,56,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.338709677
E772,E772:57,0.375,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,2.478856055,0.45734353,0.0916,0.0169,0.036952529,0.00%,0.00%,,,0.03260869565217391,2.478856047985241,0.45734352850382715,2.829837166923976e-09,3.271442043309908e-09,Data/E772.csv,57,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.184497817
E772,E772:58,0.625,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,1.704890082,0.346841395,0.0378,0.00769,0.022171517,0.00%,0.00%,,,0.05434782608695652,1.704890107429275,0.34684140016219905,1.4915492218084798e-08,1.4883456976857573e-08,Data/E772.csv,58,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.203439153
E772,E772:59,0.875,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,2.355274076,0.406647857,0.0373,0.00644,0.015836798,0.00%,0.00%,,,0.07608695652173914,2.3552740901285727,0.40664785899270806,5.998695690386543e-09,4.9003284046733005e-09,Data/E772.csv,59,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.172654155
E772,E772:60,1.125,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,2.914550187,0.439212159,0.0359,0.00541,0.01231751,0.00%,0.00%,,,0.09782608695652174,2.914550099817252,0.43921214596131847,2.9912934256811526e-08,2.968652223345784e-08,Data/E772.csv,60,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.150696379
E772,E772:61,1.375,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,1.538009307,0.339354312,0.0155,0.00342,0.010077962,0.00%,0.00%,,,0.11956521739130435,1.5380093713391656,0.33935432580515784,4.1832752615023835e-08,4.068065971298994e-08,Data/E772.csv,61,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.220645161
E772,E772:62,1.625,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,1.301670047,0.293168929,0.0111,0.0025,0.008527507,0.00%,0.00%,,,0.14130434782608695,1.301669995697453,0.2931689179498768,3.9412865969863276e-08,3.769199977309758e-08,Data/E772.csv,62,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.225225225
E772,E772:63,1.875,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,1.278667561,0.332859492,0.00945,0.00246,0.007390506,0.00%,0.00%,,,0.16304347826086957,1.2786675229003266,0.33285948215183103,2.9796386940772497e-08,2.9586564853022197e-08,Data/E772.csv,63,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.26031746
E772,E772:64,2.125,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,0.775950502,0.242292844,0.00506,0.00158,0.006521035,0.00%,0.00%,,,0.18478260869565216,0.7759504434495446,0.2422928262154704,7.545643096184815e-08,7.34009692791276e-08,Data/E772.csv,64,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.312252964
E772,E772:65,2.375,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,0.294792634,0.140712066,0.00172,0.000821,0.00583461,0.00%,0.00%,,,0.20652173913043478,0.2947926253854157,0.1407120613031548,2.9222522309234192e-08,3.3379121805765475e-08,Data/E772.csv,65,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.477325581
E772,E772:66,2.625,11.5,0.33129753,0.2,0.412806763,0.212806763,38.8,,0.274676735,0.165942635,0.00145,0.000876,0.005278933,0.00%,0.00%,,,0.22826086956521738,0.2746767197083198,0.16594262514792288,5.567155223346186e-08,5.937037896462071e-08,Data/E772.csv,66,0.317949187,0.345794618,11.0,12.0,0.1,0.3,0.604137931
E772,E772:67,0.125,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.286372162,0.210856215,0.0292,0.0215,0.101965218,0.00%,0.00%,,,0.01,0.2863721627114062,0.2108562156950422,2.4842016939838793e-09,3.296285045130328e-09,Data/E772.csv,67,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.73630137
E772,E772:68,0.375,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.541361074,0.200950877,0.0184,0.00683,0.033988406,0.00%,0.00%,,,0.03,0.5413610747147131,0.20095087719029836,1.3202151020631465e-09,9.469894486837812e-10,Data/E772.csv,68,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.371195652
E772,E772:69,0.625,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,1.426957179,0.381012278,0.0291,0.00777,0.020393044,0.00%,0.00%,,,0.05,1.4269571526447942,0.3810122706546409,1.846951414056777e-08,1.9278536474729238e-08,Data/E772.csv,69,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.267010309
E772,E772:70,0.875,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,1.867303415,0.413964691,0.0272,0.00603,0.01456646,0.00%,0.00%,,,0.07,1.8673033805056272,0.41396468325179897,1.8472826984887682e-08,1.871705774352168e-08,Data/E772.csv,70,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.221691176
E772,E772:71,1.125,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,1.844746704,0.40249019,0.0209,0.00456,0.011329469,0.00%,0.00%,,,0.09,1.8447466514096997,0.402490178489389,2.8508141644997608e-08,2.8598488375315934e-08,Data/E772.csv,71,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.218181818
E772,E772:72,1.375,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.78320825,0.224390242,0.00726,0.00208,0.009269565,0.00%,0.00%,,,0.11,0.7832082735273985,0.2243902491648745,3.003977264939495e-08,3.193041821523281e-08,Data/E772.csv,72,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.286501377
E772,E772:73,1.625,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.892461191,0.325110862,0.007,0.00255,0.007843478,0.00%,0.00%,,,0.13,0.8924612270219922,0.32511087555801144,4.0362529011037614e-08,4.170273114516778e-08,Data/E772.csv,73,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.364285714
E772,E772:74,1.875,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.275093807,0.129455909,0.00187,0.00088,0.006797681,0.00%,0.00%,,,0.15,0.2750938150819375,0.1294559129797353,2.937884099721191e-08,3.074201247136622e-08,Data/E772.csv,74,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.470588235
E772,E772:75,2.125,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.348452155,0.245083573,0.00209,0.00147,0.005997954,0.00%,0.00%,,,0.17,0.34845215551836506,0.24508357349856302,1.4876219443000645e-09,2.03425720084494e-09,Data/E772.csv,75,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.703349282
E772,E772:76,2.375,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.337271872,0.236649325,0.00181,0.00127,0.00536659,0.00%,0.00%,,,0.19,0.3372718989153261,0.2366493434378255,7.980304976810936e-08,7.791200790381187e-08,Data/E772.csv,76,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.701657459
E772,E772:77,2.625,12.5,0.305620061,0.2,0.43732811,0.23732811,38.8,,0.533417189,0.422202794,0.00259,0.00205,0.004855487,0.00%,0.00%,,,0.21,0.5334171422969518,0.4222027574165063,8.755444925591093e-08,8.664910369791276e-08,Data/E772.csv,77,0.294199157,0.317949187,12.0,13.0,0.1,0.3,0.791505792
E772,E772:78,0.125,13.5,0.283590852,0.2,0.462023414,0.262023414,38.8,,0.241539694,0.188570463,0.0228,0.0178,0.094394423,0.00%,0.00%,,,0.009259259259259259,0.241539693504986,0.18857046247319081,2.049410570218816e-09,2.7936993484122543e-09,Data/E772.csv,78,0.273712348,0.294199157,13.0,14.0,0.1,0.3,0.780701754
E772,E772:79,0.375,13.5,0.283590852,0.2,0.462023414,0.262023414,38.8,,0.212618494,0.116956062,0.00669,0.00368,0.031464808,0.00%,0.00%,,,0.027777777777777776,0.21261849110917824,0.11695606087918924,1.3596285507726077e-08,9.583178028377947e-09,Data/E772.csv,79,0.273712348,0.294199157,13.0,14.0,0.1,0.3,0.550074738
E772,E772:80,0.625,13.5,0.283590852,0.2,0.462023414,0.262023414,38.8,,0.237831848,0.124477693,0.00449,0.00235,0.018878885,0.00%,0.00%,,,0.046296296296296294,0.2378318422936524,0.12447769028732364,2.399320219154121e-08,2.179246976657989e-08,Data/E772.csv,80,0.273712348,0.294199157,13.0,14.0,0.1,0.3,0.523385301
