dataset,row_id,qT,QM,y,xF,x1,x2,SqrtS,BeamE,CS,error,A,dA,PreFactor,sysNorm,sysP2P,target,unit,qT_over_Q,CS_from_A_over_PreFactor,error_from_dA_over_PreFactor,relerr_CS_vs_A_over_PreFactor,relerr_error_vs_dA_over_PreFactor,source_file,source_row,y_Low,y_High,QM_Low,QM_High,xF_Low,xF_High,frac_error
E605,E605:0,0.1,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,1.235666246,0.18102117,0.785,0.115,0.635284813,15.00%,5.00%,,,0.013333333333333334,1.2356662459676966,0.181021169791446,2.614257152226476e-11,1.1520973342347465e-09,Data/E605.csv,0,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.146496815
E605,E605:1,0.3,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,4.594789519,0.406589288,0.973,0.0861,0.211761604,15.00%,5.00%,,,0.04,4.59478952567813,0.4065892889628849,1.4534137008088933e-09,2.3682003168210323e-09,Data/E605.csv,1,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.088489209
E605,E605:2,0.5,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,6.493150656,0.484821916,0.825,0.0616,0.127056963,15.00%,5.00%,,,0.06666666666666667,6.493150635121036,0.4848219140890374,3.2155367157439226e-09,3.941576375384309e-09,Data/E605.csv,2,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.074666667
E605,E605:3,0.7,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,8.870037321,0.628064754,0.805,0.057,0.090754973,15.00%,5.00%,,,0.09333333333333332,8.870037347705454,0.6280647562971563,3.010748749013591e-09,3.6575151383568833e-09,Data/E605.csv,3,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.070807453
E605,E605:4,0.9,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,8.060951396,0.59784209,0.569,0.0422,0.070587201,15.00%,5.00%,,,0.12000000000000001,8.0609514464244,0.5978420932146041,6.2553906930321226e-09,5.377012048700253e-09,Data/E605.csv,4,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.074165202
E605,E605:5,1.1,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,9.29819174,0.773983558,0.537,0.0447,0.057753165,15.00%,5.00%,,,0.14666666666666667,9.298191709493324,0.7739835557064274,3.2809257056928514e-09,2.963334983534348e-09,Data/E605.csv,5,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.083240223
E605,E605:6,1.3,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,7.939745918,0.798067244,0.388,0.039,0.048868063,15.00%,5.00%,,,0.17333333333333334,7.9397458417780955,0.7980672366735714,9.600043267247784e-09,9.180214612250757e-09,Data/E605.csv,6,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.100515464
E605,E605:7,1.5,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,7.366774563,0.897235363,0.312,0.038,0.042352321,15.00%,5.00%,,,0.2,7.366774538755503,0.8972353604894523,3.291059997733325e-09,2.7980926323027394e-09,Data/E605.csv,7,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.121794872
E605,E605:8,1.7,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,6.127960122,0.998134989,0.229,0.0373,0.037369695,15.00%,5.00%,,,0.22666666666666666,6.127960102430593,0.9981349861164239,3.1934619413742785e-09,2.8889639942378387e-09,Data/E605.csv,8,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.162882096
E605,E605:9,1.9,7.5,-0.255865709,-0.1,0.149660941,0.249660941,38.8,,4.067466981,0.918170855,0.136,0.0307,0.033436043,15.00%,5.00%,,,0.2533333333333333,4.067466954747008,0.918170849343626,6.45438350283573e-09,6.160480801583015e-09,Data/E605.csv,9,-0.240184026,-0.273712348,7.0,8.0,0.0,0.0,0.225735294
