dataset,row_id,qT,QM,y,xF,x1,x2,SqrtS,BeamE,CS,error,A,dA,PreFactor,sysNorm,sysP2P,target,unit,qT_over_Q,CS_from_A_over_PreFactor,error_from_dA_over_PreFactor,relerr_CS_vs_A_over_PreFactor,relerr_error_vs_dA_over_PreFactor,source_file,source_row,y_Low,y_High,QM_Low,QM_High,xF_Low,xF_High,frac_error
E288_400,E288_400:10,2.1,5.5,0.03,0.012048491,0.206892673,0.194844182,27.39342987,400.0,2.2044,0.3168,0.167,0.024,0.075757576,0.00%,0.00%,,,0.38181818181818183,2.20439999294592,0.31679999898624006,3.199999994012565e-09,3.1999998890876585e-09,Data/E288_400.csv,10,0.027500659,0.032998961,5.0,6.0,0.010953174,0.013143809,0.143712575
E288_400,E288_400:11,2.3,5.5,0.03,0.012048491,0.206892673,0.194844182,27.39342987,400.0,1.604742857,0.3036,0.111,0.021,0.06916996,0.00%,0.00%,,,0.41818181818181815,1.604742868146808,0.3036000020818286,6.946164625148636e-09,6.857142898958599e-09,Data/E288_400.csv,11,0.027500659,0.032998961,5.0,6.0,0.010953174,0.013143809,0.189189189
E288_400,E288_400:12,2.5,5.5,0.03,0.012048491,0.206892673,0.194844182,27.39342987,400.0,1.115714286,0.298571429,0.071,0.019,0.063636364,0.00%,0.00%,,,0.45454545454545453,1.1157142793387755,0.29857142686530613,5.970367633092419e-09,7.1496923642958414e-09,Data/E288_400.csv,12,0.027500659,0.032998961,5.0,6.0,0.010953174,0.013143809,0.267605634
E288_400,E288_400:13,2.7,5.5,0.03,0.012048491,0.206892673,0.194844182,27.39342987,400.0,0.8316,0.254571429,0.049,0.015,0.058922559,0.00%,0.00%,,,0.49090909090909096,0.8315999989070401,0.254571428236849,1.3142856478723606e-09,2.9977874789712626e-09,Data/E288_400.csv,13,0.027500659,0.032998961,5.0,6.0,0.010953174,0.013143809,0.306122449
E288_400,E288_400:19,0.1,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.653714286,0.018857143,1.04,0.03,1.590909091,0.00%,0.00%,,,0.015384615384615385,0.6537142856769306,0.018857142856065306,4.942059046161029e-10,7.632900382874955e-09,Data/E288_400.csv,19,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.028846154
E288_400,E288_400:20,0.3,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,1.8216,0.033942857,0.966,0.018,0.53030303,0.00%,0.00%,,,0.04615384615384615,1.8216000010409141,0.03394285716225306,5.714284261358418e-10,4.780182688677944e-09,Data/E288_400.csv,20,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.01863354
E288_400,E288_400:21,0.5,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,2.809714286,0.050285714,0.894,0.016,0.318181818,0.00%,0.00%,,,0.07692307692307693,2.809714287319837,0.05028571431444898,4.697405321047949e-10,6.25324677256059e-09,Data/E288_400.csv,21,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.017897092
E288_400,E288_400:22,0.7,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,3.1108,0.0616,0.707,0.014,0.227272727,0.00%,0.00%,,,0.10769230769230768,3.11080000373296,0.06160000007392,1.2000000510240717e-09,1.199999919419745e-09,Data/E288_400.csv,22,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.01980198
E288_400,E288_400:23,0.9,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,3.360342857,0.0792,0.594,0.014,0.176767677,0.00%,0.00%,,,0.13846153846153847,3.360342852726406,0.07919999989590856,1.2717731806101507e-09,1.3142859065372367e-09,Data/E288_400.csv,23,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.023569024
E288_400,E288_400:24,1.1,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,3.042285714,0.082971429,0.44,0.012,0.144628099,0.00%,0.00%,,,0.16923076923076924,3.042285717936457,0.08297142867099429,1.2939142812864124e-09,3.965289202907041e-09,Data/E288_400.csv,24,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.027272727
E288_400,E288_400:25,1.3,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,2.696571429,0.089885714,0.33,0.011,0.122377622,0.00%,0.00%,,,0.2,2.6965714368922775,0.08988571456307591,2.9267822799814475e-09,6.264353663800649e-09,Data/E288_400.csv,25,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.033333333
E288_400,E288_400:26,1.5,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,2.046,0.084857143,0.217,0.009,0.106060606,0.00%,0.00%,,,0.23076923076923078,2.046000001169143,0.08485714290563265,5.714286431882413e-10,1.1120731141013386e-09,Data/E288_400.csv,26,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.041474654
E288_400,E288_400:27,1.7,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,1.634914286,0.0748,0.153,0.007,0.093582888,0.00%,0.00%,,,0.26153846153846155,1.63491428048256,0.07479999976064,3.3747579965714834e-09,3.200000054004923e-09,Data/E288_400.csv,27,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.045751634
E288_400,E288_400:28,1.9,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,1.050971429,0.071657143,0.088,0.006,0.083732057,0.00%,0.00%,,,0.29230769230769227,1.050971433796258,0.07165714321338124,4.563642436990895e-09,2.977808209812957e-09,Data/E288_400.csv,28,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.068181818
E288_400,E288_400:29,2.1,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.8052,0.066,0.061,0.005,0.075757576,0.00%,0.00%,,,0.3230769230769231,0.80519999742336,0.0659999997888,3.2000000154791686e-09,3.2000000292673335e-09,Data/E288_400.csv,29,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.081967213
E288_400,E288_400:30,2.3,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.722857143,0.057828571,0.05,0.004,0.06916996,0.00%,0.00%,,,0.3538461538461538,0.7228571478138776,0.057828571825110205,6.6595143084443366e-09,1.4268209923637976e-08,Data/E288_400.csv,30,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.08
E288_400,E288_400:31,2.5,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.392857143,0.047142857,0.025,0.003,0.063636364,0.00%,0.00%,,,0.38461538461538464,0.3928571406122449,0.04714285687346939,6.077922082605711e-09,2.683982694908625e-09,Data/E288_400.csv,31,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.12
E288_400,E288_400:32,2.7,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.339428571,0.050914286,0.02,0.003,0.058922559,0.00%,0.00%,,,0.4153846153846154,0.3394285709824653,0.0509142856473698,5.165945773455832e-11,6.9259579288928465e-09,Data/E288_400.csv,32,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.15
E288_400,E288_400:33,2.9,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.2552,0.054685714,0.014,0.003,0.054858934,0.00%,0.00%,,,0.4461538461538461,0.2552000007874743,0.05468571445445878,3.0857143634559172e-09,8.31037466915154e-09,Data/E288_400.csv,33,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.214285714
E288_400,E288_400:34,3.1,6.5,0.03,0.014239126,0.244509523,0.230270397,27.39342987,400.0,0.114965714,0.04092,0.0059,0.0021,0.051319648,0.00%,0.00%,,,0.47692307692307695,0.1149657144959373,0.04092000007482514,4.313784394643897e-09,1.8285713343947301e-09,Data/E288_400.csv,34,0.027857718,0.032499154,6.0,7.0,0.013143809,0.015334444,0.355932203
E288_400,E288_400:43,0.1,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.240114286,0.010057143,0.382,0.016,1.590909091,0.00%,0.00%,,,0.013333333333333334,0.2401142857005649,0.010057142856568163,1.2470524789666467e-09,1.4261688021425029e-08,Data/E288_400.csv,43,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.041884817
E288_400,E288_400:44,0.3,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.667542857,0.016971429,0.354,0.009,0.53030303,0.00%,0.00%,,,0.04,0.6675428575243102,0.01697142858112653,7.854329425314818e-10,2.4681096131102865e-08,Data/E288_400.csv,44,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.025423729
E288_400,E288_400:45,0.5,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,1.030857143,0.025142857,0.328,0.008,0.318181818,0.00%,0.00%,,,0.06666666666666667,1.0308571434462042,0.02514285715722449,4.328477399111693e-10,6.25324677256059e-09,Data/E288_400.csv,45,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.024390244
E288_400,E288_400:46,0.7,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,1.232,0.0308,0.28,0.007,0.227272727,0.00%,0.00%,,,0.09333333333333332,1.2320000014784,0.03080000003696,1.2000000545930027e-09,1.199999919419745e-09,Data/E288_400.csv,46,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.025
E288_400,E288_400:47,0.9,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,1.250228571,0.0396,0.221,0.007,0.176767677,0.00%,0.00%,,,0.12000000000000001,1.2502285697854139,0.03959999994795428,9.714913237140943e-10,1.3142859065372367e-09,Data/E288_400.csv,47,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.031674208
E288_400,E288_400:48,1.1,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,1.175428571,0.041485714,0.17,0.006,0.144628099,0.00%,0.00%,,,0.14666666666666667,1.1754285728390856,0.041485714335497144,1.564608512172321e-09,8.087052358358954e-09,Data/E288_400.csv,48,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.035294118
E288_400,E288_400:49,1.3,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,1.021428571,0.040857143,0.125,0.005,0.122377622,0.00%,0.00%,,,0.17333333333333334,1.0214285745804081,0.04085714298321633,3.505294722756869e-09,4.1078916542648454e-10,Data/E288_400.csv,49,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.04
E288_400,E288_400:50,1.5,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.810857143,0.037714286,0.086,0.004,0.106060606,0.00%,0.00%,,,0.2,0.8108571433204897,0.03771428573583673,3.9524810072050866e-10,7.0043290133934935e-09,Data/E288_400.csv,50,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.046511628
E288_400,E288_400:51,1.7,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.587714286,0.032057143,0.055,0.003,0.093582888,0.00%,0.00%,,,0.22666666666666666,0.5877142838336,0.03205714275456,3.6861447814497242e-09,7.65632800327995e-09,Data/E288_400.csv,51,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.054545455
E288_400,E288_400:52,1.9,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.561314286,0.035828571,0.047,0.003,0.083732057,0.00%,0.00%,,,0.2533333333333333,0.5613142885048196,0.03582857160669062,4.462419049852881e-09,1.6933151229470098e-08,Data/E288_400.csv,52,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.063829787
E288_400,E288_400:53,2.1,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.3564,0.0264,0.027,0.002,0.075757576,0.00%,0.00%,,,0.28,0.35639999885952,0.026399999915520004,3.1999999669652557e-09,3.1999998452815104e-09,Data/E288_400.csv,53,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.074074074
E288_400,E288_400:54,2.3,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.289142857,0.028914286,0.02,0.002,0.06916996,0.00%,0.00%,,,0.30666666666666664,0.28914285912555104,0.028914285912555102,7.351214119263982e-09,3.0242800581137516e-09,Data/E288_400.csv,54,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.1
E288_400,E288_400:55,2.5,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.22,0.031428571,0.014,0.002,0.063636364,0.00%,0.00%,,,0.3333333333333333,0.21999999874285714,0.031428571248979596,5.714285736510308e-09,7.922078032566046e-09,Data/E288_400.csv,55,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.142857143
E288_400,E288_400:56,2.7,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.13068,0.020365714,0.0077,0.0012,0.058922559,0.00%,0.00%,,,0.36000000000000004,0.13067999982824915,0.020365714258947915,1.3142855507782136e-09,1.271489484244294e-08,Data/E288_400.csv,56,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.155844156
E288_400,E288_400:57,2.9,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.105725714,0.020051429,0.0058,0.0011,0.054858934,0.00%,0.00%,,,0.38666666666666666,0.10572571461195363,0.020051428633301553,5.788124761392185e-09,1.8287895885817416e-08,Data/E288_400.csv,57,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.189655172
E288_400,E288_400:58,3.1,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.058457143,0.01364,0.003,0.0007,0.051319648,0.00%,0.00%,,,0.41333333333333333,0.05845714296403592,0.013640000024941713,6.152214088880113e-10,1.8285713767877768e-09,Data/E288_400.csv,58,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.233333333
E288_400,E288_400:59,3.3,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.022817143,0.008297143,0.0011,0.0004,0.048209366,0.00%,0.00%,,,0.44,0.02281714304228768,0.008297142924468247,1.8533291724595042e-09,9.103344696763991e-09,Data/E288_400.csv,59,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.363636364
E288_400,E288_400:60,3.5,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.0528,0.0154,0.0024,0.0007,0.045454545,0.00%,0.00%,,,0.4666666666666667,0.052800000528000005,0.015400000154000002,9.999999991460416e-09,1.0000000029008543e-08,Data/E288_400.csv,60,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.291666667
E288_400,E288_400:61,3.7,7.5,0.03,0.016429761,0.282126373,0.265696612,27.39342987,400.0,0.051165714,0.01628,0.0022,0.0007,0.042997543,0.00%,0.00%,,,0.49333333333333335,0.051165714282790535,0.016279999999069716,5.526953703455785e-09,5.714272898704142e-11,Data/E288_400.csv,61,0.028125511,0.032142144,7.0,8.0,0.015334444,0.017525078,0.318181818
E288_400,E288_400:67,0.1,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.099314286,0.005657143,0.158,0.009,1.590909091,0.00%,0.00%,,,0.011764705882352941,0.0993142857086106,0.005657142856819591,2.9340129245966378e-09,2.5309667530358956e-08,Data/E288_400.csv,67,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.056962025
E288_400,E288_400:68,0.3,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.260228571,0.009428571,0.138,0.005,0.53030303,0.00%,0.00%,,,0.03529411764705882,0.26022857157727347,0.009428571433959183,2.2183323213293666e-09,4.6025973909633075e-08,Data/E288_400.csv,68,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.036231884
E288_400,E288_400:69,0.5,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.383428571,0.012571429,0.122,0.004,0.318181818,0.00%,0.00%,,,0.058823529411764705,0.38342857164767347,0.012571428578612246,1.689163297423682e-09,3.351947933294927e-08,Data/E288_400.csv,69,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.032786885
E288_400,E288_400:70,0.7,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.4928,0.0176,0.112,0.004,0.227272727,0.00%,0.00%,,,0.08235294117647059,0.49280000059136,0.01760000002112,1.199999919419745e-09,1.1999998912586495e-09,Data/E288_400.csv,70,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.035714286
E288_400,E288_400:71,0.9,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.469542857,0.016971429,0.083,0.003,0.176767677,0.00%,0.00%,,,0.10588235294117647,0.4695428565257437,0.016971428549123264,1.0100383678022385e-09,2.656681032887113e-08,Data/E288_400.csv,71,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.036144578
E288_400,E288_400:72,1.1,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.4356,0.020742857,0.063,0.003,0.144628099,0.00%,0.00%,,,0.12941176470588237,0.43560000052271997,0.020742857167748572,1.1999999490031179e-09,8.087052358358954e-09,Data/E288_400.csv,72,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.047619048
E288_400,E288_400:73,1.3,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.384057143,0.016342857,0.047,0.002,0.122377622,0.00%,0.00%,,,0.15294117647058825,0.38405714404223346,0.01634285719328653,2.7137458119588115e-09,1.1826973112879882e-08,Data/E288_400.csv,73,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.042553191
E288_400,E288_400:74,1.5,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.367714286,0.018857143,0.039,0.002,0.106060606,0.00%,0.00%,,,0.17647058823529413,0.36771428592440814,0.018857142867918366,2.0557228527138458e-10,7.0043290133934935e-09,Data/E288_400.csv,74,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.051282051
E288_400,E288_400:75,1.7,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.245771429,0.021371429,0.023,0.002,0.093582888,0.00%,0.00%,,,0.19999999999999998,0.24577142778496,0.02137142850304,4.943780560625238e-09,2.3253475512965524e-08,Data/E288_400.csv,75,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.086956522
E288_400,E288_400:76,1.9,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.204222857,0.014331429,0.0171,0.0012,0.083732057,0.00%,0.00%,,,0.22352941176470587,0.2042228581581365,0.014331428642676244,5.670944544652719e-09,2.4932876941557694e-08,Data/E288_400.csv,76,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.070175439
E288_400,E288_400:77,2.1,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.1254,0.01452,0.0095,0.0011,0.075757576,0.00%,0.00%,,,0.24705882352941178,0.12539999959872,0.014519999953536002,3.200000073534599e-09,3.199999833334379e-09,Data/E288_400.csv,77,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.115789474
E288_400,E288_400:78,2.3,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.104091429,0.013011429,0.0072,0.0009,0.06916996,0.00%,0.00%,,,0.27058823529411763,0.10409142928519836,0.013011428660649796,2.7398832630393113e-09,2.6080932708242283e-08,Data/E288_400.csv,78,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.125
E288_400,E288_400:79,2.5,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.061285714,0.011,0.0039,0.0007,0.063636364,0.00%,0.00%,,,0.29411764705882354,0.0612857139355102,0.010999999937142858,1.052281049516103e-09,5.7142855788081745e-09,Data/E288_400.csv,79,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.179487179
E288_400,E288_400:80,2.7,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.056005714,0.010182857,0.0033,0.0006,0.058922559,0.00%,0.00%,,,0.31764705882352945,0.056005714212106775,0.010182857129473958,3.787234562953853e-09,1.271489484244294e-08,Data/E288_400.csv,80,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.181818182
E288_400,E288_400:81,2.9,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.029165714,0.007291429,0.0016,0.0004,0.054858934,0.00%,0.00%,,,0.3411764705882353,0.02916571437571135,0.0072914285939278374,1.2881952626965369e-08,5.569171185432988e-08,Data/E288_400.csv,81,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.25
E288_400,E288_400:82,3.1,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.016368,0.007014857,0.00084,0.00036,0.051319648,0.00%,0.00%,,,0.3647058823529412,0.016368000029930056,0.00701485715568431,1.8285712920016834e-09,2.2193511087468546e-08,Data/E288_400.csv,82,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.428571429
E288_400,E288_400:83,3.3,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.017216571,0.006637714,0.00083,0.00032,0.048209366,0.00%,0.00%,,,0.388235294117647,0.01721657156827161,0.006637714339574597,3.3007245842788956e-08,5.115836255797427e-08,Data/E288_400.csv,83,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.385542169
E288_400,E288_400:84,3.5,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.00572,0.00396,0.00026,0.00018,0.045454545,0.00%,0.00%,,,0.4117647058823529,0.0057200000572,0.0039600000396,9.999999890369307e-09,9.999999991460416e-09,Data/E288_400.csv,84,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.692307692
E288_400,E288_400:85,3.7,8.5,0.03,0.018620396,0.319743222,0.301122827,27.39342987,400.0,0.014652,0.006512,0.00063,0.00028,0.042997543,0.00%,0.00%,,,0.43529411764705883,0.014651999999162744,0.006511999999627885,5.7142752666040544e-11,5.7143048653529615e-11,Data/E288_400.csv,85,0.028333792,0.031874384,8.0,9.0,0.017525078,0.019715713,0.444444444
E288_400,E288_400:87,0.1,9.5,0.03,0.02081103,0.357360072,0.336549042,27.39342987,400.0,0.073542857,0.005028571,0.117,0.008,1.590909091,0.00%,0.00%,,,0.010526315789473684,0.07354285713865469,0.005028571428284082,1.8853589641528442e-09,8.51701299103427e-08,Data/E288_400.csv,87,0.028500417,0.031666124,9.0,10.0,0.019715713,0.021906348,0.068376068
E288_400,E288_400:88,0.3,9.5,0.03,0.02081103,0.357360072,0.336549042,27.39342987,400.0,0.2244,0.009428571,0.119,0.005,0.53030303,0.00%,0.00%,,,0.031578947368421054,0.22440000012822856,0.009428571433959183,5.714285498237901e-10,4.6025973909633075e-08,Data/E288_400.csv,88,0.028500417,0.031666124,9.0,10.0,0.019715713,0.021906348,0.042016807
E288_400,E288_400:89,0.5,9.5,0.03,0.02081103,0.357360072,0.336549042,27.39342987,400.0,0.342571429,0.012571429,0.109,0.004,0.318181818,0.00%,0.00%,,,0.05263157894736842,0.34257142876718366,0.012571428578612246,6.796139492907098e-10,3.351947933294927e-08,Data/E288_400.csv,89,0.028500417,0.031666124,9.0,10.0,0.019715713,0.021906348,0.036697248
