qT,A,PreFactor,CS,dA,error,sysNorm,sysP2P,y,y_Low,y_High,QM,QM_Low,QM_High,SqrtS,xF,xF_Low,xF_High,x1,x2,BeamE,frac_error
2.9,0.001,0.054858934,0.018228571,0.0003,0.005468571,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,0.3
3.1,0.00028,0.051319648,0.005456,0.00014,0.002728,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,0.5
3.3,0.00058,0.048209366,0.012030857,0.00022,0.004563429,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,0.379310345
3.5,0.00035,0.045454545,0.0077,0.00016,0.00352,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,0.457142857
3.7,0.00006,0.042997543,0.001395429,0.00006,0.001395429,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,1
4.1,0.00008,0.038802661,0.002061714,0.00008,0.002061714,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,1
4.3,0.00016,0.036997886,0.004324571,0.00016,0.004324571,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,1
4.5,0.00007,0.035353535,0.00198,0.00007,0.00198,0.00%,0.00%,0.03,0.028636745,0.031499516,10.5,10,11,27.39342987,0.023001665,0.021906348,0.024096983,0.394976922,0.371975257,400,1
0.1,0.00993,1.590909091,0.006241714,0.00214,0.001345143,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.21550856
0.3,0.00699,0.53030303,0.013181143,0.00097,0.001829143,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.138769671
0.5,0.00753,0.318181818,0.023665714,0.00086,0.002702857,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.114209827
0.7,0.00509,0.227272727,0.022396,0.0006,0.00264,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.117878193
0.9,0.00377,0.176767677,0.021327429,0.00047,0.002658857,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.124668435
1.1,0.00334,0.144628099,0.023093714,0.00043,0.002973143,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.128742515
1.3,0.00289,0.122377622,0.023615429,0.0004,0.003268571,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.138408304
1.5,0.00231,0.106060606,0.02178,0.00037,0.003488571,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.16017316
1.7,0.0012,0.093582888,0.012822857,0.00025,0.002671429,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.208333333
1.9,0.00091,0.083732057,0.010868,0.00022,0.002627429,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.241758242
2.1,0.00052,0.075757576,0.006864,0.00016,0.002112,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.307692308
2.3,0.00032,0.06916996,0.004626286,0.00013,0.001879429,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.40625
2.5,0.00031,0.063636364,0.004871429,0.00012,0.001885714,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.387096774
2.7,0.00016,0.058922559,0.002715429,0.0001,0.001697143,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.625
2.9,0.00021,0.054858934,0.003828,0.00011,0.002005143,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,0.523809524
3.1,0.00005,0.051319648,0.000974286,0.00005,0.000974286,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,1
3.3,0.000049,0.048209366,0.0010164,0.000049,0.0010164,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,1
3.5,0.000046,0.045454545,0.001012,0.000046,0.001012,0.00%,0.00%,0.03,0.028750352,0.031363199,11.5,11,12,27.39342987,0.0251923,0.024096983,0.026287617,0.432593771,0.407401471,400,1
0.1,0.00225,1.590909091,0.001414286,0.00085,0.000534286,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.377777778
0.3,0.00259,0.53030303,0.004884,0.00054,0.001018286,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.208494208
0.5,0.00157,0.318181818,0.004934286,0.00035,0.0011,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.222929936
0.7,0.00207,0.227272727,0.009108,0.00034,0.001496,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.164251208
0.9,0.00154,0.176767677,0.008712,0.00027,0.001527429,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.175324675
1.1,0.00129,0.144628099,0.008919429,0.00024,0.001659429,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.186046512
1.3,0.00097,0.122377622,0.007926286,0.0002,0.001634286,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.206185567
1.5,0.00085,0.106060606,0.008014286,0.00018,0.001697143,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.211764706
1.7,0.00052,0.093582888,0.005556571,0.00014,0.001496,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.269230769
1.9,0.00016,0.083732057,0.001910857,0.00008,0.000955429,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.5
2.1,0.00024,0.075757576,0.003168,0.0001,0.00132,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.416666667
2.3,0.00013,0.06916996,0.001879429,0.00008,0.001156571,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.615384615
2.7,0.00012,0.058922559,0.002036571,0.00007,0.001188,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,0.583333333
2.9,0.000037,0.054858934,0.000674457,0.000037,0.000674457,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,1
3.1,0.000039,0.051319648,0.000759943,0.000039,0.000759943,0.00%,0.00%,0.03,0.02884648,0.031249601,12.5,12,13,27.39342987,0.027382935,0.026287617,0.028478252,0.470210621,0.442827686,400,1
0.1,0.00087,1.590909091,0.000546857,0.00051,0.000320571,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.586206897
0.3,0.00057,0.53030303,0.001074857,0.00023,0.000433714,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.403508772
0.5,0.00062,0.318181818,0.001948571,0.0002,0.000628571,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.322580645
0.7,0.00085,0.227272727,0.00374,0.00021,0.000924,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.247058824
0.9,0.00038,0.176767677,0.002149714,0.00013,0.000735429,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.342105263
1.1,0.00035,0.144628099,0.00242,0.00011,0.000760571,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.314285714
1.3,0.00029,0.122377622,0.002369714,0.0001,0.000817143,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.344827586
1.5,0.00019,0.106060606,0.001791429,0.00008,0.000754286,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.421052632
1.7,0.00009,0.093582888,0.000961714,0.00005,0.000534286,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.555555556
1.9,0.00011,0.083732057,0.001313714,0.00007,0.000836,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.636363636
2.3,0.000057,0.06916996,0.000824057,0.000041,0.000592743,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,0.719298246
2.5,0.00003,0.063636364,0.000471429,0.00003,0.000471429,0.00%,0.00%,0.03,0.028928876,0.03115348,13.5,13,14,27.39342987,0.02957357,0.028478252,0.030668887,0.507827471,0.478253901,400,1
