success,nfev,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nlo_scale_nuisance_sigma,max_absolute_pull,all_starts_success,start_objective_range,replica
True,8,37.85015253170492,1.5770896888210384,1.3420471400755194,0.7924897883280854,3.222108878866775,True,1.7763568394002505e-13,29
True,7,40.02901751212582,1.6678757296719091,1.2591462339666548,0.718892549249941,3.1974381555792695,True,2.7000623958883807e-13,30
True,8,45.02986654471152,1.8762444393629798,1.4043132313396836,0.9836784053189546,2.2294257556027506,True,2.2026824808563106e-13,31
True,6,53.06479243632055,2.211033018180023,1.3579083997414028,1.142802298871408,3.1069318261279864,True,3.979039320256561e-13,32
True,8,50.45985984283572,2.102494160118155,1.2290190142078024,0.6957093773726973,3.0177770700078668,True,1.8474111129762605e-13,33
True,8,57.87215852230658,2.4113399384294407,1.2967826637941224,1.04198416826579,2.6930113387538883,True,3.410605131648481e-13,34
True,7,29.35080336516858,1.2229501402153575,1.2967872613355165,0.7174026959932768,2.050962323108438,True,1.8118839761882555e-13,35
True,8,35.58548592967071,1.4827285804029462,1.393552959852708,1.032580560142521,2.7160921718836386,True,1.3500311979441904e-13,36
True,8,41.65231411312709,1.735513088046962,1.425537515128113,1.1006582256613742,2.4737454989827885,True,1.4921397450962104e-13,37
True,8,43.46895193039021,1.8112063304329256,1.3104301416508333,1.088087644656394,2.857098164314427,True,1.9184653865522705e-13,38
True,8,32.13450612190925,1.338937755079552,1.4146097033248954,0.893491801858402,2.748495893152017,True,1.2789769243681803e-13,39
True,12,34.798850416568605,1.4499521006903586,1.3329261010336246,1.0262631164538611,2.968465529710145,True,1.4921397450962104e-13,40
True,7,52.114460814970435,2.171435867290435,1.3129638024748402,0.8526732161412109,2.8568348222988353,True,3.623767952376511e-13,41
True,9,54.812344132394394,2.2838476721830996,1.4042830102831152,1.0505308620046272,3.2063904219514408,True,2.7000623958883807e-13,42
True,7,57.00214772840392,2.375089488683497,1.5094895571349058,1.0217385519004505,3.3467095117516013,True,1.4210854715202004e-13,43
True,9,59.273869945549265,2.469744581064553,1.3448217957340178,0.724137477233668,3.648202946609808,True,2.8421709430404007e-13,44
True,8,34.52861700908124,1.438692375378385,1.2683533577955262,0.8059204221513604,3.055348031521168,True,2.2737367544323206e-13,45
True,8,57.73415025691421,2.405589594038092,1.3266221149824156,0.705510655452363,3.6268134573189026,True,2.2737367544323206e-13,46
True,7,42.932321954471284,1.7888467481029702,1.279454882701565,0.8101423067469155,3.2264518606296613,True,2.2737367544323206e-13,47
True,7,32.27769491089918,1.344903954620799,1.3200180519327842,0.9098353726059704,2.1381675490306344,True,2.0605739337042905e-13,48
True,8,50.16909102743958,2.0903787928099824,1.3341443141580418,0.7264752262587415,3.0819501539811296,True,3.126388037344441e-13,49
True,8,34.03115434034525,1.4179647641810522,1.2875553266395041,0.8407441785412374,2.656470381248422,True,1.5631940186722204e-13,50
True,8,37.70187642361664,1.5709115176506934,1.3980221321071913,1.2963328037190525,2.3908083040629777,True,1.4921397450962104e-13,51
True,8,42.49666564459746,1.7706944018582276,1.368337142934586,0.9527221551373478,3.0335059188885434,True,2.0605739337042905e-13,52
True,8,23.578364041074586,0.9824318350447744,1.3486295066732998,1.3798357373052137,2.2791236126470826,True,1.0658141036401503e-13,53
True,8,35.41349980566308,1.4755624919026282,1.3073338890708837,1.028619315596687,2.8010438725720412,True,3.197442310920451e-13,54
True,8,46.28954218102378,1.9287309242093242,1.3428099231298471,1.040083419282114,3.291763067333892,True,3.126388037344441e-13,55
True,7,44.92795814817305,1.871998256173877,1.3168219578595206,1.0328456824132324,3.715314617533225,True,3.552713678800501e-13,56
True,10,38.47018846167681,1.6029245192365338,1.2825903459233599,0.9229124056991989,3.0570010621661274,True,2.3447910280083306e-13,57
True,7,64.93533402549807,2.705638917729086,1.4549609784608972,0.8119034851439485,3.6428068768234496,True,2.1316282072803006e-13,58
True,7,46.08412798070406,1.9201719991960025,1.3692505423920716,0.8555231930660923,2.6286503381638133,True,3.481659405224491e-13,59
True,9,44.301543224691926,1.8458976343621636,1.4568991837848921,1.1187018944204372,2.2160824487979562,True,2.0605739337042905e-13,60
True,8,57.972213877989525,2.4155089115828967,1.3197851905437057,0.8808974104150592,3.132072298222233,True,3.623767952376511e-13,61
True,7,45.18393385420101,1.8826639105917087,1.41404831333217,0.6463439483346817,3.3794343740441013,True,3.339550858072471e-13,62
True,7,37.03090468814255,1.5429543620059396,1.3703341927128536,0.8909646357503912,2.3062736174647456,True,1.6342482922482304e-13,63
True,14,40.86791010176762,1.7028295875736508,1.402031942477471,0.7664685024745409,2.335903426440233,True,1.9895196601282805e-13,64
True,10,57.30429664979597,2.387679027074832,1.3811524084016096,0.9630651141510642,4.205219675392128,True,2.4158453015843406e-13,65
True,8,45.13758913686077,1.880732880702532,1.3890654075244118,0.8057105616112399,2.9566099849613523,True,2.1316282072803006e-13,66
True,7,58.48220747338233,2.436758644724264,1.2579247202003574,0.9147487871417469,4.106739824063598,True,4.547473508864641e-13,67
True,7,40.15570175224397,1.6731542396768322,1.275884592583587,0.822680959101407,3.2039600024232624,True,2.2026824808563106e-13,68
True,12,36.718451924346155,1.5299354968477565,1.40562134239131,1.0910507766661242,2.800862033358353,True,2.2737367544323206e-13,69
True,9,43.917652296434674,1.8299021790181114,1.3230224932298134,1.0669632267884637,3.8636701650872896,True,2.4868995751603507e-13,70
True,7,41.54919648731908,1.7312165203049616,1.365866950618068,0.9998245976162123,2.4562391786601276,True,3.126388037344441e-13,71
True,8,60.89576556695522,2.537323565289801,1.3092190487189657,0.9728946336577966,3.15387381645866,True,3.907985046680551e-13,72
True,7,47.11949259443769,1.9633121914349037,1.309957059510759,0.8825670014674358,2.49263887641314,True,1.9184653865522705e-13,73
True,9,67.56633792785897,2.815264080327457,1.30502790593712,0.8488506553502937,3.8098246586591187,True,3.268496584496461e-13,74
True,8,34.93483743050047,1.455618226270853,1.4583070675056629,0.9456620222282677,3.05959953494367,True,1.6342482922482304e-13,75
True,8,54.358709358995654,2.2649462232914854,1.3866362021442915,1.035759274379557,3.7882729564621838,True,3.836930773104541e-13,76
True,10,36.78091690541339,1.5325382043922247,1.3745939519026196,0.9085308267275081,2.598325871760909,True,4.334310688136611e-13,77
True,8,41.78027830775607,1.7408449294898363,1.383567093810333,0.829704677361658,3.700480132268583,True,3.623767952376511e-13,78
True,8,50.67165565343569,2.1113189855598207,1.3042787768268467,0.9824765782919518,2.4159914552477457,True,2.913225216616411e-13,79
True,9,56.01999387309184,2.3341664113788267,1.3612300200047138,0.7929475468040009,3.1961288765241123,True,2.984279490192421e-13,80
True,8,37.8397231265464,1.5766551302727667,1.336639431516578,0.8959901159861621,2.4278004889354174,True,1.7763568394002505e-13,81
True,9,60.282838482813936,2.511784936783914,1.2973216888792183,0.9244234570176383,3.155086582224957,True,2.7000623958883807e-13,82
True,9,74.4212789521316,3.1008866230054832,1.278725442524372,0.9267257135770327,3.8766081648312207,True,3.410605131648481e-13,83
True,8,37.50657659141104,1.5627740246421267,1.3840555933513523,0.8362123897458169,2.168012245556656,True,2.5579538487363607e-13,84
True,8,31.65282367233676,1.3188676530140315,1.3238261692420759,0.8386049539764147,2.2504210250996617,True,1.7408297026122455e-13,85
True,9,36.70707913846105,1.5294616307692104,1.346260489481167,0.7803776797231856,2.340381503562982,True,1.9895196601282805e-13,86
True,8,66.25249368457061,2.760520570190442,1.3846810576196853,0.9139208717887619,3.79242665180443,True,2.2737367544323206e-13,87
True,9,55.892789429572616,2.328866226232192,1.3584239386610357,0.8177250434862625,3.1583594958049974,True,2.4158453015843406e-13,88
True,16,43.267026803337615,1.8027927834724007,1.3232899976894754,0.6345674561560302,4.455555678829106,True,3.836930773104541e-13,89
True,8,38.23322877730494,1.5930511990543723,1.290387628575605,1.1677377394925283,2.9850126951174754,True,1.9895196601282805e-13,90
True,8,39.660506048475895,1.6525210853531622,1.3870159275393474,0.8007801510580375,2.6251899618221466,True,2.3447910280083306e-13,91
True,7,31.162145821435235,1.2984227425598014,1.3720407759987545,1.1620827042763022,2.2866192806309873,True,1.7053025658242404e-13,92
True,14,52.85788568435737,2.2024119035148906,1.3108391045229815,0.6990159558789875,3.253266176786485,True,1.9184653865522705e-13,93
True,9,54.53532295639881,2.272305123183284,1.3918548511014786,0.8339825594627818,2.970296770244945,True,2.4158453015843406e-13,94
True,9,40.7643145076569,1.698513104485704,1.376434910995337,0.8725172609902238,3.003039154320637,True,2.3447910280083306e-13,95
True,7,43.88930813274802,1.8287211721978343,1.3900512399866374,1.0656806969851607,2.7010644453596377,True,3.268496584496461e-13,96
True,9,46.79871795962632,1.9499465816510968,1.3778399504847476,1.2196830808495087,2.8851820824173906,True,4.263256414560601e-13,97
True,8,44.57387566168359,1.857244819236816,1.4316490673268534,0.9769293500389524,2.961433132009516,True,4.121147867408581e-13,98
True,9,48.445269739312884,2.0185529058047034,1.309022622627222,0.889866928483453,2.8931290399121146,True,4.760636329592671e-13,99
True,14,53.64295356309404,2.2351230651289185,1.39937597217381,1.07725315753406,4.617056664952496,True,3.197442310920451e-13,100
True,6,43.8556899192086,1.8273204133003584,1.359981219208287,1.1266871586067393,2.7071454973497024,True,2.913225216616411e-13,101
True,9,68.30381417605093,2.8459922573354555,1.4172734787484151,0.925227385540372,3.988086292876364,True,5.115907697472721e-13,102
True,9,54.088626840865935,2.2536927850360806,1.3784396050187386,0.8216931976748355,2.9904171483630893,True,3.979039320256561e-13,103
True,17,35.20192737882964,1.4667469741179016,1.346226948827247,0.9348293943602318,2.749728652340954,True,1.3500311979441904e-13,104
True,8,41.938273312895895,1.7474280547039955,1.3501633608924095,1.0246668486219666,2.80773135463242,True,1.6342482922482304e-13,105
True,7,36.213040902040795,1.5088767042516997,1.366803342315009,0.8365747861780328,2.26407761051572,True,1.9895196601282805e-13,106
True,8,79.1861380374889,3.2994224182287044,1.367162889007049,1.084643662795911,3.2634452151705893,True,4.973799150320701e-13,107
True,7,44.74125759929352,1.86421906663723,1.3542002509958526,0.8046976428051419,3.0370561649885763,True,2.6290081223123707e-13,108
True,7,66.08604110497899,2.7535850460407914,1.3283249058409379,1.1413231166084519,3.7753886103477643,True,3.836930773104541e-13,109
True,6,39.55183414021956,1.647993089175815,1.3967978883674648,0.6878643195367513,2.593400061101051,True,1.4921397450962104e-13,110
True,8,47.09213172368507,1.9621721551535447,1.3797646832762083,0.9348292512753693,3.1273544473982215,True,2.4158453015843406e-13,111
True,8,49.15421556789843,2.0480923153291015,1.395356563262041,0.9801990940326386,2.4200266292851813,True,1.7053025658242404e-13,112
True,8,30.07182793542702,1.2529928306427924,1.2667712858075626,1.0118896875897778,1.9665251232778056,True,1.4921397450962104e-13,113
True,8,57.89794781811522,2.4124144924214677,1.412907511515544,0.9179841243530441,4.020687385681268,True,5.186961971048731e-13,114
True,7,43.531885336966546,1.8138285557069393,1.2670278990211545,0.9494258668483262,2.927141066886595,True,4.121147867408581e-13,115
True,7,49.51910511179319,2.0632960463247163,1.3861017577359176,1.0761306904072425,2.6911445267275673,True,2.4868995751603507e-13,116
True,8,50.36602305708505,2.0985842940452106,1.35432778681733,0.8214006996066512,3.26783772235856,True,6.181721801112872e-13,117
True,10,50.954527070532286,2.123105294605512,1.4032189965378035,0.7598258258310833,3.017140481804221,True,2.2026824808563106e-13,118
True,7,55.86011043673444,2.3275046015306016,1.3976819564571699,1.2205107060832496,2.88955490982751,True,2.6290081223123707e-13,119
True,9,39.243182148707824,1.6351325895294926,1.4249879584018355,1.3778621334245316,2.703596894526383,True,1.7053025658242404e-13,120
True,8,32.94768981477131,1.3728204089488045,1.3660260940267426,0.8288446387543915,2.3523166754604103,True,1.7053025658242404e-13,121
True,12,49.81154655417793,2.0754811064240806,1.3802475799318585,0.8866694894618401,2.923992510976213,True,1.8474111129762605e-13,122
True,10,55.50685729819026,2.3127857207579274,1.360944195256192,1.087951908792766,3.2183420390535877,True,4.689582056016661e-13,123
True,7,51.027883723723185,2.1261618218217992,1.4771831158259223,1.189677958176259,3.249028921471668,True,1.9895196601282805e-13,124
True,8,36.62665557745354,1.5261106490605643,1.3226158607854857,1.2208115530424433,2.3812824805459516,True,1.4210854715202004e-13,125
True,9,51.66837647747383,2.152849019894743,1.3330166108382127,1.0106561794937294,2.886650365404761,True,3.552713678800501e-13,126
True,8,65.04570419563363,2.710237674818068,1.3198121136666108,0.9809366902714499,2.9952597562972207,True,3.410605131648481e-13,127
True,9,42.13534308933456,1.7556392953889401,1.340567762765861,1.0395411847883087,2.5764590298280634,True,1.9184653865522705e-13,128
True,7,23.125918237037553,0.9635799265432313,1.3946936429074503,1.0226087019372463,2.066604691341374,True,7.815970093361102e-14,129
True,8,33.25153051354489,1.3854804380643706,1.3736171821951737,0.9423206562886074,2.71949188109389,True,1.9184653865522705e-13,130
True,8,32.45810542090712,1.3524210592044632,1.276400933555556,0.7171812087356155,2.199173531060711,True,2.0605739337042905e-13,131
True,8,81.53419056087814,3.397257940036589,1.4090019576337391,1.0419779287747044,3.0562710325913,True,3.552713678800501e-13,132
True,8,38.73275279849147,1.6138646999371444,1.3307765362468935,1.0003223242609633,3.5712556830146407,True,1.3500311979441904e-13,133
True,7,29.968183459911106,1.2486743108296294,1.427154954641196,0.7988658277383962,2.0626595714054625,True,1.9184653865522705e-13,134
True,8,54.881117106890116,2.286713212787088,1.358133341768608,1.198478457042044,2.4435123909017595,True,2.5579538487363607e-13,135
True,8,43.20226049288497,1.8000941872035403,1.354672798188468,0.9099670431543097,2.8897689109307003,True,1.7763568394002505e-13,136
True,9,43.17191913792418,1.7988299640801741,1.3981404369972767,0.8525195188875068,3.1364957787282783,True,2.4868995751603507e-13,137
True,7,37.47132202466053,1.5613050843608554,1.3621772905109155,1.0196418214036094,3.440510542136502,True,2.7711166694643907e-13,138
True,8,33.678247474103664,1.403260311420986,1.3629923994783242,1.1345124592760765,2.4551563021635756,True,1.9895196601282805e-13,139
True,7,39.94703382259205,1.664459742608002,1.3247059126154632,0.8758810499475496,2.7948578676620706,True,2.8421709430404007e-13,140
True,8,54.136795607630155,2.2556998169845897,1.351983063474443,0.6774415478579361,3.592225992648219,True,4.050093593832571e-13,141
True,8,38.39644005648245,1.599851669020102,1.2249922799829895,0.985947020339676,3.314045978352639,True,1.7053025658242404e-13,142
True,9,66.62114121788792,2.7758808840786635,1.3272877437578299,0.8602159754454737,2.861481827454979,True,4.689582056016661e-13,143
True,6,60.046810627608096,2.501950442817004,1.3543873401110333,1.0153718646142837,3.5235937916196227,True,4.121147867408581e-13,144
True,9,55.406012770459405,2.3085838654358084,1.3069150852779914,0.8496846795765122,3.3513497479753696,True,5.115907697472721e-13,145
True,8,42.31704611047088,1.7632102546029536,1.4415942364991634,0.9980340979190743,2.420609811884415,True,1.9184653865522705e-13,146
True,8,26.692089243978,1.11217038516575,1.4254255130114726,1.4042756445551479,1.9975101683829473,True,8.881784197001252e-14,147
True,8,42.323000773731565,1.7634583655721485,1.3880406837458716,0.9302631711363076,2.4826337472325593,True,2.6290081223123707e-13,148
True,9,67.48248725584345,2.8117703023268104,1.4272320262662008,1.042667545386485,3.2068189552664017,True,3.410605131648481e-13,149
True,7,45.378061896928216,1.8907525790386757,1.2513006097187438,0.999464626474265,2.7428496846221697,True,1.9895196601282805e-13,150
True,6,55.7141148661028,2.3214214527542834,1.3237931332894586,1.1201057671548915,3.9578085864267853,True,3.126388037344441e-13,151
True,9,60.54301559703465,2.522625649876444,1.3444821992316582,0.6809049365575676,3.64720476211448,True,2.5579538487363607e-13,152
True,8,30.932238581420748,1.2888432742258644,1.431510126945373,0.7099263169321499,2.3041702171911815,True,2.7711166694643907e-13,153
True,8,35.391597753342595,1.4746499063892748,1.2449154308023194,0.7956794805330436,2.33292962522025,True,1.8474111129762605e-13,154
True,9,44.69727777430625,1.8623865739294272,1.3966278851759737,0.9838931376838378,3.088141415676645,True,2.1316282072803006e-13,155
True,7,43.270818869375326,1.802950786223972,1.3947530336040002,1.0146502123502996,2.5652101316440126,True,3.197442310920451e-13,156
True,9,64.83989347047174,2.7016622279363225,1.2546093301785675,0.7766448453644078,3.941551505445301,True,4.405364961712621e-13,157
True,9,41.92783402630401,1.7469930844293338,1.3761087193585777,1.1997591584654712,2.5411480206349095,True,1.7053025658242404e-13,158
True,8,55.2398867020457,2.3016619459185708,1.2826639762717251,1.0255448391873392,3.2910065760787277,True,2.5579538487363607e-13,159
True,9,59.59938858902387,2.4833078578759946,1.3980381621810896,1.1019473558809147,4.055158929085574,True,3.907985046680551e-13,160
True,7,38.02176606855059,1.5842402528562747,1.383578458652446,1.0734451902812943,2.2294833148822213,True,1.9895196601282805e-13,161
True,9,51.013888863055165,2.1255787026272985,1.319581371291373,0.9164002800954361,3.3349759629199713,True,3.979039320256561e-13,162
True,8,46.36275863887761,1.9317816099532337,1.4424056347809773,0.8659235946412001,2.4240982808307336,True,2.984279490192421e-13,163
True,9,37.69121814489681,1.5704674227040336,1.355503631140161,1.0561263814136974,2.6743591478068875,True,1.7053025658242404e-13,164
True,9,37.99654386654524,1.5831893277727183,1.3431663179937383,1.0010234670949394,2.436049321043833,True,4.405364961712621e-13,165
True,17,24.40980874533584,1.0170753643889934,1.4234165704502548,1.108689193772299,2.0482188417218268,True,8.881784197001252e-14,166
True,10,33.079072038641804,1.3782946682767419,1.4003013419448955,0.893216729629228,2.4727625470666226,True,2.4158453015843406e-13,167
True,9,60.80472883885917,2.5335303682857986,1.2738395505056022,0.663666454839563,3.5370530168694283,True,3.410605131648481e-13,168
True,9,36.01265406913452,1.500527252880605,1.4659849548024921,1.3318801753710219,2.3002435418097207,True,1.9184653865522705e-13,169
True,12,45.632595675571636,1.9013581531488182,1.3874134511302538,1.1768324077831203,3.0569184441646375,True,2.4868995751603507e-13,170
True,8,66.72740190155616,2.7803084125648403,1.2814018392362525,0.8947990061176733,3.6649683814887744,True,8.668621376273222e-13,171
True,7,46.25372056409949,1.9272383568374787,1.337495413138052,1.0971894856023132,3.3625851999952885,True,2.913225216616411e-13,172
True,8,52.47153314870524,2.186313881196052,1.4408953339390032,1.2629393607103272,3.0241791483462475,True,2.4158453015843406e-13,173
True,9,40.09197851666686,1.6704991048611193,1.314282581175903,0.681725981766857,3.2912369592432347,True,5.186961971048731e-13,174
True,7,18.33944165913099,0.7641434024637913,1.2916660425473223,0.9975790641794742,1.6059764356167672,True,7.460698725481052e-14,175
True,9,46.576488180751745,1.9406870075313227,1.2907805242993333,0.8291512753857326,3.9254986424359553,True,4.121147867408581e-13,176
True,8,61.947448357112094,2.581143681546337,1.4681187379080383,1.2441693199536048,3.653066517663959,True,2.0605739337042905e-13,177
True,6,31.03264584890294,1.293026910370956,1.3241592569440497,1.0636860921612747,2.18049786595917,True,1.1723955140041653e-13,178
True,8,38.95368505184422,1.623070210493509,1.3293526345011153,1.1244029431893388,2.853040626320585,True,3.126388037344441e-13,179
True,9,39.41497803872543,1.6422907516135596,1.4218720989041356,0.8519670324736642,2.825329903717723,True,2.0605739337042905e-13,180
True,9,50.57549461963723,2.107312275818218,1.3492321114920105,1.0923342733293897,3.459053982049936,True,2.1316282072803006e-13,181
True,8,68.23124172776684,2.8429684053236186,1.3925362491689808,0.8937966490342278,3.891950018926205,True,2.8421709430404007e-13,182
True,8,50.872750875752445,2.119697953156352,1.30619747788458,0.7182725452444967,2.9871137468242646,True,3.623767952376511e-13,183
True,7,37.18047047230167,1.5491862696792362,1.33611947662469,0.971496767581509,3.2779488623950344,True,1.4210854715202004e-13,184
True,7,30.116671778369064,1.254861324098711,1.3309113406163724,0.8694771386638722,1.985322789751451,True,1.6342482922482304e-13,185
True,9,37.67945301965425,1.5699772091522604,1.3447736560172154,0.7920979155627478,2.3690045075976913,True,1.2789769243681803e-13,186
True,7,45.287846273123925,1.8869935947134968,1.4004335018942695,1.1476988400357166,3.356649862131683,True,2.984279490192421e-13,187
True,9,53.2146956800032,2.2172789866668,1.3517378969459872,0.7506403226568039,3.2628589829814545,True,4.192202140984591e-13,188
True,8,33.96519776512219,1.415216573546758,1.3636966622528839,0.6687466384029497,2.3233854205471354,True,2.4868995751603507e-13,189
True,8,37.68330588614686,1.5701377452561192,1.3833898259941264,1.23460140368957,2.887438446326063,True,1.2079226507921703e-13,190
True,9,58.21615645564055,2.4256731856516898,1.3530281538264584,0.7231639819359409,3.292049299972885,True,3.197442310920451e-13,191
True,9,57.49152842975148,2.395480351239645,1.3937559418164847,1.1162226103641826,4.590101121291734,True,1.7763568394002505e-13,192
True,8,50.266905484722564,2.0944543951967733,1.250107412132711,0.8052035022728021,3.7238618240360077,True,2.4868995751603507e-13,193
True,8,54.17288822586351,2.2572036760776464,1.3848199914919241,1.0927799414132384,2.4788201283950344,True,2.913225216616411e-13,194
True,8,32.534203935436395,1.3555918306431831,1.3456681705287152,0.7136183140529981,2.2359124065150655,True,2.2737367544323206e-13,195
True,9,50.69254338343299,2.112189307643041,1.3461072057539702,1.0080177434441413,4.152422725368358,True,4.192202140984591e-13,196
True,7,34.22335435955424,1.42597309831476,1.4184695476936413,0.7517418147593401,2.784771215946374,True,1.9895196601282805e-13,197
True,8,54.11761109314771,2.2549004622144877,1.3379062013632679,0.9604951630541854,3.384169936697126,True,3.197442310920451e-13,198
True,6,53.41746016702777,2.2257275069594904,1.2526308793442704,0.8068129228705536,2.9404439778355025,True,3.126388037344441e-13,199
