endpoint,profile,optimizer_success,data_chi2_per_row,data_chi2,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nlo_scale_nuisance_sigma,max_absolute_pull,min_prediction,max_prediction,pass_operational_gate
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s306,late_0p22_0p32,True,0.9459250842294674,22.702202021507222,25.761730474663235,1.0734054364443015,1.3462695416291126,0.8909544487580991,2.3818213180311543,1.4214071050438322,3.9110536323511322,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,early_0p18_0p28,True,0.9190244223089835,22.0565861354156,25.151121030276116,1.0479633762615048,1.3603323225185,0.959452483986515,2.465209709883171,1.430691947038603,3.9010371988174506,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,central_0p20_0p30,True,0.9448076211517367,22.675382907641684,25.780042809746032,1.0741684504060847,1.3530648873606845,0.9263967405835333,2.432019762672313,1.4238538800345144,3.9001734898406855,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s307,late_0p22_0p32,True,0.954973981655627,22.91937555973505,25.994337266393856,1.083097386099744,1.3493025682962658,0.8869562545688935,2.3837634382494106,1.421601109270046,3.903799887740313,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,early_0p18_0p28,True,0.9147385504413336,21.953725210592008,25.03169108492816,1.0429871285386734,1.3553261053049384,0.9611183457869081,2.4660682955106035,1.4305271517047202,3.9042248201383183,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,central_0p20_0p30,True,0.9386846665525338,22.528431997260807,25.61683934397923,1.0673683059991346,1.3486412075190626,0.9289463596316593,2.429186442871059,1.4236970730614755,3.9039992554058394,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,late_0p22_0p32,True,0.9477933670576975,22.74704080938474,25.81119440900006,1.0754664337083357,1.3450513272693125,0.8922591570935432,2.375695015842516,1.4219114126511803,3.907872795336631,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,early_0p18_0p28,True,0.9130766057590316,21.91383853821676,25.011195830905244,1.042133159621052,1.3623297807463175,0.9612657005154143,2.4689406156044718,1.4303134558972104,3.909654902838873,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,central_0p20_0p30,True,0.9373418913609903,22.496205392663764,25.598507544845248,1.0666044810352187,1.356043425302219,0.9255277606445282,2.4373175791390573,1.4225358509788153,3.910579058024324,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,late_0p22_0p32,True,0.9480983003421132,22.754359208210715,25.81918739410801,1.0757994747545003,1.3518013133308082,0.8818736952513654,2.400334294492999,1.4195766967715824,3.913662512330437,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,early_0p18_0p28,True,0.9145706599841749,21.949695839620198,25.051608299886706,1.0438170124952795,1.362951476586953,0.9594861589176419,2.4689161639033705,1.4300349725747974,3.9066577574731562,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,central_0p20_0p30,True,0.9398802656751818,22.557126376204366,25.666692410861636,1.0694455171192347,1.3560737409295407,0.9236043868086775,2.438051653678756,1.422307929692552,3.9071684588285693,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,late_0p22_0p32,True,0.9510429496495613,22.825030791589473,25.899235366965698,1.079134806956904,1.3517806422487302,0.8798351453947116,2.3993037272248245,1.4193983876128229,3.910480809163407,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,early_0p18_0p28,True,0.9132730034248725,21.918552082196946,25.000676608989547,1.0416948587078978,1.3571074916196844,0.9616969571647755,2.467274265370534,1.4304715870786768,3.9070398952963714,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,central_0p20_0p30,True,0.9369439654016812,22.486655169640347,25.576946384807492,1.065706099366979,1.3507346671388618,0.9283878471244117,2.431621542859283,1.423292297827234,3.9073934659342577,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,late_0p22_0p32,True,0.9464398016091816,22.71455523862036,25.776314677797444,1.0740131115748934,1.3469536182621067,0.8895963625177746,2.3835168846424595,1.4211377300531751,3.9110041458769733,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,early_0p18_0p28,True,0.9151939916876272,21.964655800503053,25.0389312036205,1.0432888001508542,1.3538359738977603,0.9600406741702288,2.4647658085977673,1.430288411877978,3.9032818097535333,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,central_0p20_0p30,True,0.9388661048895411,22.532786517348992,25.61868408110814,1.0674451700461725,1.3467388420698758,0.9282120387874127,2.4267732862553126,1.4235456309482462,3.902591305448161,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,late_0p22_0p32,True,0.9474349051340032,22.738437723216077,25.8038782332405,1.0751615930516876,1.3430608569219262,0.8932245315140221,2.3700339110573534,1.422105610946523,3.9064306355193215,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,early_0p18_0p28,True,0.9158767166729245,21.981041200150187,25.080292133947097,1.0450121722477956,1.361635967466546,0.958892939116374,2.468331353468094,1.4300427090722785,3.904609825859675,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,central_0p20_0p30,True,0.941521918490134,22.596526043763212,25.70504414307646,1.071043505961519,1.3545233834315935,0.9236000177540808,2.4374478629896315,1.4225216282110253,3.904740192331528,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,late_0p22_0p32,True,0.9525479317282951,22.861150361479083,25.936510841361024,1.080687951723376,1.3503770571550262,0.8809033294472023,2.3965047393031274,1.4198152341289483,3.9082126523500555,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,early_0p18_0p28,True,0.9153295176991327,21.967908424779186,25.06159365639875,1.0442330690166146,1.3601496159104103,0.9593613062262396,2.4672633187148967,1.4301110229366638,3.904890306969631,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,central_0p20_0p30,True,0.9402812288319766,22.566749491967435,25.669620955038283,1.0695675397932618,1.3530788949320964,0.9248561922731435,2.434237741975954,1.4227412918027478,3.904853200028,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,late_0p22_0p32,True,0.9506006143474034,22.814414744337682,25.88689266486726,1.0786205277028025,1.3489922051904746,0.8840242730115758,2.389374956248246,1.4203231819322362,3.908340819273714,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,early_0p18_0p28,True,0.9154145897875274,21.969950154900655,25.048094686551906,1.0436706119396628,1.3553102376925343,0.9609904748125029,2.465691264768294,1.430589391655879,3.9033661457976527,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,central_0p20_0p30,True,0.9395162361798203,22.54838966831569,25.637394013386356,1.068224750557765,1.3485497144488563,0.9291126826552757,2.428681166516979,1.4238621856232003,3.9029632495535536,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,late_0p22_0p32,True,0.9485660265927356,22.765584638225658,25.830866998384327,1.0762861249326803,1.3450192543004948,0.8927993490264471,2.374133214683286,1.4221406666840604,3.906884426679263,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,early_0p18_0p28,True,0.9139628132204515,21.935107517290835,25.02481443489808,1.0427006014540867,1.3591062546312416,0.9596055014718576,2.4674095461917678,1.4299601098272972,3.9072417496311314,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,central_0p20_0p30,True,0.9379647335436818,22.511153605048364,25.60848848653783,1.067020353605743,1.3522454989608221,0.9247668260646161,2.434506986034153,1.4224263021213788,3.9074363833444403,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,late_0p22_0p32,True,0.9478688826979976,22.748853184751948,25.814807929257007,1.0756169970523752,1.3480928818367643,0.8840043077818305,2.3921657068287168,1.4200574130051233,3.9106482525282185,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,early_0p18_0p28,True,0.9154131104390187,21.969914650536445,25.05086512592443,1.043786046913518,1.3563626798558834,0.961190123214354,2.465966204468513,1.430660295901884,3.903784587126759,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,central_0p20_0p30,True,0.9395419075453425,22.54900578108822,25.639973930402718,1.0683322471001133,1.3497234314291247,0.9290951559616887,2.4296298631896827,1.423886355363973,3.9034874663897807,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,late_0p22_0p32,True,0.9487238728713079,22.769372948911386,25.83447753778639,1.0764365640744329,1.346201393749494,0.8919881626424898,2.3770151588002957,1.4220224196257245,3.9073269122437218,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,early_0p18_0p28,True,0.9144143896142439,21.945945350741855,25.04853564150879,1.0436889850628661,1.3630199893851744,0.9589571112419973,2.4689960275933203,1.429858510009034,3.9067704204507603,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,central_0p20_0p30,True,0.9398030957790051,22.555274298696126,25.665689373188247,1.0694037238828435,1.3559869947816559,0.922671134256089,2.43850315166754,1.422024772191337,3.907266440494381,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,late_0p22_0p32,True,0.951096309219691,22.826311421272592,25.901523523769328,1.079230146823722,1.351560801120084,0.8785697437092531,2.4005588266906477,1.4190771676026177,3.9105166732523493,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,early_0p18_0p28,True,0.9149795090310137,21.959508216744332,25.056898522050943,1.0440374384187894,1.3615668212184262,0.9601719817195082,2.468531836212838,1.43028437460887,3.906112254319054,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,central_0p20_0p30,True,0.940099776080868,22.562394625940836,25.66762028800055,1.0694841786666895,1.3548763814656666,0.9251442275233285,2.4370164571105115,1.4227860274743886,3.9065261772987934,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,late_0p22_0p32,True,0.9509195065823773,22.82206815797706,25.8927837679742,1.0788659903322584,1.3508377275579708,0.8824948925640491,2.396418340827785,1.420040758739885,3.909957169528202,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,early_0p18_0p28,True,0.9146040409249329,21.95049698219838,25.041975736828782,1.0434156557011993,1.3600158872632797,0.960930331741318,2.467889492310354,1.4304380125971918,3.90723308997531,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,central_0p20_0p30,True,0.9388869599161943,22.533287037988664,25.631293828138013,1.0679705761724172,1.3535933128348299,0.9264272605762675,2.4357920936080477,1.4230353113111125,3.907629514965448,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,late_0p22_0p32,True,0.9490844849745318,22.77802763938876,25.841320333206877,1.0767216805502866,1.349684447995731,0.8847974653423251,2.395317597269036,1.420446712393919,3.9109045253555133,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,early_0p18_0p28,True,0.9131894859975409,21.916547663940978,24.99356890615238,1.0413987044230157,1.3555324250413499,0.9626914884668064,2.467275986387223,1.4307380817527637,3.906739608805345,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,central_0p20_0p30,True,0.9366786880092767,22.480288512222636,25.566025112580444,1.0652510463575184,1.3494251011188854,0.9302958457752843,2.430501434383257,1.4237857305375827,3.9071477450098753,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,late_0p22_0p32,True,0.9459039220139417,22.701694128334598,25.760373656221887,1.0733489023425786,1.345912613212994,0.8926540184480173,2.3795911992873253,1.4217902149519845,3.9109865925566925,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,early_0p18_0p28,True,0.9161890585408564,21.98853740498056,25.065482148357738,1.0443950895149057,1.3551511910747487,0.9610455414931162,2.4644418369676453,1.4307257134429245,3.903055713640405,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,central_0p20_0p30,True,0.9399608882568312,22.559061318163945,25.64619839251133,1.068591599687972,1.3483517421911766,0.9296692158932748,2.4268918659616485,1.4241408407214486,3.9023260342472876,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,late_0p22_0p32,True,0.9485252957989118,22.764607099173883,25.828230054651733,1.0761762522771556,1.3448703266644477,0.8942780725927421,2.37136838099489,1.4225648219062565,3.9061071660202615,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,early_0p18_0p28,True,0.9147600487563675,21.95424117015282,25.05292296413669,1.0438717901723622,1.3618104068944943,0.9592117803827601,2.468269559557428,1.4299823675715995,3.9061970173198244,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,central_0p20_0p30,True,0.9398680111108911,22.55683226666138,25.66363101692067,1.0693179590383612,1.354807924485002,0.9236713360016934,2.4368112890014895,1.422339135987764,3.906490392332333,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,late_0p22_0p32,True,0.9507020635891026,22.816849526138462,25.890080137710157,1.0787533390712565,1.3505383890086757,0.8809177827347967,2.3964134270504904,1.4196123291256229,3.909805821622009,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,early_0p18_0p28,True,0.9149958214436665,21.959899714647996,25.040519550054682,1.0433549812522784,1.3564310023998631,0.9617894838946921,2.466421799775788,1.430756968043707,3.904523822325705,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,central_0p20_0p30,True,0.9391051342863074,22.538523222871383,25.628666533115556,1.0678611055464815,1.3499791674136823,0.9295867970655662,2.430186447860795,1.4239384815607377,3.904451294551936,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,late_0p22_0p32,True,0.9484366982257422,22.762480757417812,25.82583751483083,1.0760765631179512,1.346472960973135,0.8920537933431576,2.3784727514690123,1.4219744060353485,3.9083044137415555,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,early_0p18_0p28,True,0.9138812077600926,21.933148986242223,25.00599759266009,1.0419165663608372,1.3543558315513486,0.9629700996166403,2.46584786869685,1.4309291123970407,3.905664924915962,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,central_0p20_0p30,True,0.9370514863064042,22.4892356713537,25.571055241134147,1.0654606350472562,1.3482052971242335,0.9316115380994408,2.427552530015685,1.4242499224620508,3.905667396305083,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,late_0p22_0p32,True,0.9456609718256824,22.695863323816383,25.753076284385326,1.073044845182722,1.3448317730451043,0.8958733841202973,2.372908487621675,1.4225464802676608,3.9095457666905293,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,early_0p18_0p28,True,0.9155040142209102,21.972096341301846,25.06328478642956,1.0443035327678982,1.359741623707817,0.9616454975058956,2.4679703599787093,1.4307893365885762,3.9045268694437696,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,central_0p20_0p30,True,0.9406057525454846,22.57453806109163,25.674810501538964,1.069783770897457,1.3533516782017234,0.9283686366967437,2.434148859654949,1.4237553193492505,3.904803419851012,True
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,late_0p22_0p32,True,0.9509802333361898,22.823525600068553,25.8923151030358,1.0788464626264915,1.349761188604143,0.8879063810600623,2.3872619901233483,1.421296669761913,3.9086602356080022,True
lambda1_start_expansion48_s327_cont320000,early_0p18_0p28,True,0.9143516075558439,21.944438581340254,25.03292244260932,1.0430384351087216,1.35969534443774,0.962516778857861,2.4673289802698917,1.4308706607535868,3.907891287856766,True
lambda1_start_expansion48_s327_cont320000,central_0p20_0p30,True,0.9381363222419963,22.515271733807914,25.609097200809487,1.0670457167003953,1.3536815701068712,0.9288773228019972,2.433781810756247,1.4236634489286966,3.9083593390254694,True
lambda1_start_expansion48_s327_cont320000,late_0p22_0p32,True,0.9479164311082479,22.74999434659794,25.808874546179098,1.0753697727574625,1.3499710182469724,0.8881671637389769,2.391478110413606,1.4211442520118422,3.9116591727070174,True
lambda1_start_expansion48_s328_cont240000,early_0p18_0p28,True,0.9164204519310237,21.994090846344573,25.082933174912633,1.0451222156213598,1.360171291559105,0.9634947835795848,2.4657432327903206,1.4314827553605785,3.9058401849547857,True
lambda1_start_expansion48_s328_cont240000,central_0p20_0p30,True,0.9404605795378028,22.571053908907267,25.665189915012114,1.0693829131255048,1.3542697217033313,0.9312581684798538,2.4310336176377265,1.4247175828935366,3.905837518628617,True
lambda1_start_expansion48_s328_cont240000,late_0p22_0p32,True,0.949900924547812,22.797622189147482,25.85708398614895,1.077378499422873,1.35086722766251,0.8918446899801059,2.385089653717587,1.4223206619058326,3.9092596156471564,True
lambda1_start_expansion48_s329_cont200000,early_0p18_0p28,True,0.9155668136236624,21.973603526967903,25.064567079164046,1.0443569616318353,1.360183350996182,0.9619610715596655,2.4670383404028193,1.430894831418592,3.9059242062274575,True
lambda1_start_expansion48_s329_cont200000,central_0p20_0p30,True,0.9400303461709113,22.56072830810187,25.658486620133605,1.0691036091722335,1.3539053103647152,0.928561321086578,2.4334567591733034,1.423810699184446,3.906115873890424,True
lambda1_start_expansion48_s329_cont200000,late_0p22_0p32,True,0.9500262144675963,22.800629147222303,25.864739278591614,1.0776974699413173,1.350229567076281,0.8880480914275795,2.38907531066364,1.4213282295377758,3.9095980983506853,True
lambda1_start_expansion48_s330_cont120000,early_0p18_0p28,True,0.9158973822081973,21.98153717299673,25.07640442789806,1.0448501844957525,1.36060926262452,0.9597016313147735,2.4674310266700936,1.4302801385982369,3.9047697234654932,True
lambda1_start_expansion48_s330_cont120000,central_0p20_0p30,True,0.9410830312263192,22.58599274943166,25.689473526981075,1.070394730290878,1.353664290505897,0.9251730694352392,2.435303516781841,1.4229367219709985,3.9047668149026404,True
lambda1_start_expansion48_s330_cont120000,late_0p22_0p32,True,0.9516202607262625,22.838886257430296,25.91000474705774,1.0795835311274058,1.3496500245246104,0.8836953755584398,2.3922665581025733,1.4203836965344474,3.908225109575209,True
lambda1_start_expansion48_s331_cont120000,early_0p18_0p28,True,0.9189351724473619,22.054444138736685,25.162309317703304,1.0484295549043043,1.3659758134059663,0.961220941579953,2.4663207323399607,1.4311853760063071,3.9056610000250562,True
lambda1_start_expansion48_s331_cont120000,central_0p20_0p30,True,0.9443780095897151,22.66507223015316,25.77589060140379,1.073995441725158,1.3595762203745443,0.9263912105908242,2.437696239305721,1.4239032023199754,3.9055272907273695,True
lambda1_start_expansion48_s331_cont120000,late_0p22_0p32,True,0.9552926557036319,22.92702373688717,25.993875079217805,1.0830781283007418,1.3556484421533563,0.8818700692035976,2.404535854334125,1.4207197425904423,3.908299896063301,True
lambda1_start_expansion48_s332_cont120000,early_0p18_0p28,True,0.9150249569670033,21.960598967208078,25.06252169796704,1.0442717374152932,1.3629434346037907,0.959474302603205,2.4686402478484895,1.4301026350737078,3.9060717143221466,True
lambda1_start_expansion48_s332_cont120000,central_0p20_0p30,True,0.9404692851826914,22.57126284438459,25.680970992580228,1.0700404580241762,1.3560274078047134,0.9237788426542407,2.4377946592072437,1.4224448348802343,3.906461461028506,True
lambda1_start_expansion48_s332_cont120000,late_0p22_0p32,True,0.9516375028814976,22.839300069155943,25.91378135466719,1.0797408897777996,1.3517719039774758,0.8801870658952756,2.398626798029388,1.4195534240987355,3.9097961533519183,True
lambda1_start_expansion48_s333_cont120000,early_0p18_0p28,True,0.9142850005737208,21.942840013769295,25.031776404248443,1.0429906835103517,1.360391578885595,0.9637171466364485,2.467014298664421,1.4312362269799839,3.9087728377203224,True
lambda1_start_expansion48_s333_cont120000,central_0p20_0p30,True,0.937751140932433,22.506027382378388,25.598867121588587,1.0666194633995245,1.354718408680073,0.9304344707946749,2.432850200265785,1.4241155514338644,3.909362846996311,True
lambda1_start_expansion48_s333_cont120000,late_0p22_0p32,True,0.94735185452253,22.73644450854072,25.792725411833093,1.0746968921597122,1.351099451178336,0.8897202210927503,2.390648262000118,1.4215242314448773,3.912596297539885,True
lambda1_start_expansion48_s334_cont120000,early_0p18_0p28,True,0.9144394902309209,21.9465477655421,25.036441406690027,1.0431850586120845,1.3594629369898057,0.9612136961112225,2.4679208669673063,1.4304936558469026,3.906551448533652,True
lambda1_start_expansion48_s334_cont120000,central_0p20_0p30,True,0.9389403472309286,22.534568333542286,25.63215324627519,1.0680063852614663,1.3530132500480683,0.9271125523898418,2.4346389536830007,1.4231872605662377,3.906949236095924,True
lambda1_start_expansion48_s334_cont120000,late_0p22_0p32,True,0.9491830676941072,22.78039362465857,25.845536000326142,1.0768973333469225,1.349157380181278,0.8861586077711333,2.3908811639519896,1.4206804346452548,3.9104664838309318,True
lambda1_start_expansion48_s335_cont120000,early_0p18_0p28,True,0.9136051377728863,21.92652330654927,25.009373071896523,1.0420572113290218,1.3575760789884561,0.9623789028326357,2.467245709523092,1.4307270286206675,3.9071485845095544,True
lambda1_start_expansion48_s335_cont120000,central_0p20_0p30,True,0.9372656796066229,22.494376310558952,25.584697234042892,1.0660290514184538,1.3514179809390614,0.9293355338956714,2.4316809734101463,1.4236342514555262,3.907556768677816,True
lambda1_start_expansion48_s335_cont120000,late_0p22_0p32,True,0.9467505953579377,22.722014288590504,25.782339327308573,1.0742641386378573,1.3477575245548603,0.8903606660566947,2.3840442540083333,1.4214145316600248,3.9111678699519463,True
lambda1_start_expansion48_s336_cont120000,early_0p18_0p28,True,0.9151765122753049,21.964236294607318,25.085149295311847,1.045214553971327,1.3685500383914433,0.9565529833656462,2.4698172472977356,1.4293071131956379,3.90708270010883,True
lambda1_start_expansion48_s336_cont120000,central_0p20_0p30,True,0.9415586787277359,22.597408289465665,25.725009073991984,1.0718753780829993,1.3609217557773057,0.9177530402398582,2.4433102098118944,1.4208983305715828,3.907592000674351,True
lambda1_start_expansion48_s336_cont120000,late_0p22_0p32,True,0.9540577404087948,22.89738576981107,25.984160811078993,1.0826733671282913,1.3558395793972002,0.8694993434325263,2.4141400466541034,1.4173518049270828,3.9103494005265023,True
lambda1_start_expansion48_s337_cont120000,early_0p18_0p28,True,0.9156713927926227,21.976113427022945,25.097588433460547,1.0457328513941895,1.3682581696128253,0.9556773549329409,2.4700964089275783,1.4291079114845233,3.9066775395080637,True
lambda1_start_expansion48_s337_cont120000,central_0p20_0p30,True,0.942346085161062,22.61630604386549,25.745262239257837,1.0727192599690765,1.3604090289825486,0.9164240714838215,2.4447294702816316,1.4206125539274446,3.907129780965426,True
lambda1_start_expansion48_s337_cont120000,late_0p22_0p32,True,0.955069971339586,22.92167931215007,26.009878149930483,1.0837449229137701,1.3552462070898952,0.8676813434076075,2.4171350940545673,1.4170345732172676,3.9098617597168417,True
lambda1_start_expansion48_s338_cont120000,early_0p18_0p28,True,0.9175013884429442,22.020033322630653,25.09686529289592,1.04570272053733,1.3544320224460282,0.9602957500049841,2.4645652296373277,1.4307022508431806,3.9006357267532152,True
lambda1_start_expansion48_s338_cont120000,central_0p20_0p30,True,0.9421003907835855,22.610409378806057,25.699717396038942,1.0708215581682892,1.34737175519546,0.9292016073297062,2.427511933877331,1.4242711482850594,3.8996556783734064,True
lambda1_start_expansion48_s338_cont120000,late_0p22_0p32,True,0.9510072346266746,22.824173631040193,25.891782472205147,1.0788242696752144,1.3439966928614584,0.8940671788409411,2.370280773819181,1.422752791969967,3.9037005516538366,True
lambda1_start_expansion48_s339_cont120000,early_0p18_0p28,True,0.9160284067612595,21.98468176227023,25.07660899848167,1.0448587082700695,1.359644101878912,0.9599145006991208,2.466947317442495,1.4303723282307514,3.9039803637900428,True
lambda1_start_expansion48_s339_cont120000,central_0p20_0p30,True,0.9410840580239433,22.586017392574643,25.68733377865749,1.0703055741107288,1.3527024913477932,0.9261004140324649,2.433611699409044,1.4232106657314527,3.903822410656331,True
lambda1_start_expansion48_s339_cont120000,late_0p22_0p32,True,0.951290062171822,22.830961492123727,25.90210143586937,1.079254226494557,1.3488246649967066,0.8858934223859823,2.387351724711059,1.4208608513622427,3.9074291138720754,True
lambda1_start_expansion48_s340_cont120000,early_0p18_0p28,True,0.9154216882175468,21.970120517221126,25.07862254680318,1.0449426061167992,1.3652608524290353,0.958514595416333,2.4682017010559076,1.4298858005188355,3.90747396719849,True
lambda1_start_expansion48_s340_cont120000,central_0p20_0p30,True,0.9405581900312018,22.57339656074884,25.687229633257832,1.0703012347190763,1.3581934565738805,0.9217148028320232,2.4394066873251905,1.421951823992752,3.907764519883222,True
lambda1_start_expansion48_s340_cont120000,late_0p22_0p32,True,0.9517372945900892,22.841695070162142,25.915966770738795,1.079831948780783,1.3536387437669584,0.8764992071699808,2.4062651654653435,1.4188510471872455,3.91054192032523,True
