endpoint,profile,optimizer_success,data_chi2,data_chi2_per_row,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nnlo_scale_nuisance_sigma,max_whitened_pull,min_prediction,max_prediction
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,early_0p18_0p28,True,39.6679335011106,9.91698337527765,51.565557674772734,12.891389418693183,3.152883596713165,1.3989100039813798,4.636859151259663,0.0073174740094225825,0.864166218315588
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,central_0p20_0p30,True,23.41565054894343,5.853912637235857,40.522008284822576,10.130502071205644,3.7316970636731943,1.7834782759686227,3.2875199947870652,0.00754092112042904,0.9140448216726348
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s308,late_0p22_0p32,True,17.349697195782596,4.337424298945649,34.25265475915336,8.56316368978834,3.595398220739796,1.994008324373766,3.1386754328342064,0.007663246165220409,0.9407430928018363
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,early_0p18_0p28,True,39.85775899483133,9.964439748707832,51.66659818364302,12.916649545910754,3.14044274948692,1.3951553770124396,4.653578891260644,0.007315292444768844,0.8636796592031297
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,central_0p20_0p30,True,23.58754061984159,5.896885154960398,40.67409768540135,10.168524421350337,3.73147348196059,1.7783876739858115,3.2915474632881025,0.007537963309321886,0.913391175186309
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s309,late_0p22_0p32,True,17.45962697306968,4.36490674326742,34.389761190414944,8.597440297603736,3.6017938712910023,1.9892750252481024,3.1412154401086396,0.007660495959100456,0.9401750980567847
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,early_0p18_0p28,True,42.1521598022549,10.538039950563725,52.84900604905658,13.212251512264144,2.9786725939101775,1.3506871677372567,4.8516158065115995,0.007289454918332186,0.8579164937427932
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,central_0p20_0p30,True,25.845652695381734,6.4614131738454335,42.57576324704333,10.643940811760832,3.7132873870919663,1.7151114635863498,3.344558607915462,0.007501197701134465,0.9051639396300241
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s310,late_0p22_0p32,True,18.975224518531167,4.743806129632792,36.1831259829018,9.04578149572545,3.6706068285599613,1.9324976001277778,3.188974239777643,0.00762750636391632,0.9327926523148728
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,early_0p18_0p28,True,38.90196470596864,9.72549117649216,51.15273264034609,12.788183160086522,3.2016961237679347,1.4141816946300887,4.568846709427494,0.007326347375751024,0.8661454870741686
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,central_0p20_0p30,True,22.7416377534941,5.685409438373525,39.91381786928949,9.978454467322372,3.7309172517831004,1.8034512957500768,3.2706303399861656,0.007552526117235403,0.9166471729914151
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s311,late_0p22_0p32,True,16.919234112519863,4.229808528129966,33.700672689713,8.42516817242825,3.5689257232582454,2.011021571007818,3.123398540266914,0.007673131434198982,0.9429870281488809
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,early_0p18_0p28,True,40.70620568600892,10.17655142150223,52.11215289531796,13.02803822382949,3.0831203758743397,1.3785194801588816,4.727667156037291,0.007305626428714737,0.8615235767778858
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,central_0p20_0p30,True,24.38339540106702,6.095848850266755,41.36443255363707,10.341108138409268,3.728136470808883,1.7555727292239247,3.3108217894004754,0.007524707058439638,0.9104191790408
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s312,late_0p22_0p32,True,17.982424576597307,4.495606144149327,35.03060587194777,8.757651467986943,3.6290172104294967,1.9693692852679963,3.1589535218360174,0.007648930054123386,0.9375541411226263
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,early_0p18_0p28,True,42.52517503059078,10.631293757647695,53.034554558285635,13.258638639571409,2.9502699381551603,1.3436096232584835,4.883136865594787,0.007285342626752256,0.856999179609553
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,central_0p20_0p30,True,26.246719263882582,6.5616798159706455,42.896318584084554,10.724079646021139,3.707368932246024,1.7044104319144922,3.3537227283359106,0.007494980041524874,0.9037656720490368
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s313,late_0p22_0p32,True,19.256922162792865,4.814230540698216,36.497508150507706,9.124377037626926,3.680120807235864,1.9228356226845011,3.19835949903455,0.007621892429789218,0.9314949499173141
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,early_0p18_0p28,True,41.00415089010782,10.251037722526956,52.26628665763228,13.06657166440807,3.0623100278274284,1.372731969829517,4.753441583541904,0.007302263690399551,0.8607735019496499
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,central_0p20_0p30,True,24.673423152615367,6.168355788153842,41.61035411071565,10.402588527678912,3.726057633419014,1.7474053538146719,3.3176858177100312,0.0075199615384042165,0.9093564985730889
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,late_0p22_0p32,True,18.176034612280937,4.544008653070234,35.261718340229066,8.815429585057267,3.6381098445305082,1.9621010389575595,3.165205756901318,0.0076447069583600305,0.9366045331636035
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,early_0p18_0p28,True,41.806557320544094,10.451639330136024,52.675438844719956,13.168859711179989,3.0044413448079736,1.3572817429643405,4.822247658106871,0.007293286588519621,0.8587711485592987
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,central_0p20_0p30,True,25.483268427603978,6.3708171069009945,42.28201349164076,10.57050337291019,3.717962008773229,1.724964801193265,3.33636283291423,0.0075069228219580295,0.9064430279431446
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,late_0p22_0p32,True,18.72505546756196,4.68126386689049,35.89995245633985,8.974988114084962,3.661282678727432,1.9416246123358565,3.1816694805267165,0.007632809465234266,0.9339671262187499
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,early_0p18_0p28,True,40.822258074496574,10.205564518624143,52.17233259120066,13.043083147800164,3.0750573874149056,1.3762618140488727,4.737721293515113,0.007304314648709351,0.8612309858757754
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,central_0p20_0p30,True,24.49567368747579,6.1239184218689475,41.45997485879457,10.364993714698642,3.7273860314217835,1.7523967998374523,3.3134750256004817,0.007522861736560896,0.9100065017456817
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,late_0p22_0p32,True,18.057086660411954,4.514271665102989,35.12005402645309,8.780013506613273,3.6325929242889736,1.9665289248945268,3.1612984903705312,0.007647279709136813,0.9371862800375332
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,early_0p18_0p28,True,41.651269007639414,10.412817251909853,52.59693125345619,13.149232813364048,3.0158521705652195,1.360256568120085,4.808999879320102,0.007295015062070924,0.8591566764409525
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,central_0p20_0p30,True,25.323200969814337,6.330800242453584,42.150968424149646,10.537742106037411,3.7198206982189155,1.7293644576657197,3.3327417854932113,0.0075094791704656974,0.9070128229910629
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,late_0p22_0p32,True,18.615657461523952,4.653914365380988,35.774788366058125,8.943697091514531,3.6569509169376024,1.9457237459730512,3.1786269140367427,0.007635191199858725,0.9344867635381644
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,early_0p18_0p28,True,41.26804733971523,10.317011834928808,52.40180569141562,13.100451422853904,3.043575126881873,1.3676288965674763,4.776167707682307,0.007299298633059368,0.8601121414063375
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,central_0p20_0p30,True,24.93500921224959,6.233752303062397,41.829660075804554,10.457415018951139,3.723808782962428,1.740085920719676,3.323759836189204,0.007515708701396029,0.9084068316713914
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,late_0p22_0p32,True,18.35176392173617,4.587940980434042,35.468542757188104,8.867135689297026,3.64595917921334,1.955443811251532,3.170448898063018,0.00764083888497338,0.9357506728499068
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,early_0p18_0p28,True,43.03718208222664,10.75929552055666,53.28623113071106,13.321557782677765,2.910257884501143,1.3339595549278633,4.926111496416469,0.007279735612220482,0.8557485602537913
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,central_0p20_0p30,True,26.813497765536223,6.703374441384056,43.341090018815066,10.835272504703767,3.6977841380963037,1.689374061989299,3.3661135709560766,0.007486243404457945,0.9018177869614458
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,late_0p22_0p32,True,19.658247436608185,4.914561859152046,36.9344282882776,9.2336070720694,3.692417524220483,1.9084636958818189,3.2091341859358495,0.007613541856542338,0.929669518409879
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,early_0p18_0p28,True,40.61138503299944,10.15284625824986,52.06284752501175,13.015711881252937,3.089668024508036,1.3803673389155913,4.719438150167703,0.0073067000968533,0.8617630494471458
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,central_0p20_0p30,True,24.292367727939133,6.073091931984783,41.28667991552716,10.32166997888179,3.728689757326348,1.7581765785033099,3.3087176438595365,0.007526219982519329,0.9107550528902401
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,late_0p22_0p32,True,17.92244663419685,4.480611658549212,34.95863299700719,8.739658249251798,3.6260527525469026,1.9717828984341494,3.1573980889199205,0.007650332444617738,0.9378523379191671
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,early_0p18_0p28,True,40.70014688144982,10.175036720362455,52.109006680431406,13.027251670107852,3.083539989152039,1.378637346905209,4.727141781696257,0.007305694913261875,0.8615388669599199
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,central_0p20_0p30,True,24.377502106885206,6.094375526721302,41.359384702540936,10.339846175635234,3.7281776959103685,1.755725964771321,3.3106445560447053,0.007524796093450748,0.9104407983618801
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s321,late_0p22_0p32,True,17.978264010579824,4.494566002644956,35.025447846023404,8.756361961505851,3.628839574206337,1.9694433680909817,3.1585897626422605,0.007648973098737248,0.9375736952308007
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,early_0p18_0p28,True,40.737096474699406,10.184274118674852,52.12818933598879,13.032047333997198,3.0809794225773537,1.3779182337658133,4.730345033142873,0.007305277084321764,0.8614456425131869
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,central_0p20_0p30,True,24.413291085707186,6.103322771426797,41.38995276481226,10.347488191203064,3.7279372901538497,1.7547493381635575,3.311593231373491,0.007524228640517335,0.9103092871317789
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s322,late_0p22_0p32,True,18.002707672405855,4.500676918101464,35.055221775821316,8.763805443955329,3.62995544213493,1.9687401025860343,3.159986894218478,0.0076485644778062,0.9374557378658411
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,early_0p18_0p28,True,40.92065961290773,10.230164903226932,52.22321623290542,13.055804058226355,3.0681779979320747,1.3743508987893964,4.746231503379907,0.007303204342620132,0.8609833264136058
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,central_0p20_0p30,True,24.591554698030233,6.147888674507558,41.541220382847214,10.385305095711804,3.726691246509458,1.7496965559795687,3.31573861585587,0.007521292803986352,0.9096553640336422
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s323,late_0p22_0p32,True,18.121092313493815,4.530273078373454,35.19638440752995,8.799096101882487,3.6355926555264344,1.9641176484921636,3.163336746972152,0.007645878676380882,0.9368724258334391
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,early_0p18_0p28,True,41.31111301551246,10.327778253878115,52.42383130276491,13.105957825691227,3.0404903366335887,1.3667980099818036,4.779867298874955,0.007298815859984555,0.8600044777262071
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,central_0p20_0p30,True,24.97808337017019,6.244520842542547,41.86553368335177,10.466383420837943,3.723407488597784,1.7388752074359803,3.32472334678712,0.00751500523622429,0.9082511783715894
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s324,late_0p22_0p32,True,18.380621397468904,4.595155349367226,35.502130833568465,8.875532708392116,3.647228647388072,1.9542857083270435,3.1711076721870084,0.0076401659881912614,0.9356104720004025
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,early_0p18_0p28,True,38.67844442344049,9.669611105860122,51.0307042865167,12.757676071629175,3.2155275242273267,1.4186763563310312,4.5488304555224515,0.007328958925494421,0.8667279862135593
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,central_0p20_0p30,True,22.551143963236377,5.637785990809094,39.73857954552582,9.934644886381456,3.7301659533135694,1.8092256749863223,3.265871697244979,0.007555881225943481,0.9173952211997118
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s325,late_0p22_0p32,True,16.79976500996623,4.199941252491557,33.54442572041375,8.386106430103437,3.560931432385245,2.016042669265283,3.119645021364838,0.00767604886130214,0.9436244203336752
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,early_0p18_0p28,True,43.59787861290672,10.89946965322668,53.55785217038638,13.389463042596596,2.8650272628627005,1.3234773668382571,4.972793091625909,0.007273645108098689,0.854390059720145
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,central_0p20_0p30,True,27.457803311685577,6.864450827921394,43.83587231689467,10.958968079223668,3.685156890959265,1.6726289768578502,3.4168456100622797,0.007476513946338988,0.8996430735557608
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s326,late_0p22_0p32,True,20.124105346006655,5.031026336501664,37.42923304467243,9.357308261168107,3.7045688571361755,1.8924315790544577,3.222144571544904,0.007604226657007336,0.9276005965549561
lambda1_start_expansion48_s327_cont320000,early_0p18_0p28,True,42.9652220265108,10.7413055066277,53.25106983381484,13.31276745845371,2.9159545378444176,1.3353115518591852,4.920091564952401,0.007280521167947251,0.855923743317132
lambda1_start_expansion48_s327_cont320000,central_0p20_0p30,True,26.732834003545456,6.683208500886364,43.27841220770178,10.819603051925444,3.6992249020505836,1.6915417015862089,3.3644804959333667,0.007487502876028831,0.9020932768036795
lambda1_start_expansion48_s327_cont320000,late_0p22_0p32,True,19.601610524522894,4.900402631130723,36.87393168541162,9.218482921352905,3.690713196945533,1.9107478271035154,3.2083813445465506,0.0076148690136684585,0.929928047728122
lambda1_start_expansion48_s328_cont240000,early_0p18_0p28,True,43.57767846698263,10.894419616745658,53.54813885224341,13.387034713060853,2.866682960994794,1.3238539142982904,4.971117632069202,0.0072738638948479616,0.8544388082985003
lambda1_start_expansion48_s328_cont240000,central_0p20_0p30,True,27.43453036884795,6.858632592211987,43.81830895045255,10.954577237613137,3.6856237673487247,1.673306913617101,3.414095215174615,0.007476907850416194,0.8997214493716353
lambda1_start_expansion48_s328_cont240000,late_0p22_0p32,True,20.10884245577085,5.027210613942713,37.41419003200089,9.353547508000222,3.7040770964189744,1.893451990417084,3.2231012173461844,0.007604819550357167,0.9276735283334822
lambda1_start_expansion48_s329_cont200000,early_0p18_0p28,True,42.36551413411961,10.591378533529902,52.95536170944007,13.238840427360017,2.962502983999956,1.3466341912753508,4.869666975278709,0.0072871000025802705,0.857391171000021
lambda1_start_expansion48_s329_cont200000,central_0p20_0p30,True,26.073947582179635,6.518486895544909,42.75886685688213,10.689716714220532,3.7100024336258057,1.7090351714324346,3.3498740913078913,0.007497667170858507,0.9043660880155043
lambda1_start_expansion48_s329_cont200000,late_0p22_0p32,True,19.135770322896803,4.783942580724201,36.363350459669924,9.090837614917481,3.676085404987404,1.9271679304128408,3.194877294125637,0.0076244096464095235,0.932052925096133
lambda1_start_expansion48_s330_cont120000,early_0p18_0p28,True,41.64528157592411,10.411320393981027,52.59389813732818,13.148474534332045,3.016290061261078,1.3603715770853635,4.808488212778784,0.007295081886151076,0.8591715617158723
lambda1_start_expansion48_s330_cont120000,central_0p20_0p30,True,25.317200884899304,6.329300221224826,42.14608875364255,10.536522188410638,3.7198794651125597,1.7295619774316113,3.3326933565676398,0.007509593936098408,0.9070344449018931
lambda1_start_expansion48_s330_cont120000,late_0p22_0p32,True,18.612192333724746,4.6530480834311865,35.77118407124094,8.942796017810235,3.6567559709866244,1.946054343066982,3.179080984581962,0.007635383287898553,0.9345056488917323
lambda1_start_expansion48_s331_cont120000,early_0p18_0p28,True,43.55061673046279,10.887654182615698,53.53511776111729,13.383779440279323,2.8688981770817295,1.3243580634373882,4.968872828015097,0.0072741568224679795,0.8545041345332239
lambda1_start_expansion48_s331_cont120000,central_0p20_0p30,True,27.402953792791106,6.850738448197776,43.794319734424604,10.948579933606151,3.6862779264785357,1.6741329070269801,3.4104527047262296,0.00747738778039116,0.8998272381503359
lambda1_start_expansion48_s331_cont120000,late_0p22_0p32,True,20.08607688932836,5.02151922233209,37.3904404686401,9.347610117160025,3.7035085738539792,1.8943040470583923,3.2226823819572403,0.00760531462394691,0.9277745092433403
lambda1_start_expansion48_s332_cont120000,early_0p18_0p28,True,41.96295768032095,10.490739420080237,52.75418264125328,13.18854566031332,2.992843925463939,1.3542932469542674,4.835557459677436,0.007291550171741777,0.8583838100668434
lambda1_start_expansion48_s332_cont120000,central_0p20_0p30,True,25.64638663776571,6.411596659441427,42.414799925206914,10.603699981301729,3.7159261909760852,1.720553931342801,3.3401683195451497,0.007504359958100284,0.9058657005892992
lambda1_start_expansion48_s332_cont120000,late_0p22_0p32,True,18.838067289170656,4.709516822292664,36.02889875587529,9.007224688968822,3.6655220084478057,1.937725437797985,3.1856417340006398,0.007630543913577352,0.933437344221167
lambda1_start_expansion48_s333_cont120000,early_0p18_0p28,True,39.60939172691727,9.902347931729318,51.53429503464043,12.883573758660107,3.1566925078417376,1.400069897776179,4.631692552563219,0.007318147946760634,0.8643165816218296
lambda1_start_expansion48_s333_cont120000,central_0p20_0p30,True,23.362785320998995,5.840696330249749,40.47488348724261,10.118720871810652,3.731749638273631,1.7849769756185203,3.286075236232424,0.007541791915373473,0.9142462482822639
lambda1_start_expansion48_s333_cont120000,late_0p22_0p32,True,17.314772095680585,4.328693023920146,34.208003337360005,8.552000834340001,3.5934555532268924,1.9950710334878374,3.1366300728146688,0.007663863634987616,0.9409191724334011
lambda1_start_expansion48_s334_cont120000,early_0p18_0p28,True,43.295610745107965,10.823902686276991,53.411941216449264,13.352985304112316,2.889598033227402,1.3291176312537685,4.947675790500697,0.007276922291581471,0.8551210027989677
lambda1_start_expansion48_s334_cont120000,central_0p20_0p30,True,27.10760075742621,6.776900189356552,43.56842225066006,10.892105562665016,3.6922288401616488,1.6817454281526731,3.3763670322573707,0.007481810911410841,0.9008204059947688
lambda1_start_expansion48_s334_cont120000,late_0p22_0p32,True,19.870894799808635,4.967723699952159,37.16261150528548,9.29065287632137,3.6981397020123117,1.9014414137377844,3.2160529142127556,0.00760946167423908,0.9287231429824778
lambda1_start_expansion48_s335_cont120000,early_0p18_0p28,True,39.40948335753292,9.85237083938323,51.42718246695656,12.85679561673914,3.169600848602404,1.4040404445608246,4.614009906561842,0.007320454968095391,0.8648311723599177
lambda1_start_expansion48_s335_cont120000,central_0p20_0p30,True,23.18441478660615,5.796103696651538,40.31535919369358,10.078839798423395,3.7317558573874874,1.7902353554607322,3.281671362539503,0.007544847211064522,0.9149298997875992
lambda1_start_expansion48_s335_cont120000,late_0p22_0p32,True,17.200365946239398,4.300091486559849,34.062876033668736,8.515719008417184,3.586642320292874,1.9996267035908197,3.132804650459933,0.007666510632666207,0.9415113024721795
lambda1_start_expansion48_s336_cont120000,early_0p18_0p28,True,43.438038613550276,10.859509653387569,53.480845669082825,13.370211417270706,2.878075552087614,1.3264569996830364,4.959524917405095,0.0072753763750791536,0.8547761749953111
lambda1_start_expansion48_s336_cont120000,central_0p20_0p30,True,27.27187539795968,6.81796884948992,43.69434347692605,10.923585869231513,3.6889672921125793,1.6774946785876712,3.3953696864401213,0.00747934108282877,0.9002669052811679
lambda1_start_expansion48_s336_cont120000,late_0p22_0p32,True,19.9901387088573,4.997534677214325,37.28911125501121,9.322277813752802,3.70118401875337,1.897421778487472,3.2195844486444076,0.007607126130853401,0.9281955409032105
lambda1_start_expansion48_s337_cont120000,early_0p18_0p28,True,46.015833196984204,11.503958299246051,54.681096041472856,13.670274010368214,2.651187849495577,1.2792442421897643,5.169784481075951,0.00724794417374334,0.8486573126604336
lambda1_start_expansion48_s337_cont120000,central_0p20_0p30,True,30.552044282858628,7.638011070714657,46.06810653832221,11.517026634580553,3.60107378651225,1.596348909091591,3.757645179797171,0.007432192659297626,0.8897176878515245
lambda1_start_expansion48_s337_cont120000,late_0p22_0p32,True,22.500357676816925,5.625089419204231,39.77021011316572,9.94255252829143,3.7375073402391235,1.8168355231025906,3.28704551585533,0.00756030280385471,0.91772806253265
lambda1_start_expansion48_s338_cont120000,early_0p18_0p28,True,43.76699069597187,10.941747673992968,53.6389566899492,13.4097391724873,2.851085019783375,1.3203333684884904,4.9867959388852565,0.007271818339227107,0.8539825488717973
lambda1_start_expansion48_s338_cont120000,central_0p20_0p30,True,27.65746339615844,6.91436584903961,43.98703563391364,10.99675890847841,3.6808667848640746,1.6675706731169189,3.4396466675503867,0.00747357490159756,0.8989777684969991
lambda1_start_expansion48_s338_cont120000,late_0p22_0p32,True,20.27188496546104,5.06797124136526,37.58428102922184,9.39607025730546,3.707882028377145,1.887857761431879,3.227405846575654,0.007601569115008995,0.9269593425839262
lambda1_start_expansion48_s339_cont120000,early_0p18_0p28,True,43.42846926075383,10.857117315188457,53.47622398407838,13.369055996019595,2.8788527566779494,1.326635416643293,4.958729725808863,0.00727548004133877,0.8547993190508252
lambda1_start_expansion48_s339_cont120000,central_0p20_0p30,True,27.260658093772022,6.815164523443006,43.68572999113068,10.92143249778267,3.689200569536906,1.6777577462456326,3.394100862383963,0.007479493933993186,0.9003044389739435
lambda1_start_expansion48_s339_cont120000,late_0p22_0p32,True,19.981394089593778,4.995348522398444,37.27954433376232,9.31988608344058,3.7010087736857415,1.8975469167505974,3.2188620728198987,0.007607198840396566,0.9282321248340453
lambda1_start_expansion48_s340_cont120000,early_0p18_0p28,True,43.235798771422736,10.808949692855684,53.3829255477541,13.345731386938525,2.8944079171988286,1.3302366651044106,4.942692300868754,0.007277572487916577,0.8552660309394697
lambda1_start_expansion48_s340_cont120000,central_0p20_0p30,True,27.03909254543476,6.75977313635869,43.515689484734054,10.878922371183513,3.693554984128166,1.683522651621081,3.3711590128798523,0.0074828435380692405,0.9010520070612184
lambda1_start_expansion48_s340_cont120000,late_0p22_0p32,True,19.821313540585166,4.9553283851462915,37.10973681497734,9.277434203744335,3.6968357324474446,1.9031103072843525,3.2145519339214257,0.007610431357566389,0.9289433373356805
lambda1_start_expansion48_s341_cont120000,early_0p18_0p28,True,43.011083808447104,10.752770952111776,53.273487619624575,13.318371904906144,2.9123267423582226,1.334449982922782,4.923928738140583,0.007280020567393863,0.8558120748568059
lambda1_start_expansion48_s341_cont120000,central_0p20_0p30,True,26.784398203943766,6.696099550985942,43.31856137909543,10.829640344773857,3.6982960260957563,1.690198118125802,3.365640878211588,0.007486722208811869,0.9019173766770985
lambda1_start_expansion48_s341_cont120000,late_0p22_0p32,True,19.63870471398435,4.909676178496087,36.91409897996221,9.228524744990553,3.6917616490482943,1.9095261696541581,3.2096311101383552,0.007614159189568077,0.9297618900328691
lambda1_start_expansion48_s342_cont120000,early_0p18_0p28,True,41.48510822688387,10.371277056720967,52.51256930676483,13.128142326691208,3.027948285861029,1.3634479300773539,4.794788376579449,0.007296869350792775,0.8595702452886682
