quantity,pid,flavor,x,Q,kT_min,kT_max,peak_abs_median,min_median,min_over_peak,negative_point_fraction,negative_area_fraction,relative_68_halfwidth_median_active,relative_68_halfwidth_p90_active,relative_68_halfwidth_max_active,bandlimited_closure_ratio_to_b0,b0_median
ftilde,-2,ubar,0.1,5.0,0.0,4.0,0.7604410026820323,-0.003739659440675191,-0.004917750920170828,0.40648379052369077,0.049395390131675605,0.03744009284838043,0.04257276871986328,0.044060972175768674,1.0778049986895388,1.039974618093809
ftilde,-2,ubar,0.1,10.0,0.0,4.0,0.6836492249408233,-0.0014755361570106982,-0.002158323454748919,0.2194513715710723,0.012300661312114313,0.037420126503420074,0.04272007147231094,0.04337432115334124,1.1026964003556274,1.0007992239714962
ftilde,-2,ubar,0.2,5.0,0.0,4.0,0.1367056662447746,-0.001999660118181203,-0.014627485261662573,0.3316708229426434,0.07160510163024598,0.05948445951955589,0.06407245651226988,0.06423155155216206,1.1325719473798965,0.18460456863619373
ftilde,-2,ubar,0.2,10.0,0.0,4.0,0.12291966065817908,-0.0013252900991649668,-0.010781758524784716,0.23690773067331672,0.041373543609051315,0.05925947729676303,0.06398266145948266,0.06414960689402167,1.2280784060409804,0.1660917805275029
ftilde,-2,ubar,0.3,5.0,0.0,4.0,0.020277008610109015,-0.00023906569074534507,-0.011789988126067071,0.2518703241895262,0.051193692251443094,0.18375199458643116,0.19066154987022255,0.19216905960274347,1.2070522292227341,0.03606136065764295
ftilde,-2,ubar,0.3,10.0,0.0,4.0,0.01826425586638808,-0.00015179153273879825,-0.008310852292544912,0.19451371571072318,0.029452134539504012,0.18403123399978955,0.19099075402245816,0.19218233488736894,1.3563387694093458,0.0311869408245168
ftilde,-2,ubar,0.5,5.0,0.0,4.0,0.0015447573179167085,-1.2128624803848482e-05,-0.007851475868200059,0.18453865336658354,0.03769839095742346,0.694612086650745,0.7429973721589234,0.7439820945259349,1.1559822513496254,0.0030060923933939
ftilde,-2,ubar,0.5,10.0,0.0,4.0,0.0013920377019846955,-8.915498327324262e-06,-0.006404638548663592,0.15211970074812967,0.023422280098754474,0.6894853558771745,0.7420406432299194,0.7430998425899876,1.2623045280385163,0.0026756494530805
ftilde,-1,dbar,0.1,5.0,0.0,4.0,1.130602358753845,-0.006482767393158491,-0.00573390577417849,0.4164588528678304,0.0619778914154458,0.04492944360656531,0.0576999320840842,0.06102280198770558,1.079856350083719,1.4766533592246494
ftilde,-1,dbar,0.1,10.0,0.0,4.0,1.0162660522515141,-0.0031629113792161928,-0.003112286760153835,0.2967581047381546,0.022186053797179903,0.044945325306573095,0.05556070872216526,0.05826617301792535,1.1132512417578055,1.4091406547677483
ftilde,-1,dbar,0.2,5.0,0.0,4.0,0.2266070292694105,-0.003894365473335378,-0.01718554577009794,0.36159600997506236,0.08951987759949138,0.056657171923905146,0.06348753221797852,0.0636579817644277,1.1464390949518877,0.2875911346358557
ftilde,-1,dbar,0.2,10.0,0.0,4.0,0.2036655431316865,-0.00274887327167034,-0.013496997230861814,0.2817955112219451,0.05787183911468778,0.05654483791552257,0.06344837519798029,0.06363818966197163,1.2662350377705682,0.2536451781242635
ftilde,-1,dbar,0.3,5.0,0.0,4.0,0.03234039824042713,-0.00042052803482976216,-0.013003180471169365,0.26932668329177056,0.061394843856835114,0.17453261541620882,0.1770785305860519,0.17940267382063602,1.2350498807577397,0.05345086539007255
ftilde,-1,dbar,0.3,10.0,0.0,4.0,0.0291293662997123,-0.00028552648000480113,-0.009802014814432169,0.2169576059850374,0.03903703672936559,0.1746470873210998,0.17678081073523472,0.17882281947951484,1.39944645288922,0.0457332438557096
ftilde,-1,dbar,0.5,5.0,0.0,4.0,0.004589296770496413,-4.696222286815811e-05,-0.010232988890600404,0.2344139650872818,0.07192624243888207,0.741051763421579,0.7597840832064271,0.7600683168682352,1.1164529076498693,0.007698659165515801
ftilde,-1,dbar,0.5,10.0,0.0,4.0,0.004129438478194462,-3.8968889792008375e-05,-0.00943684958567223,0.20698254364089774,0.056830203408207894,0.7377479077443838,0.7594428968303257,0.7597419871635358,1.2343099744678068,0.00674749633940495
ftilde,1,d,0.1,5.0,0.0,4.0,2.893725832538158,-0.013735980599535728,-0.004746814796717477,0.40648379052369077,0.046088594053532675,0.03263384181594965,0.03906139659553035,0.04171231902428703,1.0734122313223597,3.968706399349328
ftilde,1,d,0.1,10.0,0.0,4.0,2.6016356033453136,-0.005057981092800515,-0.0019441543182668276,0.19950124688279303,0.010268202181953545,0.03276134420151782,0.03703491703012022,0.038271077540702775,1.0919079291383376,3.844372247985558
ftilde,1,d,0.2,5.0,0.0,4.0,1.0480118890399182,-0.012802693098971689,-0.012216171622537807,0.26932668329177056,0.05104842245277188,0.02506232952125183,0.02927322716818155,0.03248183679523637,1.1180645730746224,1.5230795006336795
ftilde,1,d,0.2,10.0,0.0,4.0,0.9425484335205555,-0.007663717561773703,-0.008130847486689467,0.18453865336658354,0.02492511384797238,0.025033109124940302,0.028926918583238585,0.030811388014148004,1.1908874561156753,1.3972202010016384
ftilde,1,d,0.3,5.0,0.0,4.0,0.375264026741691,-0.004059638492851427,-0.010818085943649046,0.22693266832917705,0.04395230883609898,0.028169325955550658,0.040362366169859554,0.0466652938499361,1.215410019336069,0.6725001099844204
ftilde,1,d,0.3,10.0,0.0,4.0,0.33811220348943233,-0.002478553748785086,-0.007330565780251564,0.1745635910224439,0.023573011278335998,0.028156159744069112,0.0402654123885987,0.04608633489696533,1.3527646123994557,0.5868578913879734
ftilde,1,d,0.5,5.0,0.0,4.0,0.08076816059953473,-0.0012772942482070864,-0.01581432879894561,0.4713216957605985,0.13422350979037498,0.05447376152830231,0.06171697264116378,0.09570948857088973,1.2460878628673637,0.0938584994261637
ftilde,1,d,0.5,10.0,0.0,4.0,0.07259298296680786,-0.0008438948254090848,-0.011625019263844608,0.40648379052369077,0.10659461138410069,0.054397957381750545,0.06294857837627592,0.0949052672530616,1.518681474451606,0.07452168520361355
ftilde,2,u,0.1,5.0,0.0,4.0,4.290749465687458,-0.01521539577026723,-0.0035460927961286685,0.38902743142144636,0.02854003048651178,0.01819189946570992,0.03464741949014349,0.03611643030235655,1.0604264022152416,6.310974517885104
ftilde,2,u,0.1,10.0,0.0,4.0,3.8589386070961673,-0.002271205636986324,-0.0005885570796098763,0.10224438902743142,0.0015967948175620314,0.018347700631315675,0.031815248962806714,0.033093528206912595,1.0591841163024838,6.23304307984952
ftilde,2,u,0.2,5.0,0.0,4.0,1.9465398930889495,-0.017846741119133362,-0.009168443545645758,0.2169576059850374,0.03200912197760136,0.015299443354994379,0.025415844676911704,0.026553346597111952,1.1000605116840347,3.0571008670675486
ftilde,2,u,0.2,10.0,0.0,4.0,1.751129145248835,-0.00844667565006631,-0.004823559514718739,0.13216957605985039,0.010761558546966088,0.015247925622279085,0.02427908294484742,0.024992728092672632,1.1482403147955937,2.866682164753758
ftilde,2,u,0.3,5.0,0.0,4.0,0.8473440318628833,-0.007243415926014538,-0.008548376637633134,0.19201995012468828,0.02999151716633065,0.012228188174850224,0.026580317059763124,0.03489434618689275,1.1912846037201594,1.6420049043903355
ftilde,2,u,0.3,10.0,0.0,4.0,0.7637791438268944,-0.0036715694055231302,-0.004807108750216499,0.1371571072319202,0.01209991281855461,0.01222768851809835,0.027339569604171617,0.032619228488870056,1.2944559071483384,1.4701181740947318
ftilde,2,u,0.5,5.0,0.0,4.0,0.2924036425604453,-0.0030109952338429934,-0.010297393040240818,0.38902743142144636,0.09882769767426869,0.020993618573042706,0.022224426093838793,0.054370382069852896,1.2235263073274136,0.38123241334744706
ftilde,2,u,0.5,10.0,0.0,4.0,0.26296269830619384,-0.00250685216312599,-0.009533109369782215,0.32169576059850374,0.0732869051859978,0.020893623629306853,0.02354447520516148,0.05619554148752031,1.4433605827764753,0.31340507006257123
x_ftilde,-2,ubar,0.1,5.0,0.0,4.0,0.07604410026820302,-0.00037396594406751945,-0.004917750920170846,0.40648379052369077,0.049395390131675765,0.03744009284838031,0.04257276871986367,0.04406097217576838,1.0778049986895382,0.10399746180938091
x_ftilde,-2,ubar,0.1,10.0,0.0,4.0,0.06836492249408206,-0.0001475536157010678,-0.002158323454748897,0.2194513715710723,0.01230066131211437,0.03742012650341968,0.04272007147231162,0.04337432115334258,1.1026964003556277,0.10007992239714955
x_ftilde,-2,ubar,0.2,5.0,0.0,4.0,0.027341133248954774,-0.0003999320236362453,-0.01462748526166282,0.3316708229426434,0.07160510163024604,0.059484459519555236,0.06407245651227059,0.0642315515521624,1.1325719473798972,0.0369209137272387
x_ftilde,-2,ubar,0.2,10.0,0.0,4.0,0.024583932131635657,-0.0002650580198329984,-0.01078175852478499,0.23690773067331672,0.04137354360905117,0.05925947729676181,0.06398266145948266,0.06414960689402145,1.2280784060409808,0.03321835610550055
x_ftilde,-2,ubar,0.3,5.0,0.0,4.0,0.006083102583032645,-7.17197072236031e-05,-0.011789988126067118,0.2518703241895262,0.05119369225144345,0.1837519945864338,0.19066154987022113,0.19216905960274264,1.2070522292227344,0.01081840819729285
x_ftilde,-2,ubar,0.3,10.0,0.0,4.0,0.005479276759916364,-4.553745982163664e-05,-0.008310852292544486,0.19451371571072318,0.029452134539503332,0.18403123399979132,0.19099075402245788,0.19218233488736783,1.3563387694093494,0.009356082247355
x_ftilde,-2,ubar,0.5,5.0,0.0,4.0,0.0007723786589583275,-6.064312401926187e-06,-0.00785147586820285,0.18453865336658354,0.037698390957434116,0.6946120866507564,0.7429973721589292,0.7439820945259404,1.1559822513495877,0.00150304619669695
x_ftilde,-2,ubar,0.5,10.0,0.0,4.0,0.0006960188509923242,-4.45774916366331e-06,-0.006404638548665503,0.15211970074812967,0.023422280098761555,0.689485355877187,0.742040643229931,0.7430998425899983,1.262304528038485,0.00133782472654025
x_ftilde,-1,dbar,0.1,5.0,0.0,4.0,0.11306023587538427,-0.000648276739315845,-0.0057339057741784645,0.4164588528678304,0.06197789141544586,0.04492944360656568,0.057699932084084735,0.06102280198770502,1.0798563500837193,0.1476653359224649
x_ftilde,-1,dbar,0.1,10.0,0.0,4.0,0.1016266052251511,-0.0003162911379216209,-0.0031122867601538606,0.2967581047381546,0.02218605379717996,0.044945325306573046,0.05556070872216504,0.05826617301792591,1.1132512417578058,0.1409140654767748
x_ftilde,-1,dbar,0.2,5.0,0.0,4.0,0.045321405853881946,-0.0007788730946670812,-0.01718554577009812,0.36159600997506236,0.08951987759949159,0.056657171923906145,0.06348753221797887,0.06365798176442768,1.1464390949518874,0.057518226927171096
x_ftilde,-1,dbar,0.2,10.0,0.0,4.0,0.040733108626337104,-0.0005497746543340759,-0.013496997230862073,0.2817955112219451,0.05787183911468792,0.05654483791552278,0.06344837519798126,0.06363818966197143,1.266235037770569,0.05072903562485265
x_ftilde,-1,dbar,0.3,5.0,0.0,4.0,0.009702119472128078,-0.00012615841044893083,-0.013003180471169672,0.26932668329177056,0.06139484385683547,0.17453261541620932,0.17707853058605177,0.17940267382063593,1.2350498807577428,0.0160352596170217
x_ftilde,-1,dbar,0.3,10.0,0.0,4.0,0.008738809889913629,-8.565794400144129e-05,-0.009802014814432346,0.2169576059850374,0.03903703672936617,0.17464708732110013,0.17678081073523538,0.17882281947951523,1.3994464528892216,0.013719973156712851
x_ftilde,-1,dbar,0.5,5.0,0.0,4.0,0.0022946483852481683,-2.3481111434077065e-05,-0.010232988890599709,0.2344139650872818,0.07192624243888304,0.7410517634215881,0.7597840832064348,0.760068316868242,1.1164529076498653,0.0038493295827579004
x_ftilde,-1,dbar,0.5,10.0,0.0,4.0,0.002064719239097194,-1.9484444896002995e-05,-0.009436849585671822,0.20698254364089774,0.056830203408208456,0.7377479077443918,0.7594428968303345,0.7597419871635444,1.2343099744678119,0.00337374816970245
x_ftilde,1,d,0.1,5.0,0.0,4.0,0.28937258325381543,-0.0013735980599535696,-0.004746814796717472,0.40648379052369077,0.046088594053532675,0.03263384181594935,0.03906139659553095,0.041712319024286994,1.0734122313223597,0.39687063993493277
x_ftilde,1,d,0.1,10.0,0.0,4.0,0.2601635603345312,-0.0005057981092800516,-0.0019441543182668294,0.19950124688279303,0.010268202181953541,0.032761344201517835,0.037034917030121024,0.03827107754070337,1.0919079291383378,0.38443722479855585
x_ftilde,1,d,0.2,5.0,0.0,4.0,0.20960237780798338,-0.0025605386197943302,-0.012216171622537785,0.26932668329177056,0.051048422452771906,0.02506232952125184,0.029273227168181676,0.032481836795236765,1.1180645730746221,0.30461590012673584
x_ftilde,1,d,0.2,10.0,0.0,4.0,0.18850968670411097,-0.001532743512354738,-0.00813084748668946,0.18453865336658354,0.02492511384797236,0.02503310912493963,0.02892691858323799,0.030811388014147664,1.190887456115675,0.27944404020032765
x_ftilde,1,d,0.3,5.0,0.0,4.0,0.1125792080225071,-0.001217891547855429,-0.010818085943649074,0.22693266832917705,0.043952308836098936,0.028169325955551033,0.04036236616985909,0.046665293849936396,1.2154100193360697,0.2017500329953261
x_ftilde,1,d,0.3,10.0,0.0,4.0,0.10143366104682963,-0.0007435661246355308,-0.007330565780251618,0.1745635910224439,0.023573011278336064,0.028156159744069327,0.04026541238859867,0.04608633489696662,1.3527646123994554,0.176057367416392
x_ftilde,1,d,0.5,5.0,0.0,4.0,0.0403840802997673,-0.0006386471241035474,-0.015814328798945742,0.4713216957605985,0.13422350979037503,0.05447376152830216,0.06171697264116373,0.09570948857088993,1.2460878628673633,0.04692924971308185
x_ftilde,1,d,0.5,10.0,0.0,4.0,0.03629649148340386,-0.00042194741270454566,-0.011625019263844719,0.40648379052369077,0.10659461138410083,0.054397957381750656,0.06294857837627559,0.09490526725306131,1.518681474451606,0.03726084260180675
