dataset,row_id,target,qT,qT_low,qT_high,QM,QM_Low,QM_High,y,y_Low,y_High,xF,xF_Low,xF_High,x1,x2,SqrtS,BeamE,CS,error,A,dA,PreFactor,sysNorm,sysP2P,unit,qT_over_Q,conversion_mode,source_file,source_row
E772,E772:0,,0.125,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,6.75,0.305,6.75,0.305,,,,,0.022727272727272728,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,0
E772,E772:1,,0.375,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,5.59,0.156,5.59,0.156,,,,,0.06818181818181818,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,1
E772,E772:2,,0.625,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,4.84,0.122,4.84,0.122,,,,,0.11363636363636363,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,2
E772,E772:3,,0.875,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,3.5,0.0903,3.5,0.0903,,,,,0.1590909090909091,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,3
E772,E772:4,,1.125,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,2.56,0.0768,2.56,0.0768,,,,,0.20454545454545456,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,4
E772,E772:5,,1.375,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,1.78,0.0672,1.78,0.0672,,,,,0.25,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,5
E772,E772:6,,1.625,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,1.12,0.0535,1.12,0.0535,,,,,0.29545454545454547,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,6
E772,E772:7,,1.875,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,0.817,0.0627,0.817,0.0627,,,,,0.3409090909090909,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,7
E772,E772:8,,2.125,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,0.259,0.0298,0.259,0.0298,,,,,0.38636363636363635,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,8
E772,E772:9,,2.375,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,0.346,0.0575,0.346,0.0575,,,,,0.4318181818181818,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,9
E772,E772:10,,2.625,,,5.5,5.0,6.0,0.657129378,0.608427374,0.713817525,0.2,0.1,0.3,0.273475627,0.073475627,38.8,,0.147,0.0345,0.147,0.0345,,,,,0.4772727272727273,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,10
E772,E772:12,,0.125,,,6.5,6.0,7.0,0.566184669,0.529232258,0.608427374,0.2,0.1,0.3,0.295102242,0.095102242,38.8,,2.87,0.153,2.87,0.153,,,,,0.019230769230769232,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,12
E772,E772:13,,0.375,,,6.5,6.0,7.0,0.566184669,0.529232258,0.608427374,0.2,0.1,0.3,0.295102242,0.095102242,38.8,,2.28,0.0765,2.28,0.0765,,,,,0.057692307692307696,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,13
E772,E772:14,,0.625,,,6.5,6.0,7.0,0.566184669,0.529232258,0.608427374,0.2,0.1,0.3,0.295102242,0.095102242,38.8,,2.08,0.0625,2.08,0.0625,,,,,0.09615384615384616,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,14
E772,E772:15,,0.875,,,6.5,6.0,7.0,0.566184669,0.529232258,0.608427374,0.2,0.1,0.3,0.295102242,0.095102242,38.8,,1.35,0.0413,1.35,0.0413,,,,,0.1346153846153846,A_direct_no_PreFactor,Data/global_dy_raw/E772.csv,15
