dataset,row_id,target,qT,qT_low,qT_high,QM,QM_Low,QM_High,y,y_Low,y_High,xF,xF_Low,xF_High,x1,x2,SqrtS,BeamE,CS,error,A,dA,PreFactor,sysNorm,sysP2P,unit,qT_over_Q,conversion_mode,source_file,source_row
E288_400,E288_400:0,,0.1,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,2.88,0.12,2.88,0.12,,,,,0.018181818181818184,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,0
E288_400,E288_400:1,,0.3,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,2.76,0.08,2.76,0.08,,,,,0.05454545454545454,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,1
E288_400,E288_400:2,,0.5,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,2.3,0.07,2.3,0.07,,,,,0.09090909090909091,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,2
E288_400,E288_400:3,,0.7,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,2.08,0.07,2.08,0.07,,,,,0.12727272727272726,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,3
E288_400,E288_400:4,,0.9,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,1.48,0.06,1.48,0.06,,,,,0.16363636363636364,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,4
E288_400,E288_400:5,,1.1,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,1.18,0.06,1.18,0.06,,,,,0.2,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,5
E288_400,E288_400:6,,1.3,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.817,0.048,0.817,0.048,,,,,0.23636363636363636,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,6
E288_400,E288_400:7,,1.5,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.59,0.043,0.59,0.043,,,,,0.2727272727272727,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,7
E288_400,E288_400:8,,1.7,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.458,0.037,0.458,0.037,,,,,0.3090909090909091,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,8
E288_400,E288_400:9,,1.9,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.319,0.032,0.319,0.032,,,,,0.34545454545454546,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,9
E288_400,E288_400:10,,2.1,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.167,0.024,0.167,0.024,,,,,0.38181818181818183,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,10
E288_400,E288_400:11,,2.3,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.111,0.021,0.111,0.021,,,,,0.41818181818181815,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,11
E288_400,E288_400:12,,2.5,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.071,0.019,0.071,0.019,,,,,0.45454545454545453,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,12
E288_400,E288_400:13,,2.7,,,5.5,5.0,6.0,0.03,0.027500659,0.032998961,0.012048491,0.010953174,0.013143809,0.206892673,0.194844182,27.39342987,400.0,0.049,0.015,0.049,0.015,,,,,0.49090909090909096,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,13
E288_400,E288_400:19,,0.1,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,1.04,0.03,1.04,0.03,,,,,0.015384615384615385,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,19
E288_400,E288_400:20,,0.3,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.966,0.018,0.966,0.018,,,,,0.04615384615384615,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,20
E288_400,E288_400:21,,0.5,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.894,0.016,0.894,0.016,,,,,0.07692307692307693,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,21
E288_400,E288_400:22,,0.7,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.707,0.014,0.707,0.014,,,,,0.10769230769230768,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,22
E288_400,E288_400:23,,0.9,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.594,0.014,0.594,0.014,,,,,0.13846153846153847,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,23
E288_400,E288_400:24,,1.1,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.44,0.012,0.44,0.012,,,,,0.16923076923076924,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,24
E288_400,E288_400:25,,1.3,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.33,0.011,0.33,0.011,,,,,0.2,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,25
E288_400,E288_400:26,,1.5,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.217,0.009,0.217,0.009,,,,,0.23076923076923078,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,26
E288_400,E288_400:27,,1.7,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.153,0.007,0.153,0.007,,,,,0.26153846153846155,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,27
E288_400,E288_400:28,,1.9,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.088,0.006,0.088,0.006,,,,,0.29230769230769227,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,28
E288_400,E288_400:29,,2.1,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.061,0.005,0.061,0.005,,,,,0.3230769230769231,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,29
E288_400,E288_400:30,,2.3,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.05,0.004,0.05,0.004,,,,,0.3538461538461538,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,30
E288_400,E288_400:31,,2.5,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.025,0.003,0.025,0.003,,,,,0.38461538461538464,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,31
E288_400,E288_400:32,,2.7,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.02,0.003,0.02,0.003,,,,,0.4153846153846154,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,32
E288_400,E288_400:33,,2.9,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.014,0.003,0.014,0.003,,,,,0.4461538461538461,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,33
E288_400,E288_400:34,,3.1,,,6.5,6.0,7.0,0.03,0.027857718,0.032499154,0.014239126,0.013143809,0.015334444,0.244509523,0.230270397,27.39342987,400.0,0.0059,0.0021,0.0059,0.0021,,,,,0.47692307692307695,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,34
E288_400,E288_400:43,,0.1,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.382,0.016,0.382,0.016,,,,,0.013333333333333334,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,43
E288_400,E288_400:44,,0.3,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.354,0.009,0.354,0.009,,,,,0.04,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,44
E288_400,E288_400:45,,0.5,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.328,0.008,0.328,0.008,,,,,0.06666666666666667,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,45
E288_400,E288_400:46,,0.7,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.28,0.007,0.28,0.007,,,,,0.09333333333333332,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,46
E288_400,E288_400:47,,0.9,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.221,0.007,0.221,0.007,,,,,0.12000000000000001,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,47
E288_400,E288_400:48,,1.1,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.17,0.006,0.17,0.006,,,,,0.14666666666666667,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,48
E288_400,E288_400:49,,1.3,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.125,0.005,0.125,0.005,,,,,0.17333333333333334,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,49
E288_400,E288_400:50,,1.5,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.086,0.004,0.086,0.004,,,,,0.2,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,50
E288_400,E288_400:51,,1.7,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.055,0.003,0.055,0.003,,,,,0.22666666666666666,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,51
E288_400,E288_400:52,,1.9,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.047,0.003,0.047,0.003,,,,,0.2533333333333333,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,52
E288_400,E288_400:53,,2.1,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.027,0.002,0.027,0.002,,,,,0.28,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,53
E288_400,E288_400:54,,2.3,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.02,0.002,0.02,0.002,,,,,0.30666666666666664,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,54
E288_400,E288_400:55,,2.5,,,7.5,7.0,8.0,0.03,0.028125511,0.032142144,0.016429761,0.015334444,0.017525078,0.282126373,0.265696612,27.39342987,400.0,0.014,0.002,0.014,0.002,,,,,0.3333333333333333,A_direct_no_PreFactor,Data/global_dy_raw/E288_400.csv,55
